english	translation	category	sub_category	source
Net		actions	npc	Fishing spot
Ammo		actions	npc	Leon
Cage		actions	npc	Fishing spot
Harpoon		actions	npc	Fishing spot
Big Net		actions	npc	Fishing spot
Use-rod		actions	npc	Fishing spot
Escort		actions	npc	Smiddi Ryak (hard)
Supply		actions	npc	Smiddi Ryak (hard)
Claim-runes		actions	npc	Lundail
Chase		actions	npc	Cat
Interact		actions	npc	Cat
Catch		actions	npc	Baby impling
Get-rewards		actions	npc	Commander Connad
Tutorial		actions	npc	Captain Cain
Start-minigame		actions	npc	Guardian mummy
Teleport		actions	npc	Apprentice
Join-Crew		actions	npc	San Fan
Join-Team		actions	npc	Honest Jimmy
Pick-pocket		actions	npc	Fairy Godfather
Craft-goods		actions	npc	Thakkrad Sigmundson
Rellekka		actions	npc	Maria Gunnars
Neitiznot		actions	npc	Maria Gunnars
Jatizso		actions	npc	Mord Gunnars
Watch-shouting		actions	npc	Guard
Kick		actions	npc	Bed
Claim-Tokens		actions	npc	Lorelai
History		actions	npc	Grand Exchange Clerk
Sets		actions	npc	Grand Exchange Clerk
Prices		actions	npc	Brugsen Bursen
Exchange fire cape		actions	npc	TzHaar-Mej-Jal
Destroy		actions	npc	Door-support
Tickets		actions	npc	Cart conductor
Listen-to		actions	npc	Red Axe Director
Claim-Shield		actions	npc	Gamfred
talk		actions	npc	Gate of War
Get job (easy)		actions	npc	Gianne jnr.
Get job (hard)		actions	npc	Gianne jnr.
Repairs		actions	npc	Dark Mage
Sober-Up		actions	npc	Skippy
Walk here		actions	npc	Purepker895
Follow		actions	npc	Purepker895
Pay (north-west)		actions	npc	Elstan
Pay (south-east)		actions	npc	Elstan
Pay (north)		actions	npc	Dantaera
Pay (south)		actions	npc	Dantaera
Detach		actions	npc	Combat dummy
Upgrade		actions	npc	Combat dummy
Remove		actions	npc	Combat dummy
Shoo		actions	npc	Clockwork cat
Fur Clothing		actions	npc	Asyff
Shoo-away		actions	npc	Stray dog
Tease		actions	npc	Sabre-toothed kyatt
Leave		actions	npc	Squire
Claim-slime		actions	npc	Robin
Use		actions	npc	Portal
Exit		actions	npc	Portal
Relocate		actions	npc	Estate agent
Redecorate		actions	npc	Estate agent
Buy-plank		actions	npc	Sawmill operator
Age		actions	npc	Hans
Tackle		actions	npc	Gnome baller
Pass-to		actions	npc	Gnome winger
Claim		actions	npc	Ranged combat tutor
Buy		actions	npc	Fadli
Heal		actions	npc	A'abla
Stroke		actions	npc	Gertrude's cat
Climb-over		actions	npc	Pile of bones
Melt		actions	npc	Crust of ice
Clear		actions	npc	Furnace grate
Take		actions	npc	Iron pickaxe
Steal-from		actions	npc	Digsite workman
Pay-fare		actions	npc	Captain Tobias
Pay-Fare		actions	npc	Customs officer
Go-inside		actions	npc	House
Pirate's Cove		actions	npc	Lokar Searunner
Deposit-items		actions	npc	Peer the Seer
Miscellania		actions	npc	Sailor
Prod		actions	npc	Red Sheep
Return-Home		actions	npc	Bill Teach
Devices		actions	npc	Ava
Chop		actions	npc	Undead tree
Roll		actions	npc	Boulder
Watch		actions	npc	Mercenary Captain
Buy-pass		actions	npc	Shantay
Pass		actions	npc	Shantay Guard
Fly		actions	npc	Auguste
Decant		actions	npc	Zahur
Clean		actions	npc	Zahur
Make unfinished potion(s)		actions	npc	Zahur
Shoot		actions	npc	Target
Shop		actions	npc	Ezekial Lovecraft
Board		actions	npc	Ogre boat
Potions		actions	npc	Apothecary
Grab-feather		actions	npc	Desert Phoenix
Take-from		actions	npc	Jig cart
Coffer		actions	npc	Yohnus
Attract		actions	npc	Light creature
Call-Over		actions	npc	Zombie
Insult		actions	npc	Zombie
Scare		actions	npc	Zombie
Skin		actions	npc	Swamp snake
Burn		actions	npc	Barricade
Extinguish		actions	npc	Barricade
Quick-withdraw		actions	npc	Elnock Inquisitor
Check-gates		actions	npc	Wandering impling
Sand		actions	npc	Bert
Request-supplies		actions	npc	Bork Sigmundson
Sew		actions	npc	Patchy
Check		actions	npc	Probita
View Laps		actions	npc	Grace
Toggle Counter		actions	npc	Grace
Tap		actions	npc	Skullball
Show-Goal		actions	npc	Skullball
Give-Stick		actions	npc	Agility Trainer
Waterbirth Island		actions	npc	Jarvald
Take-flyer		actions	npc	Ali the Leaflet Dropper
Trade-with		actions	npc	Rewards Guardian
Trade-Co-op		actions	npc	Gabooty
Trade-Drinks		actions	npc	Gabooty
Send-parcel		actions	npc	Rionasta
Peek		actions	npc	Eye
Deposit-box		actions	npc	Financial Seer
Move		actions	npc	Boulder
Log-storage		actions	npc	Friendly Forester
Claim Sand		actions	npc	Drew
Deposit buckets		actions	npc	Drew
Toggle warnings		actions	npc	Doomsayer
Remove PvP Protection		actions	npc	Doomsayer
Observe		actions	npc	Maze Guardian
New-maze		actions	npc	Maze Guardian
Maxhit Variant		actions	npc	Combat Test
Kill-count		actions	npc	Soldier
Canyon-count (east)		actions	npc	Soldier
Canyon-count (west)		actions	npc	Soldier
Pay (north-east)		actions	npc	Marisi
Pay (south-west)		actions	npc	Marisi
Task		actions	npc	Captain Khaled
Help		actions	npc	Villia
Spellbook		actions	npc	Tyss
Climb-on		actions	npc	Stunted demonic gorilla
Glider		actions	npc	Captain Shoracks
Watermill		actions	npc	Mistag
Join		actions	npc	Lisa
Locking		actions	npc	Rift guardian
Check Scores		actions	npc	Captain Kalt
Contract		actions	npc	Amy
Last-tier contract		actions	npc	Amy
Port Sarim		actions	npc	Captain Magoro
Port Piscarilius		actions	npc	Captain Magoro
Feed		actions	npc	Lux grub
Douse		actions	npc	Fire
Cut		actions	npc	Meat tree
Smash		actions	npc	Jewelled Crab
Claim-cape		actions	npc	Captain Rimor
Set-difficulty		actions	npc	Captain Rimor
Fight		actions	npc	Abigale
Bars		actions	npc	Pirate Jackie the Fruit
Toggle-minerals		actions	npc	Belona
Kitten		actions	npc	Gertrude
Toggle-vials		actions	npc	Barbarian guard
Redeem-code		actions	npc	Recruiter
Purchase Amulet		actions	npc	Wizard Mizgog
Staves		actions	npc	Dark Mage
Deboard		actions	npc	Barge guard
Toggle Fossils		actions	npc	Peter
Poke		actions	npc	Bobbing fossil
Training		actions	npc	Mairin
Harvest		actions	npc	Herbiboar
Stun		actions	npc	Hoop Snake
Murder		actions	npc	Conrad King
Quick-Travel		actions	npc	Barge guard
Escape		actions	npc	Brundt the Chieftain
Scry		actions	npc	Abigaila
Claim Pet Rock		actions	npc	Askeladden
Standard Variant		actions	npc	Combat Test (maxhit)
Get-log		actions	npc	The Collector
Claim-log-rewards		actions	npc	The Collector
Get bird		actions	npc	Alry the Angler
Pay (Fruit tree)		actions	npc	Nikkie
Pay (tree patch)		actions	npc	Rosie
Pay (Redwood tree)		actions	npc	Alexandra
Pay (Spirit tree)		actions	npc	Latlink Fastbell
Swap		actions	npc	Ornate combat dummy
Pay (Celastrus tree)		actions	npc	Taylor
Land's End		actions	npc	Veos
Join Castle Wars		actions	npc	Saradominist recruiter
Holiday-items		actions	npc	Diango
Tan-hides		actions	npc	Eodan
Ardougne		actions	npc	Captain Barnaby
Brimhaven		actions	npc	Captain Barnaby
Rimmington		actions	npc	Captain Barnaby
Enchant		actions	npc	Eluned
Quick-escape		actions	npc	Elena
Investigate		actions	npc	Elderly Elf
Fix-exoskeleton		actions	npc	Elderly Elf
Chop down		actions	npc	Tree
Sing		actions	npc	Reese
Statistics		actions	npc	Ystwyth
Repair		actions	npc	Aneirin
Open Adventure Paths		actions	npc	Adventurer Jon
Island of Stone		actions	npc	Haskell
Charter		actions	npc	Trader Stan
Charter-to Brimhaven		actions	npc	Trader Stan
Charter-to Catherby		actions	npc	Trader Stan
Charter-to Mos Le'Harmless		actions	npc	Trader Stan
Charter-to Musa Point		actions	npc	Trader Stan
Charter-to Port Khazard		actions	npc	Trader Stan
Charter-to Port Phasmatys		actions	npc	Trader Stan
Charter-to Port Sarim		actions	npc	Trader Stan
Charter-to Shipyard		actions	npc	Trader Stan
Charter-to Corsair Cove		actions	npc	Trader Stan
Charter-to Prifddinas		actions	npc	Trader Stan
Charter-to Port Tyras		actions	npc	Trader Stan
Charge		actions	npc	Totem
Spectate		actions	npc	The Nightmare
Convert-shards		actions	npc	Noranna Tytanin
Loot		actions	npc	Grave
Lap-count		actions	npc	Bobawu
Value		actions	npc	Skully
Settings		actions	npc	Skully
Ungael		actions	npc	Torfinn
Glider-to Ta Quir Priw		actions	npc	Gnormadium Avlafrim
Glider-to Gandius		actions	npc	Gnormadium Avlafrim
Glider-to Kar-Hewo		actions	npc	Gnormadium Avlafrim
Glider-to Lemanto Andra		actions	npc	Gnormadium Avlafrim
Glider-to Sindarpos		actions	npc	Gnormadium Avlafrim
Glider-to Ookookolly Undri		actions	npc	Gnormadium Avlafrim
Glider-to Lemantolly Undri		actions	npc	Captain Dalbur
Other-services		actions	npc	Thessalia
Leave-tutorial		actions	npc	Nomad
Fill		actions	npc	Ammunition crate
Check-ammo		actions	npc	Ammunition crate
Forfeit		actions	npc	Captain Pudi
Locks		actions	npc	Dampe
Take-net		actions	npc	Spirit Angler
Ferry		actions	npc	Ferryman Sathwood
Awaken		actions	npc	Rubble
Items		actions	npc	Clerk
Buy-sphere		actions	npc	Oldak
Power-up		actions	npc	The Great Guardian
Buy-crystals		actions	npc	Rick
Quick-lock		actions	npc	Apprentice Tamara
Strike		actions	npc	Hill Giant
Hand-in		actions	npc	Kovac
Commission		actions	npc	Kovac
Talk		actions	npc	Hannibal
Proceed		actions	npc	Osmumten
Begin		actions	npc	Osmumten
Water		actions	npc	Palm of Resourcefulness
Check-costume		actions	npc	Costumed child
Trick-or-treat		actions	npc	Generous Treater
Scare-away		actions	npc	Spooky dog
Tend-to		actions	npc	Flowering bush (Lilac)
Emote		actions	npc	Wisp
Deposit		actions	npc	Woodcutting Leprechaun
Cast		actions	npc	Fishing spot
Reset-room		actions	npc	Cerebral pathfinder
Take-lure		actions	npc	Light leech
Build		actions	npc	Unfinished Beehive
Disarm		actions	npc	Fox trap
Prune		actions	npc	Entling
Prune-top		actions	npc	Entling
Prune-back		actions	npc	Entling
Prune-sides		actions	npc	Entling
Metamorph		actions	npc	Bran
Listen		actions	npc	Key Master
Charter-to Port Piscarilius		actions	npc	Trader Stan
Charter-to Land's End		actions	npc	Trader Stan
Mark		actions	npc	Guard
Unmark		actions	npc	Guard
Charter-to Civitas illa Fortis		actions	npc	Trader Stan
Charter-to Aldarin		actions	npc	Trader Stan
Charter-to Sunset Coast		actions	npc	Trader Stan
Charter-to Tempestus		actions	npc	Trader Stan
Start-wave		actions	npc	Minimus
Scoreboard		actions	npc	Eyatlalli
Rumour		actions	npc	Huntmaster Gilman (Novice)
Rumour-settings		actions	npc	Guild Scribe Verity
Fur-clothing		actions	npc	Pellem
Recharge-whistle		actions	npc	Soar Leader Pitri
Trade-in		actions	npc	Oriana
Last-destination		actions	npc	Renu
Plant-orb		actions	npc	Surok Magis
Choose		actions	npc	Tenoch
Check-on		actions	npc	Man
Stats		actions	npc	Worm Tongue
Sacrifice		actions	npc	Branda the Fire Queen
Take pages		actions	npc	Branda the Fire Queen
Search		actions	object	Crate
Enter		actions	object	Cave Entrance
Open		actions	object	Door
Inspect		actions	object	Broken multicannon
Fire		actions	object	Dwarf multicannon
Pick-up		actions	object	Dwarf multicannon
Empty		actions	object	Dwarf multicannon
Climb-down		actions	object	Ladder
Climb-up		actions	object	Ladder
Climb-over		actions	object	Rock pile
Prod		actions	object	Sacks
Pull		actions	object	Lever
Go-through		actions	object	Gate
Fish		actions	object	Fishing spot
Squeeze-through		actions	object	Loose Railing
Check		actions	object	Vine
Pray-at		actions	object	Chaos altar
Smash		actions	object	Giant crystal
Hide-in		actions	object	Crate
Take-from		actions	object	Beehive
Cross		actions	object	Gangplank
Knock-at		actions	object	Large door
Search for traps		actions	object	Lever
Shut		actions	object	Open chest
Cook		actions	object	Cooking range
Burst		actions	object	Party Balloon
Jump-up		actions	object	Rocks
Operate		actions	object	Winch
Pick		actions	object	Potato
Close		actions	object	Large open cupboard
Play		actions	object	Church organ
Use		actions	object	Crevice
Peek		actions	object	Crevice
Private		actions	object	Crevice
Jump		actions	object	Broken Fence
Steal-from		actions	object	Tea stall
Take		actions	object	Small fishing net
Exit		actions	object	Cave exit
Suck		actions	object	Swamp bubbles
Reset		actions	object	Shaking box
Slash		actions	object	Web
Weave		actions	object	Loom
Attack		actions	object	Dummy
Read		actions	object	Plaque
Chop down		actions	object	Tree
Push		actions	object	Wall
Take-1		actions	object	Bandage table
Take-5		actions	object	Bandage table
Take-10		actions	object	Bandage table
Commune		actions	object	Lever
Board		actions	object	Log raft
Swim to		actions	object	Rock
Take treasure		actions	object	Chalice
Climb		actions	object	Dead Tree
Get in		actions	object	Barrel
Chop		actions	object	Achey Tree
Drink-from		actions	object	Cauldron
Smelt		actions	object	Furnace
Smith		actions	object	Anvil
Hit		actions	object	Dummy
Fill		actions	object	Crate
Look-at		actions	object	Mound of earth
Investigate		actions	object	Strange looking stone
Craft		actions	object	Smashed table
Disembark		actions	object	Crude raft
Pay-fare		actions	object	Travel cart
Listen-at		actions	object	Grill
Pan		actions	object	Panning point
Shoot		actions	object	Gnome goal
Deposit		actions	object	Chest
Climb-on		actions	object	Barrel
Kick		actions	object	Loose panel
Rotate		actions	object	Crane
Walk-down		actions	object	Spooky stairs
Walk-up		actions	object	Spooky stairs
Repair		actions	object	Hole
Walk-Down		actions	object	Stairs
Walk-Up		actions	object	Stairs
Mine		actions	object	Rock slide
Look at		actions	object	Winch
Cut		actions	object	Kharidian cactus (Healthy)
Watch		actions	object	Mine door entrance
Look-in		actions	object	Barrel
Look in		actions	object	Barrel
Collect		actions	object	Bank chest
Climb-to		actions	object	Rock
Climb down		actions	object	Rock
Walk through		actions	object	Mine cave
Walk-through		actions	object	Tent door
Remove		actions	object	Hellhound
Steal-From		actions	object	Counter
Prospect		actions	object	Rock of Dalgroth
Leave		actions	object	Cave exit
Jump-Over		actions	object	Gap
Turn		actions	object	Sewer valve
Look-under		actions	object	Potted plant
Step-into		actions	object	Sparkling pool
Chop-down		actions	object	Jungle tree
Touch		actions	object	Fire Wall
search		actions	object	Desk
Smash-to-bits		actions	object	Boulder
Jump-over		actions	object	Jagged wall
Look		actions	object	Carved rock
Lift		actions	object	Totem pole
Shake		actions	object	Leafy Palm Tree
Cut down		actions	object	Arctic pine tree
Forfeit		actions	object	Entrance
Bank		actions	object	Open chest
Buy		actions	object	Crate
Pass-through		actions	object	Tunnel
Descend		actions	object	Cave
Ascend		actions	object	Cave
Picklock		actions	object	Gate
Fire-at		actions	object	Guide rope
Unlock		actions	object	Locked Ogre chest
Study		actions	object	Monument
Take-cutting		actions	object	Budding branch
Walk-on		actions	object	Balancing rope
Walk-across		actions	object	Balancing ledge
Swing-across		actions	object	Monkey bars
Swing-on		actions	object	Rope swing
Jump-on		actions	object	Pillar
Tag		actions	object	Ticket Dispenser
Climb-across		actions	object	Hand holds
Toggle-warning		actions	object	Cave entrance
Dump		actions	object	Compost Bin
Step-over		actions	object	Tripwire
Pass		actions	object	Sticks
Reinforce		actions	object	Temple wall
Light		actions	object	Fire altar
Build		actions	object	Funeral Pyre
Summon		actions	object	Strange altar
Cut-branch		actions	object	Swaying tree
Put-inside		actions	object	Pipe
Spin		actions	object	Spinning wheel
Capture		actions	object	Standard Stand
Jump-to		actions	object	Stepping stone
Collapse		actions	object	Cave wall
Top-Floor		actions	object	Ladder
Lock		actions	object	Door
View		actions	object	Scoreboard
View Stats		actions	object	Scoreboard
Remove board advert		actions	object	Portal
Remove-room		actions	object	Dungeon entrance
Jump-across		actions	object	Basalt rock
Top-floor		actions	object	Staircase
Bottom-floor		actions	object	Staircase
View-game		actions	object	Table
Weed		actions	object	Herbs
Jump off		actions	object	End of bridge
Talk-to		actions	object	Awowogei
Pick-lock		actions	object	Jail Door
Steal from		actions	object	Crafting Stall
Crawl-down		actions	object	Cart tunnel
Crawl-through		actions	object	Cart tunnel
Go-down		actions	object	Lift
Go-up		actions	object	Lift
Slide		actions	object	Slope
Squeeze-past		actions	object	Stalagmite
Wind		actions	object	Clock
Dig		actions	object	Grave
Pick-Lock		actions	object	Trapdoor
Take-axe		actions	object	Logs
Ring-bell		actions	object	Antiques Shop Stall
Listen-to		actions	object	Shining pool
Pick-from		actions	object	Thorny bushes
Dig-up		actions	object	Mud
Dig-below		actions	object	Roots
Jump-through		actions	object	Wall of flame
Take-beer		actions	object	Table
Hide-behind		actions	object	Cactus
Smoke		actions	object	Smokey well
Look-into		actions	object	Mystical mirror
Step-off		actions	object	Ice ledge
Climb-through		actions	object	Hole
Collect-from		actions	object	Weeping wall
Sit-on		actions	object	Chair
Upgrade		actions	object	Tools
Work-at		actions	object	Workbench
Make-helmet		actions	object	Helmet pluming stand
Ring		actions	object	Bell
Quick-board		actions	object	Swamp Boaty
Ride		actions	object	Train cart
Observe		actions	object	Telescope
Leave-area		actions	object	Ladder
Crack		actions	object	Wall safe
Pull-spade		actions	object	Stone Door
Guide		actions	object	Belladonna patch
Rake		actions	object	Belladonna patch
Cure		actions	object	Diseased Belladonna
Clear		actions	object	Dead Belladonna
Check-health		actions	object	Cadavaberry bush
Prune		actions	object	Diseased cadavaberry bush
Pick-spine		actions	object	Cactus
Pick-fruit		actions	object	Calquat tree
Gear		actions	object	Supplies
Stats		actions	object	Supplies
Standard spellbook		actions	object	Altar
Ancient spellbook		actions	object	Altar
Lunar spellbook		actions	object	Altar
Arceuus spellbook		actions	object	Altar
Pick-apple		actions	object	Apple tree
Pick-pineapple		actions	object	Pineapple plant
Pick-banana		actions	object	Banana tree
Pick-leaf		actions	object	Curry tree
Pick-orange		actions	object	Orange tree
Pick-coconut		actions	object	Palm tree
Harvest		actions	object	Asgarnian Hops
Travel		actions	object	Spirit Tree
Milk		actions	object	Dairy cow
Steal-cowbell		actions	object	Dairy cow
Dismantle		actions	object	Young tree
Set-trap		actions	object	Young tree
Release		actions	object	Gnome on a rack
Level		actions	object	Kelda Stout
Control		actions	object	Dwarven machinery
Return		actions	object	Train cart
Chip		actions	object	Dense runestone
Hack		actions	object	Light Jungle
Quick-Pay(100)		actions	object	Hardwood Grove Doors
Refuel		actions	object	Stove
Retrieve		actions	object	Bars
Pedal		actions	object	Pedals
Put-ore-on		actions	object	Conveyor belt
Fill-bucket		actions	object	Sink
Take-seed		actions	object	Roses
Attach		actions	object	Ornate combat dummy
Swap		actions	object	Ornate combat dummy
Take-Coffin		actions	object	Grave
Make		actions	object	Bed
Net		actions	object	Fishing spot
Ardougne		actions	object	Lever
Edgeville		actions	object	Lever
Swap-options		actions	object	Lever
Talk to		actions	object	Tree
Exchange		actions	object	Grand Exchange booth
Lure		actions	object	Ominous Fishing Spot
Bait		actions	object	Ominous Fishing Spot
Fish-In		actions	object	Aquarium
Count		actions	object	Pressure Barrel
Swim		actions	object	River
Look-up		actions	object	Trellis
Spectate		actions	object	Rat wall
Deposit-box		actions	object	Bank booth
Grab		actions	object	Bones
Remove-coal		actions	object	Coal Truck
Take-sigil		actions	object	Pedestal
Empty-Out		actions	object	Cannon
Fire!		actions	object	Cannon
Loot		actions	object	Crate
Plunder		actions	object	Closed chest
Ransack		actions	object	Barrel
Count-plunder		actions	object	Plunder Storage
Store-plunder		actions	object	Plunder Storage
Take-powder		actions	object	Powder Barrel
Waterproof		actions	object	Ship hull
Balance		actions	object	Narrow wall
Teeth-grip		actions	object	Zip line
Drain		actions	object	Barrel
Churn		actions	object	Dairy churn
Zanaris		actions	object	Fairy ring
Configure		actions	object	Fairy ring
Last-destination (AIP)		actions	object	Fairy ring
Escape		actions	object	Cave entrance
Examine		actions	object	Healing certificate
Shape-Canoe		actions	object	Canoe Station
Float Log		actions	object	Canoe Station
Float Canoe		actions	object	Canoe Station
Paddle Log		actions	object	Canoe Station
Paddle Canoe		actions	object	Canoe Station
Look-inside		actions	object	Mole hill
Buy-food		actions	object	Chest
Buy-items		actions	object	Chest
Quick-escape		actions	object	Door
Pick-Fruit		actions	object	Sq'irk tree
Stand-on		actions	object	Balance beam
Get-down		actions	object	Balance beam
Change-clothes		actions	object	Shoe box
Preen		actions	object	Shaving stand
Haircut		actions	object	Shaving stand
Shave		actions	object	Shaving stand
Pray		actions	object	Altar
Re-light		actions	object	Incense burner
Build-in		actions	object	Cage
Force		actions	object	Door
Activate		actions	object	Treasure Hunt Fairy House
Set-up		actions	object	Attack stone
Hoop		actions	object	Stick
Throw-at		actions	object	Dartboard
Shoot-at		actions	object	Archery target
Karamja		actions	object	Amulet of Glory
Draynor Village		actions	object	Amulet of Glory
Al Kharid		actions	object	Amulet of Glory
Take-kettle		actions	object	Firepit with hook
Sleep-in		actions	object	Pet blanket
Last-destination (AIS)		actions	object	Fairy ring
Last-destination (AIR)		actions	object	Fairy ring
Last-destination (AIQ)		actions	object	Fairy ring
Direct-portal		actions	object	Scrying pool
Scry		actions	object	Scrying pool
Challenge-mode		actions	object	Lever
Evade-event		actions	object	Path
Continue-trek		actions	object	Path
Swing-from		actions	object	Swamp tree branch
Cut-vine		actions	object	Swamp tree
Escape-event		actions	object	Boat
Return-to-Burgh		actions	object	Path
Remove-Pot		actions	object	Pot-boiler
Remove-Bone		actions	object	Pot-boiler
Jump-down		actions	object	Rocks
Use-Driftwood		actions	object	Embers
Climb-through (normal)		actions	object	Broken bars
Climb-through (private)		actions	object	Broken bars
Peek (normal)		actions	object	Broken bars
Eat		actions	object	Food Pile
Leap		actions	object	Gap
Teleport to Destination		actions	object	Obelisk
Set Destination		actions	object	Obelisk
Hurdle		actions	object	Ledge
Jump-off		actions	object	Edge
Vault		actions	object	Pole-vault
Jump-in		actions	object	Pile of fish
Take-pickaxe		actions	object	Rocks
Use-Lift		actions	object	Platform
Take-Beam		actions	object	Crate
Take-Pulley-Beam		actions	object	Crate
Take-Rope		actions	object	Crate
Swing Across		actions	object	Monkeybars
Home		actions	object	Portal
Build mode		actions	object	Portal
Friend's house		actions	object	Portal
Swing		actions	object	Rope
Sit-On		actions	object	Piano stool
Pick Nuts		actions	object	Tchiki Monkey Nut Bush
Pick Banana		actions	object	Strange banana tree
Throw		actions	object	Shot
Unblock		actions	object	Tunnel
Take-Rum		actions	object	Conveyor Belt
Pump		actions	object	Steam Pump
Vent		actions	object	Steam Pump
Take-Log		actions	object	Log Store
Take-Tool		actions	object	Workbench
Cut-Down		actions	object	Jungle tree
Pay-toll(2-Ecto)		actions	object	Energy Barrier
Jump-To		actions	object	Rock
Enter-cloud		actions	object	Cloud bank
Listen		actions	object	Crevice
Manoeuvre-past		actions	object	Tight-gap
Climb-under		actions	object	Castle wall
Climb-into		actions	object	Hole
Jump-onto		actions	object	Stepping stone
Press		actions	object	Zero
Step-on		actions	object	Platform
Worship		actions	object	Ectofuntus
Status		actions	object	Bone grinder
Talk-To		actions	object	Pirate Captain
Admire		actions	object	Tall mirror
Roll		actions	object	Dice
Grapple		actions	object	Rocks
Take-bowl		actions	object	Table
Sing-crystal		actions	object	Singing bowl
test		actions	object	Argento
Crawl-under		actions	object	Wall
Fix		actions	object	Bellows
Bend		actions	object	Cell wall window
Steal		actions	object	Candles
Deactivate		actions	object	Magic box
Trap		actions	object	Pit
Flush		actions	object	Rabbit hole
Shout-over		actions	object	Rockslide
Pull-down		actions	object	Eagle lever
Push-up		actions	object	Eagle lever
Quick-start		actions	object	Ladder
Reset-wave		actions	object	Door
Dunk		actions	object	Lava crater
Block		actions	object	Penance cave
Demolish		actions	object	Penance cave
Take-Arrows		actions	object	Attacker item machine
Take-Runes		actions	object	Attacker item machine
Stock-Up		actions	object	Defender item machine
Take-Crackers		actions	object	Defender item machine
Take-Tofu		actions	object	Defender item machine
Take-Worms		actions	object	Defender item machine
Take-Vial		actions	object	Healer item machine
Take-Meat		actions	object	Healer item machine
Call		actions	object	Horn of glory
Get-Spikes		actions	object	Petrified mushroom
Load		actions	object	Egg hopper
Evade		actions	object	Trap
Disable		actions	object	Trap
Harpoon		actions	object	Fishing spot
Cage		actions	object	Fishing spot
Leave Tomb		actions	object	Tomb Door
Quick-leave		actions	object	Tomb Door
Tread-softly		actions	object	Icicles
Convert		actions	object	Collector Converter
Check for Snakes		actions	object	Urn
Charm Snake		actions	object	Urn
Cut-wood		actions	object	Woodcutting stump
Cross-bridge		actions	object	Rope bridge
Exit-cave		actions	object	Exit cavern
Decapitate		actions	object	Ice Troll King
Jump-from		actions	object	Stepping stone
Peer-through		actions	object	Peephole
Add-bottom		actions	object	Crate
Return-to-Paterdomus		actions	object	Path
Excavate		actions	object	Statue
Quick Pass		actions	object	Flames
Tamper		actions	object	Device
Untie		actions	object	Zanik
Walk-along		actions	object	Tunnel
Swing across		actions	object	Monkeybars
Animate		actions	object	Magical Animator
Check Kudos		actions	object	Information booth
Add finds		actions	object	Storage crate
Clean		actions	object	Specimen table
Talk-into		actions	object	Drain Pipe
Wind-up		actions	object	Gramophone
Turn-Off		actions	object	Gramophone
Climb up		actions	object	Beard
Exit-through		actions	object	Fire rift
Push-through		actions	object	Magical wheat
