english	translation	category	sub_category	source
Large cupboard	大柜子 [da gui zi]	name	object	Large cupboard
Open Cupboard	开放式橱柜 [kai fang shi chu gui]	name	object	Open Cupboard
Large open cupboard	大型开放式橱柜 [da xing kai fang shi chu gui]	name	object	Large open cupboard
Dresser	梳妆台 [shu zhuang tai]	name	object	Dresser
Hat stand	帽架 [mao jia]	name	object	Hat stand
Basket	篮子 [lan zi]	name	object	Basket
Large urn	大瓮 [da weng]	name	object	Large urn
Bookshelves	书架 [shu jia]	name	object	Bookshelves
Wardrobe	衣柜 [yi gui]	name	object	Wardrobe
Full fishing net	全渔网 [quan yu wang]	name	object	Full fishing net
Pot	锅 [guo]	name	object	Pot
Pots	花盆 [hua pen]	name	object	Pots
Coffin	棺材 [guan cai]	name	object	Coffin
Small gravestone	小墓碑 [xiao mu bei]	name	object	Small gravestone
Grave marker	墓碑 [mu bei]	name	object	Grave marker
Tombstone	墓碑 [mu bei]	name	object	Tombstone
Large grave stone	大墓碑 [da mu bei]	name	object	Large grave stone
Gravestone	墓碑 [mu bei]	name	object	Gravestone
Large grave	大坟墓 [da fen mu]	name	object	Large grave
Henge	亨格 [heng ge]	name	object	Henge
Altar	坛 [tan]	name	object	Altar
Altar of Guthix	古提克斯祭坛 [gu ti ke si ji tan]	name	object	Altar of Guthix
Dolmen	支石墓 [zhi shi mu]	name	object	Dolmen
Church organ	教堂管风琴 [jiao tang guan feng qin]	name	object	Church organ
Bed	床 [chuang]	name	object	Bed
Hammock	吊床 [diao chuang]	name	object	Hammock
Chaise lounge	躺椅 [tang yi]	name	object	Chaise lounge
Crevice	裂缝 [lie feng]	name	object	Crevice
Curtain	窗帘 [chuang lian]	name	object	Curtain
Red spice (4)	红色香料 (4) [hong se xiang liao  (4)]	name	object	Red spice (4)
Orange spice (4)	橙子香料 (4) [cheng zi xiang liao  (4)]	name	object	Orange spice (4)
Brown spice (4)	棕色香料 (4) [zong se xiang liao  (4)]	name	object	Brown spice (4)
Yellow spice (4)	黄色香料 (4) [huang se xiang liao  (4)]	name	object	Yellow spice (4)
Broken Fence	破损的栅栏 [po sun de zha lan]	name	object	Broken Fence
Icicle	冰柱 [bing zhu]	name	object	Icicle
Cave entrance	洞穴入口 [dong xue ru kou]	name	object	Cave entrance
Statue of a warrior	战士的雕像 [zhan shi de diao xiang]	name	object	Statue of a warrior
Statue of a king	国王的雕像 [guo wang de diao xiang]	name	object	Statue of a king
Statue of a queen	女王的雕像 [nv wang de diao xiang]	name	object	Statue of a queen
Tribal statue	部落雕像 [bu luo diao xiang]	name	object	Tribal statue
Dwarf statue	矮人雕像 [ai ren diao xiang]	name	object	Dwarf statue
Gnome statue	侏儒雕像 [zhu ru diao xiang]	name	object	Gnome statue
Statue	雕像 [diao xiang]	name	object	Statue
Vase	花瓶 [hua ping]	name	object	Vase
Statue of Saradomin	萨拉多明雕像 [sa la duo ming diao xiang]	name	object	Statue of Saradomin
Statue of Zamorak	萨莫拉克雕像 [sa mo la ke diao xiang]	name	object	Statue of Zamorak
Statue steps	雕像台阶 [diao xiang tai jie]	name	object	Statue steps
Crystal ball	水晶球 [shui jing qiu]	name	object	Crystal ball
Bank table	银行桌 [yin hang zhuo]	name	object	Bank table
Bathroom table	浴室桌 [yu shi zhuo]	name	object	Bathroom table
Table	桌子 [zhuo zi]	name	object	Table
Study desk	学习桌 [xue xi zhuo]	name	object	Study desk
Workbench	工作台 [gong zuo tai]	name	object	Workbench
Picnic bench	野餐长凳 [ye can zhang deng]	name	object	Picnic bench
Counter	柜台 [gui tai]	name	object	Counter
Small table	小桌子 [xiao zhuo zi]	name	object	Small table
Chemistry Table	化学表 [hua xue biao]	name	object	Chemistry Table
Silver stall	银档 [yin dang]	name	object	Silver stall
Silk stall	丝绸摊位 [si chou tan wei]	name	object	Silk stall
Bakery stall	面包店摊位 [mian bao dian tan wei]	name	object	Bakery stall
Gem stall	宝石摊位 [bao shi tan wei]	name	object	Gem stall
Fur stall	皮草摊位 [pi cao tan wei]	name	object	Fur stall
Spice stall	调料摊位 [tiao liao tan wei]	name	object	Spice stall
Market stall	市场摊位 [shi chang tan wei]	name	object	Market stall
Tea stall	茶亭 [cha ting]	name	object	Tea stall
Buffers	缓冲器 [huan chong qi]	name	object	Buffers
Mine cart	矿车 [kuang che]	name	object	Mine cart
Rack	架子 [jia zi]	name	object	Rack
Stocks	股票 [gu piao]	name	object	Stocks
Gallows	绞刑架 [jiao xing jia]	name	object	Gallows
Buried skeleton	埋骨骸骨 [mai gu hai gu]	name	object	Buried skeleton
Pile of skulls	一堆头骨 [yi dui tou gu]	name	object	Pile of skulls
Charred bones	烧焦的骨头 [shao jiao de gu tou]	name	object	Charred bones
Corpse	尸体 [shi ti]	name	object	Corpse
Catapult	弹射 [tan she]	name	object	Catapult
Broken barrel	枪管破损 [qiang guan po sun]	name	object	Broken barrel
Small fishing net	小渔网 [xiao yu wang]	name	object	Small fishing net
Passage	通道 [tong dao]	name	object	Passage
Cave	洞穴 [dong xue]	name	object	Cave
Cave exit	洞穴出口 [dong xue chu kou]	name	object	Cave exit
Piano	钢琴 [gang qin]	name	object	Piano
Piano stool	钢琴凳 [gang qin deng]	name	object	Piano stool
Grandfather Clock	祖父钟 [zu fu zhong]	name	object	Grandfather Clock
Swamp bubbles	沼泽气泡 [zhao ze qi pao]	name	object	Swamp bubbles
Weather vane	风向标 [feng xiang biao]	name	object	Weather vane
Mirror	镜子 [jing zi]	name	object	Mirror
Bath screen	浴帘 [yu lian]	name	object	Bath screen
Screen	屏幕 [ping mu]	name	object	Screen
Cauldron	釜 [fu]	name	object	Cauldron
Broom	扫帚 [sao zhou]	name	object	Broom
Clothes model	衣服模特 [yi fu mo te]	name	object	Clothes model
Hole	洞 [dong]	name	object	Hole
Animal skull	动物头骨 [dong wu tou gu]	name	object	Animal skull
Big egg	大蛋 [da dan]	name	object	Big egg
Carcass	屠体 [tu ti]	name	object	Carcass
Curved bone	弯骨 [wan gu]	name	object	Curved bone
Large bone	大骨 [da gu]	name	object	Large bone
Bell	钟 [zhong]	name	object	Bell
Bell mechanism	响铃机构 [xiang ling ji gou]	name	object	Bell mechanism
Bell rope	铃绳 [ling sheng]	name	object	Bell rope
Hole in wall	墙上的洞 [qiang shang de dong]	name	object	Hole in wall
Crystal cluster	水晶簇 [shui jing cu]	name	object	Crystal cluster
Fire remains	火遗骸 [huo yi hai]	name	object	Fire remains
Shaking box	摇床 [yao chuang]	name	object	Shaking box
Standing torch	立式火炬 [li shi huo ju]	name	object	Standing torch
Cave web	洞穴网 [dong xue wang]	name	object	Cave web
Web	网络 [wang luo]	name	object	Web
Slashed web	斜线网 [xie xian wang]	name	object	Slashed web
Broken ladder	梯子坏了 [ti zi huai le]	name	object	Broken ladder
Scaffold	脚手架 [jiao shou jia]	name	object	Scaffold
Bamboo Door	竹门 [zhu men]	name	object	Bamboo Door
Loom	织布机 [zhi bu ji]	name	object	Loom
City Gate	城门 [cheng men]	name	object	City Gate
Suit of armour	盔甲套装 [kui jia tao zhuang]	name	object	Suit of armour
Cannon	大炮 [da pao]	name	object	Cannon
Cannonballs	炮弹 [pao dan]	name	object	Cannonballs
Dummy	假的 [jia de]	name	object	Dummy
Wooden defence	木制防御 [mu zhi fang yu]	name	object	Wooden defence
Target	目标 [mu biao]	name	object	Target
Sword cabinet	剑柜 [jian gui]	name	object	Sword cabinet
Bow cabinet	弓柜 [gong gui]	name	object	Bow cabinet
Axe cabinet	斧头柜 [fu tou gui]	name	object	Axe cabinet
Spear wall	矛墙 [mao qiang]	name	object	Spear wall
Standard	标准 [biao zhun]	name	object	Standard
Flagpole	旗杆 [qi gan]	name	object	Flagpole
Totem Pole	图腾柱 [tu teng zhu]	name	object	Totem Pole
Bath pipes	浴缸管 [yu gang guan]	name	object	Bath pipes
Large sewer pipe	大型下水管道 [da xing xia shui guan dao]	name	object	Large sewer pipe
Sink	下沉 [xia chen]	name	object	Sink
Bath	洗澡 [xi zao]	name	object	Bath
Well	出色地 [chu se di]	name	object	Well
Manhole	沙井 [sha jing]	name	object	Manhole
Bar pumps	酒吧泵 [jiu ba beng]	name	object	Bar pumps
Portrait	肖像 [xiao xiang]	name	object	Portrait
Painting	绘画 [hui hua]	name	object	Painting
Landscape	景观 [jing guan]	name	object	Landscape
Star chart	星图 [xing tu]	name	object	Star chart
Cross	叉 [cha]	name	object	Cross
Hanging banner	悬挂横幅 [xuan gua heng fu]	name	object	Hanging banner
Unicorn's head	独角兽的头 [du jiao shou de tou]	name	object	Unicorn's head
Dragon's head	龙头 [long tou]	name	object	Dragon's head
Bull's head	牛头 [niu tou]	name	object	Bull's head
Charms	护身符 [hu shen fu]	name	object	Charms
Magical symbol	神奇的符号 [shen qi de fu hao]	name	object	Magical symbol
Plaque	牌匾 [pai bian]	name	object	Plaque
Eye decoration	眼睛装饰 [yan jing zhuang shi]	name	object	Eye decoration
Glyphs	字形 [zi xing]	name	object	Glyphs
Font	字体 [zi ti]	name	object	Font
Spooky picture	恐怖图片 [kong bu tu pian]	name	object	Spooky picture
Clock face	钟面 [zhong mian]	name	object	Clock face
Bank notice board	银行布告栏 [yin hang bu gao lan]	name	object	Bank notice board
Noticeboard	布告栏 [bu gao lan]	name	object	Noticeboard
Clothes equipment	服装设备 [fu zhuang she bei]	name	object	Clothes equipment
Stuffed swordfish	酿旗鱼 [niang qi yu]	name	object	Stuffed swordfish
Jolly Roger	海盗旗 [hai dao qi]	name	object	Jolly Roger
Hanging wheel	吊轮 [diao lun]	name	object	Hanging wheel
Pirate map	海盗地图 [hai dao di tu]	name	object	Pirate map
Fishing net	鱼网 [yu wang]	name	object	Fishing net
Bow and Arrow	弓箭 [gong jian]	name	object	Bow and Arrow
Arrows	箭头 [jian tou]	name	object	Arrows
Javelin	标枪 [biao qiang]	name	object	Javelin
Studded Leather	镶钉皮革 [xiang ding pi ge]	name	object	Studded Leather
Dragonhide Leather	龙皮皮革 [long pi pi ge]	name	object	Dragonhide Leather
Stile	斯泰尔 [si tai er]	name	object	Stile
Broken Railing	栏杆破损 [lan gan po sun]	name	object	Broken Railing
Shelves	货架 [huo jia]	name	object	Shelves
Cooking shelves	烹饪架 [peng ren jia]	name	object	Cooking shelves
Shelf	架子 [jia zi]	name	object	Shelf
Clothing shelves	服装货架 [fu zhuang huo jia]	name	object	Clothing shelves
Tanning line	鞣制线 [rou zhi xian]	name	object	Tanning line
Vat	增值税 [zeng zhi shui]	name	object	Vat
Mangle	曼格勒 [man ge lei]	name	object	Mangle
Danger sign	危险信号 [wei xian xin hao]	name	object	Danger sign
Signpost	路标 [lu biao]	name	object	Signpost
Sign	符号 [fu hao]	name	object	Sign
Chair	椅子 [yi zi]	name	object	Chair
Smashed chair	椅子被砸坏了 [yi zi bei za huai le]	name	object	Smashed chair
Stool	凳子 [deng zi]	name	object	Stool
Rocking chair	摇椅 [yao yi]	name	object	Rocking chair
Throne	王座 [wang zuo]	name	object	Throne
Barstool	吧凳 [ba deng]	name	object	Barstool
Bench	长椅 [zhang yi]	name	object	Bench
Pew	座位 [zuo wei]	name	object	Pew
Ice Throne	冰王座 [bing wang zuo]	name	object	Ice Throne
Hedge	对冲 [dui chong]	name	object	Hedge
Bush	衬套 [chen tao]	name	object	Bush
Rosebush	玫瑰丛 [mei gui cong]	name	object	Rosebush
Fairy house	童话屋 [tong hua wu]	name	object	Fairy house
Fairy bank	仙女银行 [xian nv yin hang]	name	object	Fairy bank
Fairy market stall	仙女市场摊位 [xian nv shi chang tan wei]	name	object	Fairy market stall
Potted fern	盆栽蕨类植物 [pen zai jue lei zhi wu]	name	object	Potted fern
Potted flower	盆花 [pen hua]	name	object	Potted flower
Potted plant	盆栽植物 [pen zai zhi wu]	name	object	Potted plant
Cabbage	卷心菜 [juan xin cai]	name	object	Cabbage
Bullrushes	芦苇 [lu wei]	name	object	Bullrushes
Mushroom	蘑菇 [mo gu]	name	object	Mushroom
Mushrooms	蘑菇 [mo gu]	name	object	Mushrooms
Fungus	菌 [jun]	name	object	Fungus
Small fern	小蕨类植物 [xiao jue lei zhi wu]	name	object	Small fern
Thistle	蓟 [ji]	name	object	Thistle
Waterlily	睡莲 [shui lian]	name	object	Waterlily
Heather	希瑟 [xi se]	name	object	Heather
Nettles	荨麻 [xun ma]	name	object	Nettles
Creeping plant	匍匐植物 [pu fu zhi wu]	name	object	Creeping plant
Rockery	假山 [jia shan]	name	object	Rockery
Curling plant	冰壶厂 [bing hu chang]	name	object	Curling plant
Flower	花 [hua]	name	object	Flower
Daisies	雏菊 [chu ju]	name	object	Daisies
Sunflower	向日葵 [xiang ri kui]	name	object	Sunflower
Sunflowers	向日葵 [xiang ri kui]	name	object	Sunflowers
Flowers	花朵 [hua duo]	name	object	Flowers
Tulips	郁金香 [yu jin xiang]	name	object	Tulips
Flowerbed	花坛 [hua tan]	name	object	Flowerbed
Jungle flower	丛林花 [cong lin hua]	name	object	Jungle flower
Orchid	兰花 [lan hua]	name	object	Orchid
Jungle plant	丛林植物 [cong lin zhi wu]	name	object	Jungle plant
Tree	树 [shu]	name	object	Tree
Cage door	笼门 [long men]	name	object	Cage door
Dead tree	死树 [si shu]	name	object	Dead tree
Dramen tree	龙树 [long shu]	name	object	Dramen tree
Fallen tree	倒下的树 [dao xia de shu]	name	object	Fallen tree
Fern	蕨类 [jue lei]	name	object	Fern
Leafy tree	绿叶树 [lv ye shu]	name	object	Leafy tree
Palm	棕榈 [zong lv]	name	object	Palm
Plant	植物 [zhi wu]	name	object	Plant
Evergreen tree	常绿树 [chang lv shu]	name	object	Evergreen tree
Mossy branch	长满青苔的树枝 [zhang man qing tai de shu zhi]	name	object	Mossy branch
Hollow tree	空心树 [kong xin shu]	name	object	Hollow tree
Roots	根源 [gen yuan]	name	object	Roots
Tropical tree	热带树 [re dai shu]	name	object	Tropical tree
Tropical leaves	热带树叶 [re dai shu ye]	name	object	Tropical leaves
Hollow log	空心原木 [kong xin yuan mu]	name	object	Hollow log
Tree stump	树桩 [shu zhuang]	name	object	Tree stump
Fly trap	捕蝇器 [bu ying qi]	name	object	Fly trap
Cactus	仙人掌 [xian ren zhang]	name	object	Cactus
Whipping Plant	搅打装置 [jiao da zhuang zhi]	name	object	Whipping Plant
Pineapple Plant	菠萝厂 [bo luo chang]	name	object	Pineapple Plant
Boarded-up door	门被木板封住 [men bei mu ban feng zhu]	name	object	Boarded-up door
Doors	门 [men]	name	object	Doors
Doorway	门口 [men kou]	name	object	Doorway
Timber	木材 [mu cai]	name	object	Timber
Bricks	砖块 [zhuan kuai]	name	object	Bricks
Odd looking wall	奇怪的墙 [qi guai de qiang]	name	object	Odd looking wall
Dungeon door	地牢门 [di lao men]	name	object	Dungeon door
Magic guild door	魔法公会门 [mo fa gong hui men]	name	object	Magic guild door
Skull slope	骷髅坡 [ku lou po]	name	object	Skull slope
Grapevine	葡萄藤 [pu tao teng]	name	object	Grapevine
Glass door	玻璃门 [bo li men]	name	object	Glass door
Leaflets	传单 [chuan dan]	name	object	Leaflets
Millstones	磨石 [mo shi]	name	object	Millstones
Sails	帆 [fan]	name	object	Sails
Flour bin	面粉箱 [mian fen xiang]	name	object	Flour bin
Waterfall rocks	瀑布岩石 [pu bu yan shi]	name	object	Waterfall rocks
Sliced web	切片网 [qie pian wang]	name	object	Sliced web
Bandage table	绷带表 [beng dai biao]	name	object	Bandage table
Bay window	凸窗 [tu chuang]	name	object	Bay window
Timber defence	木材防御 [mu cai fang yu]	name	object	Timber defence
Altar slab	祭坛板 [ji tan ban]	name	object	Altar slab
Candlestick holder	烛台架 [zhu tai jia]	name	object	Candlestick holder
Tower	塔 [ta]	name	object	Tower
Crumbling wall	摇摇欲坠的墙 [yao yao yu zhui de qiang]	name	object	Crumbling wall
Tree Door	树门 [shu men]	name	object	Tree Door
Root	根 [gen]	name	object	Root
Log raft	原木筏 [yuan mu fa]	name	object	Log raft
Broken log raft	破损的木筏 [po sun de mu fa]	name	object	Broken log raft
Glarial's Tombstone	格拉瑞尔的墓碑 [ge la rui er de mu bei]	name	object	Glarial's Tombstone
Glarial's Tomb	格拉里尔之墓 [ge la li er zhi mu]	name	object	Glarial's Tomb
Rock	岩石 [yan shi]	name	object	Rock
Rope	绳索 [sheng suo]	name	object	Rope
Statue of Glarial	格拉瑞尔雕像 [ge la rui er diao xiang]	name	object	Statue of Glarial
Ledge	壁架 [bi jia]	name	object	Ledge
Chalice	圣杯 [sheng bei]	name	object	Chalice
Whirlpool	漩涡 [xuan wo]	name	object	Whirlpool
Dead Tree	死树 [si shu]	name	object	Dead Tree
Achey Tree	阿奇树 [a qi shu]	name	object	Achey Tree
Box trap	盒子陷阱 [he zi xian jing]	name	object	Box trap
Furnace	炉 [lu]	name	object	Furnace
Anvil	砧 [zhen]	name	object	Anvil
Bedroom door	卧室门 [wo shi men]	name	object	Bedroom door
Trough	槽 [cao]	name	object	Trough
Rope Ladder	绳梯 [sheng ti]	name	object	Rope Ladder
Fence	栅栏 [zha lan]	name	object	Fence
Banana tree	香蕉树 [xiang jiao shu]	name	object	Banana tree
Gold	金子 [jin zi]	name	object	Gold
Blacksmith's tools	铁匠的工具 [tie jiang de gong ju]	name	object	Blacksmith's tools
Archway	拱道 [gong dao]	name	object	Archway
Staircase	楼梯 [lou ti]	name	object	Staircase
Old wall	老墙 [lao qiang]	name	object	Old wall
Safe	安全的 [an quan de]	name	object	Safe
Tunnel	隧道 [sui dao]	name	object	Tunnel
Cauldron of Thunder	雷霆大锅 [lei ting da guo]	name	object	Cauldron of Thunder
Prison door	监狱门 [jian yu men]	name	object	Prison door
Trellis	格子 [ge zi]	name	object	Trellis
Obelisk of Earth	地球方尖碑 [di qiu fang jian bei]	name	object	Obelisk of Earth
Obelisk of Water	水方尖碑 [shui fang jian bei]	name	object	Obelisk of Water
Obelisk of Air	空气方尖碑 [kong qi fang jian bei]	name	object	Obelisk of Air
Obelisk of Fire	火焰方尖碑 [huo yan fang jian bei]	name	object	Obelisk of Fire
Wizards' Tower Portal	巫师之塔传送门 [wu shi zhi ta chuan song men]	name	object	Wizards' Tower Portal
Dark Wizards' Tower Portal	黑巫师之塔传送门 [hei wu shi zhi ta chuan song men]	name	object	Dark Wizards' Tower Portal
Sorcerer's Tower Portal	魔法塔传送门 [mo fa ta chuan song men]	name	object	Sorcerer's Tower Portal
Heap of bricks	一堆砖头 [yi dui zhuan tou]	name	object	Heap of bricks
Trawler net	拖网渔船 [tuo wang yu chuan]	name	object	Trawler net
Ballista	弩炮 [nu pao]	name	object	Ballista
Crumbled wall	破碎的墙壁 [po sui de qiang bi]	name	object	Crumbled wall
Bellows	波纹管 [bo wen guan]	name	object	Bellows
Metal pieces	金属件 [jin shu jian]	name	object	Metal pieces
Kitchen gate	厨房门 [chu fang men]	name	object	Kitchen gate
Telescope	望远镜 [wang yuan jing]	name	object	Telescope
Grave of Scorpius	天蝎座之墓 [tian xie zuo zhi mu]	name	object	Grave of Scorpius
Mound of earth	土堆 [tu dui]	name	object	Mound of earth
Fissure	裂缝 [lie feng]	name	object	Fissure
Cave in	塌陷 [ta xian]	name	object	Cave in
Strange looking stone	长相奇怪的石头 [zhang xiang qi guai de shi tou]	name	object	Strange looking stone
Loose rocks	松散的岩石 [song san de yan shi]	name	object	Loose rocks
Old sacks	旧麻袋 [jiu ma dai]	name	object	Old sacks
Ancient gallows	古代绞刑架 [gu dai jiao xing jia]	name	object	Ancient gallows
Smashed table	砸桌子 [za zhuo zi]	name	object	Smashed table
Crude raft	原油筏 [yuan you fa]	name	object	Crude raft
Tribal Statue	部落雕像 [bu luo diao xiang]	name	object	Tribal Statue
Travel cart	旅行车 [lv xing che]	name	object	Travel cart
Well stacked rocks	岩石堆砌得很好 [yan shi dui qi de hen hao]	name	object	Well stacked rocks
Tomb dolmen	支石墓 [zhi shi mu]	name	object	Tomb dolmen
Climbing rocks	攀岩 [pan yan]	name	object	Climbing rocks
Palm tree	棕榈树 [zong lv shu]	name	object	Palm tree
Carved doors	雕花门 [diao hua men]	name	object	Carved doors
Tomb exit	墓出口 [mu chu kou]	name	object	Tomb exit
Tomb doors	墓门 [mu men]	name	object	Tomb doors
Ancient metal gate	古老的金属门 [gu lao de jin shu men]	name	object	Ancient metal gate
Metal gate	金属门 [jin shu men]	name	object	Metal gate
Wooden gate	木门 [mu men]	name	object	Wooden gate
Chimney	烟囱 [yan cong]	name	object	Chimney
Lathe	车床 [che chuang]	name	object	Lathe
Drill	钻头 [zuan tou]	name	object	Drill
Hearth	炉 [lu]	name	object	Hearth
Mould	模具 [mu ju]	name	object	Mould
Poster	海报 [hai bao]	name	object	Poster
Scuttle	斯卡特尔 [si ka te er]	name	object	Scuttle
Pokers	扑克牌 [pu ke pai]	name	object	Pokers
Bar	酒吧 [jiu ba]	name	object	Bar
Sturdy door	坚固的门 [jian gu de men]	name	object	Sturdy door
Grill	炙烤 [zhi kao]	name	object	Grill
Brick	砖 [zhuan]	name	object	Brick
Panning point	摇摄点 [yao she dian]	name	object	Panning point
Specimen tray	标本托盘 [biao ben tuo pan]	name	object	Specimen tray
Soil	土壤 [tu rang]	name	object	Soil
Campsite bed	露营地床 [lu ying di chuang]	name	object	Campsite bed
Gnome goal	侏儒目标 [zhu ru mu biao]	name	object	Gnome goal
Magic door	魔法门 [mo fa men]	name	object	Magic door
Pillar	支柱 [zhi zhu]	name	object	Pillar
Daconia rocks	达科尼亚岩石 [da ke ni ya yan shi]	name	object	Daconia rocks
Wine rack	酒架 [jiu jia]	name	object	Wine rack
Ornate candle	华丽的蜡烛 [hua li de la zhu]	name	object	Ornate candle
Hopper controls	料斗控制 [liao dou kong zhi]	name	object	Hopper controls
Spray	喷 [pen]	name	object	Spray
Lantern	灯笼 [deng long]	name	object	Lantern
Hanger	衣架 [yi jia]	name	object	Hanger
Sewing machine	缝纫机 [feng ren ji]	name	object	Sewing machine
Clothes	衣服 [yi fu]	name	object	Clothes
Cloth	布 [bu]	name	object	Cloth
Oil lamp	油灯 [you deng]	name	object	Oil lamp
Fabric	织物 [zhi wu]	name	object	Fabric
Row boat	划艇 [hua ting]	name	object	Row boat
Loose panel	面板松动 [mian ban song dong]	name	object	Loose panel
Crates	板条箱 [ban tiao xiang]	name	object	Crates
Crane	起重机 [qi zhong ji]	name	object	Crane
Spooky stairs	怪异的楼梯 [guai yi de lou ti]	name	object	Spooky stairs
Sewer pipe	下水道管 [xia shui dao guan]	name	object	Sewer pipe
Pipe	管道 [guan dao]	name	object	Pipe
Manhole cover	井盖 [jing gai]	name	object	Manhole cover
Bronze pickaxe	青铜镐 [qing tong gao]	name	object	Bronze pickaxe
Mill	磨 [mo]	name	object	Mill
Marshy jungle vine	沼泽丛林藤蔓 [zhao ze cong lin teng wan]	name	object	Marshy jungle vine
Scorched earth	焦土 [jiao tu]	name	object	Scorched earth
Fungus covered Cavern wall	真菌覆盖的洞穴墙壁 [zhen jun fu gai de dong xue qiang bi]	name	object	Fungus covered Cavern wall
Hand holds	手握 [shou wo]	name	object	Hand holds
Hopper	料斗 [liao dou]	name	object	Hopper
