english	translation	category	sub_category	source
Black demon	黑恶魔 [hei e mo]	name	npc	Black demon
Baby blue dragon	宝贝蓝龙 [bao bei lan long]	name	npc	Baby blue dragon
Red dragon	红龙 [hong long]	name	npc	Red dragon
Black dragon	黑龙 [hei long]	name	npc	Black dragon
Green dragon	绿龙 [lv long]	name	npc	Green dragon
Blue dragon	蓝龙 [lan long]	name	npc	Blue dragon
Bronze dragon	青铜龙 [qing tong long]	name	npc	Bronze dragon
Iron dragon	铁龙 [tie long]	name	npc	Iron dragon
Town Crier	城市公告员 [cheng shi gong gao yuan]	name	npc	Town Crier
Gull	鸥 [ou]	name	npc	Gull
Cormorant	鸬鹚 [lu ci]	name	npc	Cormorant
Pelican	鹈 [ti]	name	npc	Pelican
Ghoul	食尸鬼 [shi shi gui]	name	npc	Ghoul
Dwarf	矮人 [ai ren]	name	npc	Dwarf
Chaos dwarf	混沌矮人 [hun dun ai ren]	name	npc	Chaos dwarf
Adventurer Jon	冒险家乔恩 [mao xian jia qiao en]	name	npc	Adventurer Jon
Thordur	索尔杜尔 [suo er du er]	name	npc	Thordur
Gunthor the brave	勇敢的冈索尔 [yong gan de gang suo er]	name	npc	Gunthor the brave
Jailer	狱卒 [yu zu]	name	npc	Jailer
Black Heather	黑希瑟 [hei xi se]	name	npc	Black Heather
Donny the lad	唐尼小伙子 [tang ni xiao huo zi]	name	npc	Donny the lad
Speedy Keith	斯皮迪·基思 [si pi di · ji si]	name	npc	Speedy Keith
Salarin the twisted	扭曲的萨拉林 [niu qu de sa la lin]	name	npc	Salarin the twisted
Jennifer	詹妮弗 [zhan ni fu]	name	npc	Jennifer
Lumbridge Guide	伦布里奇指南 [lun bu li qi zhi nan]	name	npc	Lumbridge Guide
Dr Jekyll	杰基尔博士 [jie ji er bo shi]	name	npc	Dr Jekyll
Emblem Trader	徽商 [hui shang]	name	npc	Emblem Trader
Reacher	雷彻 [lei che]	name	npc	Reacher
Ayesha	阿耶莎 [a ye sha]	name	npc	Ayesha
Ironman tutor	铁人导师 [tie ren dao shi]	name	npc	Ironman tutor
Frog	青蛙 [qing wa]	name	npc	Frog
Leagues Tutor	联赛导师 [lian sai dao shi]	name	npc	Leagues Tutor
Dark core	黑暗核心 [hei an he xin]	name	npc	Dark core
Corporeal Beast	实体野兽 [shi ti ye shou]	name	npc	Corporeal Beast
Dark energy core	暗能量核心 [an neng liang he xin]	name	npc	Dark energy core
Mime	哑剧 [ya ju]	name	npc	Mime
Drunken Dwarf	醉酒矮人 [zui jiu ai ren]	name	npc	Drunken Dwarf
Strange plant	奇怪的植物 [qi guai de zhi wu]	name	npc	Strange plant
Genie	精灵 [jing ling]	name	npc	Genie
Swarm	蜂群 [feng qun]	name	npc	Swarm
Strange watcher	奇怪的观察者 [qi guai de guan cha zhe]	name	npc	Strange watcher
Sergeant Damien	达米安中士 [da mi an zhong shi]	name	npc	Sergeant Damien
Suspect	怀疑 [huai yi]	name	npc	Suspect
Molly	莫莉 [mo li]	name	npc	Molly
Prison Pete	监狱皮特 [jian yu pi te]	name	npc	Prison Pete
Balloon Animal	气球动物 [qi qiu dong wu]	name	npc	Balloon Animal
Freaky Forester	怪异森林人 [guai yi sen lin ren]	name	npc	Freaky Forester
Pheasant	野鸡 [ye ji]	name	npc	Pheasant
Rick Turpentine	里克·松节油 [li ke · song jie you]	name	npc	Rick Turpentine
Phosani's Nightmare	福萨尼的噩梦 [fu sa ni de e meng]	name	npc	Phosani's Nightmare
The Nightmare	噩梦 [e meng]	name	npc	The Nightmare
Quiz Master	测验大师 [ce yan da shi]	name	npc	Quiz Master
Pillory Guard	颈肩手枷卫兵 [jing jian shou jia wei bing]	name	npc	Pillory Guard
Tramp	流浪汉 [liu lang han]	name	npc	Tramp
Man	男人 [nan ren]	name	npc	Man
Avan	阿文 [a wen]	name	npc	Avan
Dark Core	黑暗核心 [hei an he xin]	name	npc	Dark Core
Evil Bob	邪恶的鲍勃 [xie e de bao bo]	name	npc	Evil Bob
Trotters	猪蹄 [zhu ti]	name	npc	Trotters
Servant	仆人 [pu ren]	name	npc	Servant
Rod Fishing spot	竿钓点 [gan diao dian]	name	npc	Rod Fishing spot
Cat	猫 [mao]	name	npc	Cat
Jon	乔恩 [qiao en]	name	npc	Jon
Guard	警卫 [jing wei]	name	npc	Guard
Vannaka	瓦纳卡 [wa na ka]	name	npc	Vannaka
Chaeldar	查尔达尔 [cha er da er]	name	npc	Chaeldar
Cave crawler	洞穴爬行者 [dong xue pa xing zhe]	name	npc	Cave crawler
Kurask	库拉斯克 [ku la si ke]	name	npc	Kurask
Gargoyle	石像鬼 [shi xiang gui]	name	npc	Gargoyle
Banshee	女妖 [nv yao]	name	npc	Banshee
Abyssal demon	深渊恶魔 [shen yuan e mo]	name	npc	Abyssal demon
Basilisk	蛇怪 [she guai]	name	npc	Basilisk
Cockatrice	怪蛇 [guai she]	name	npc	Cockatrice
Rockslug	岩蛞蝓 [yan kuo yu]	name	npc	Rockslug
Dust devil	尘魔 [chen mo]	name	npc	Dust devil
Skotos	斯科托斯 [si ke tuo si]	name	npc	Skotos
Turoth	图罗斯 [tu luo si]	name	npc	Turoth
Pyrefiend	焚魔 [fen mo]	name	npc	Pyrefiend
Jelly	果冻 [guo dong]	name	npc	Jelly
Infernal Mage	地狱法师 [di yu fa shi]	name	npc	Infernal Mage
Crawling Hand	爬行手 [pa xing shou]	name	npc	Crawling Hand
Lizard	蜥蜴 [xi yi]	name	npc	Lizard
Desert Lizard	沙漠蜥蜴 [sha mo xi yi]	name	npc	Desert Lizard
Small Lizard	小蜥蜴 [xiao xi yi]	name	npc	Small Lizard
Harpie Bug Swarm	鹰身女妖虫群 [ying shen nv yao chong qun]	name	npc	Harpie Bug Swarm
Skeletal Wyvern	骷髅飞龙 [ku lou fei long]	name	npc	Skeletal Wyvern
Killerwatt	基勒瓦特 [ji lei wa te]	name	npc	Killerwatt
Hole in the wall	墙上的洞 [qiang shang de dong]	name	npc	Hole in the wall
Wall beast	墙兽 [qiang shou]	name	npc	Wall beast
Giant frog	巨型青蛙 [ju xing qing wa]	name	npc	Giant frog
Big frog	大青蛙 [da qing wa]	name	npc	Big frog
Cave slime	洞穴史莱姆 [dong xue shi lai mu]	name	npc	Cave slime
Cave bug	洞穴虫子 [dong xue chong zi]	name	npc	Cave bug
Cave bug larva	洞蝽幼虫 [dong chun you chong]	name	npc	Cave bug larva
Bloodveld	血域 [xue yu]	name	npc	Bloodveld
Storm Cloud	风暴云 [feng bao yun]	name	npc	Storm Cloud
Entomologist	昆虫学家 [kun chong xue jia]	name	npc	Entomologist
Cave kraken	洞穴海怪 [dong xue hai guai]	name	npc	Cave kraken
Whirlpool	漩涡 [xuan wo]	name	npc	Whirlpool
Kraken	克拉肯 [ke la ken]	name	npc	Kraken
Venenatis spiderling	文纳提斯小蜘蛛 [wen na ti si xiao zhi zhu]	name	npc	Venenatis spiderling
Callisto cub	木卫四幼崽 [mu wei si you zai]	name	npc	Callisto cub
Smoke devil	烟魔 [yan mo]	name	npc	Smoke devil
Thermonuclear smoke devil	热核烟雾恶魔 [re he yan wu e mo]	name	npc	Thermonuclear smoke devil
Olivia	奥利维亚 [ao li wei ya]	name	npc	Olivia
Sarah	莎拉 [sha la]	name	npc	Sarah
Vanessa	凡妮莎 [fan ni sha]	name	npc	Vanessa
Richard	理查德 [li cha de]	name	npc	Richard
Alice	爱丽丝 [ai li si]	name	npc	Alice
Soulless	无魂 [wu hun]	name	npc	Soulless
Death wing	死亡之翼 [si wang zhi yi]	name	npc	Death wing
Dark wizard	黑暗巫师 [hei an wu shi]	name	npc	Dark wizard
Invrigar the Necromancer	死灵法师因夫里加 [si ling fa shi yin fu li jia]	name	npc	Invrigar the Necromancer
Mugger	抢劫者 [qiang jie zhe]	name	npc	Mugger
Witch	巫婆 [wu po]	name	npc	Witch
Black Knight	黑骑士 [hei qi shi]	name	npc	Black Knight
Highwayman	拦路强盗 [lan lu qiang dao]	name	npc	Highwayman
Chaos druid	混沌德鲁伊 [hun dun de lu yi]	name	npc	Chaos druid
Pirate	海盗 [hai dao]	name	npc	Pirate
Thug	暴徒 [bao tu]	name	npc	Thug
Rogue	流氓 [liu mang]	name	npc	Rogue
Monk of Zamorak	萨莫拉克僧侣 [sa mo la ke seng lv]	name	npc	Monk of Zamorak
Tribesman	部落人 [bu luo ren]	name	npc	Tribesman
Dark warrior	黑暗战士 [hei an zhan shi]	name	npc	Dark warrior
Chaos druid warrior	混沌德鲁伊战士 [hun dun de lu yi zhan shi]	name	npc	Chaos druid warrior
Fungi	真菌 [zhen jun]	name	npc	Fungi
Zygomite	接合石 [jie he shi]	name	npc	Zygomite
Elfinlocks	精灵锁 [jing ling suo]	name	npc	Elfinlocks
Clockwork cat	发条猫 [fa tiao mao]	name	npc	Clockwork cat
Monk	僧 [seng]	name	npc	Monk
Rufus	鲁弗斯 [lu fu si]	name	npc	Rufus
Mi-Gor	米戈尔 [mi ge er]	name	npc	Mi-Gor
Puffin	海雀 [hai que]	name	npc	Puffin
Brother Tranquility	宁静兄弟 [ning jing xiong di]	name	npc	Brother Tranquility
Zombie monk	僵尸和尚 [jiang shi he shang]	name	npc	Zombie monk
Sorebones	索雷博内斯 [suo lei bo nei si]	name	npc	Sorebones
Zombie pirate	僵尸海盗 [jiang shi hai dao]	name	npc	Zombie pirate
Barrelchest	桶箱 [tong xiang]	name	npc	Barrelchest
Pirate Pete	海盗皮特 [hai dao pi te]	name	npc	Pirate Pete
Captain Braindeath	脑死亡队长 [nao si wang dui zhang]	name	npc	Captain Braindeath
50% Luke	50% 卢克 [50%  lu ke]	name	npc	50% Luke
Davey	戴维 [dai wei]	name	npc	Davey
Captain Donnie	唐尼船长 [tang ni chuan zhang]	name	npc	Captain Donnie
Zombie protester	僵尸抗议者 [jiang shi kang yi zhe]	name	npc	Zombie protester
Zombie swab	僵尸拭子 [jiang shi shi zi]	name	npc	Zombie swab
Evil spirit	邪灵 [xie ling]	name	npc	Evil spirit
Fever spider	发烧蜘蛛 [fa shao zhi zhu]	name	npc	Fever spider
Brewer	布鲁尔 [bu lu er]	name	npc	Brewer
Fishing spot	钓鱼点 [diao yu dian]	name	npc	Fishing spot
Karamthulhu	卡拉姆苏鲁 [ka la mu su lu]	name	npc	Karamthulhu
Tyras guard	泰拉斯守卫 [tai la si shou wei]	name	npc	Tyras guard
Ug	乌格 [wu ge]	name	npc	Ug
Aga	阿加 [a jia]	name	npc	Aga
Arrg	安排 [an pai]	name	npc	Arrg
Ice wolf	冰狼 [bing lang]	name	npc	Ice wolf
Ice Troll	冰巨魔 [bing ju mo]	name	npc	Ice Troll
Goblin	哥布林 [ge bu lin]	name	npc	Goblin
General Bentnoze	本特诺兹将军 [ben te nuo zi jiang jun]	name	npc	General Bentnoze
General Wartface	疣脸将军 [you lian jiang jun]	name	npc	General Wartface
Grubfoot	蛴螬 [qi cao]	name	npc	Grubfoot
Rasolo	拉索洛 [la suo luo]	name	npc	Rasolo
Giant skeleton	巨型骷髅 [ju xing ku lou]	name	npc	Giant skeleton
Damis	达米斯 [da mi si]	name	npc	Damis
Stranger	陌生人 [mo sheng ren]	name	npc	Stranger
Malak	马拉克 [ma la ke]	name	npc	Malak
Bartender	调酒师 [diao jiu shi]	name	npc	Bartender
Eblis	埃布利斯 [ai bu li si]	name	npc	Eblis
Bandit	土匪 [tu fei]	name	npc	Bandit
Troll child	巨魔小孩 [ju mo xiao hai]	name	npc	Troll child
Ice troll	冰巨魔 [bing ju mo]	name	npc	Ice troll
Ice block	冰块 [bing kuai]	name	npc	Ice block
Troll father	巨魔父亲 [ju mo fu qin]	name	npc	Troll father
Troll mother	巨魔妈妈 [ju mo ma ma]	name	npc	Troll mother
Mummy	木乃伊 [mu nai yi]	name	npc	Mummy
Mummy ashes	木乃伊骨灰 [mu nai yi gu hui]	name	npc	Mummy ashes
Scarabs	圣甲虫 [sheng jia chong]	name	npc	Scarabs
Azzanadra	阿扎纳德拉 [a zha na de la]	name	npc	Azzanadra
Sheep	羊 [yang]	name	npc	Sheep
Fred the Farmer	农夫弗雷德 [nong fu fu lei de]	name	npc	Fred the Farmer
Bandit Leader	强盗首领 [qiang dao shou ling]	name	npc	Bandit Leader
Bandit champion	强盗冠军 [qiang dao guan jun]	name	npc	Bandit champion
Cowardly Bandit	胆怯的强盗 [dan qie de qiang dao]	name	npc	Cowardly Bandit
My Arm	我的手臂 [wo de shou bi]	name	npc	My Arm
Adventurer	冒险家 [mao xian jia]	name	npc	Adventurer
Captain Barnaby	巴纳比船长 [ba na bi chuan zhang]	name	npc	Captain Barnaby
Murcaily	默凯利 [mo kai li]	name	npc	Murcaily
Jagbakoba	贾格巴科巴 [jia ge ba ke ba]	name	npc	Jagbakoba
Flies	苍蝇 [cang ying]	name	npc	Flies
Unnamed troll child	无名的巨魔孩子 [wu ming de ju mo hai zi]	name	npc	Unnamed troll child
Drunken Dwarf's Leg	醉酒矮人的腿 [zui jiu ai ren de tui]	name	npc	Drunken Dwarf's Leg
Baby Roc	洛克宝宝 [luo ke bao bao]	name	npc	Baby Roc
Giant Roc	巨鹏 [ju peng]	name	npc	Giant Roc
Shadow	阴影 [yin ying]	name	npc	Shadow
Queen Sigrid	西格丽德王后 [xi ge li de wang hou]	name	npc	Queen Sigrid
Banker	银行家 [yin hang jia]	name	npc	Banker
Arnor	阿尔诺 [a er nuo]	name	npc	Arnor
Haming	哈明 [ha ming]	name	npc	Haming
Moldof	莫尔多夫 [mo er duo fu]	name	npc	Moldof
Helga	赫尔加 [he er jia]	name	npc	Helga
Matilda	玛蒂尔达 [ma di er da]	name	npc	Matilda
Ashild	阿希尔德 [a xi er de]	name	npc	Ashild
Skraeling	斯克雷林 [si ke lei lin]	name	npc	Skraeling
Fishmonger	鱼贩 [yu fan]	name	npc	Fishmonger
Greengrocer	蔬菜水果商 [shu cai shui guo shang]	name	npc	Greengrocer
Ethereal Being	空灵存在 [kong ling cun zai]	name	npc	Ethereal Being
Ethereal Numerator	空灵分子 [kong ling fen zi]	name	npc	Ethereal Numerator
Ethereal Expert	空灵专家 [kong ling zhuan jia]	name	npc	Ethereal Expert
Ethereal Perceptive	空灵的感知 [kong ling de gan zhi]	name	npc	Ethereal Perceptive
Ethereal Guide	空灵指南 [kong ling zhi nan]	name	npc	Ethereal Guide
Ethereal Fluke	空灵的福禄克 [kong ling de fu lu ke]	name	npc	Ethereal Fluke
Ethereal Mimic	空灵模仿者 [kong ling mo fang zhe]	name	npc	Ethereal Mimic
Me	我 [wo]	name	npc	Me
Suqah	苏卡 [su ka]	name	npc	Suqah
Scarab Mage	圣甲虫法师 [sheng jia chong fa shi]	name	npc	Scarab Mage
Locust rider	蝗虫骑士 [huang chong qi shi]	name	npc	Locust rider
Giant Scarab	巨型圣甲虫 [ju xing sheng jia chong]	name	npc	Giant Scarab
Olaf the Bard	吟游诗人奥拉夫 [yin you shi ren ao la fu]	name	npc	Olaf the Bard
Lalli	拉利 [la li]	name	npc	Lalli
Golden sheep	金羊 [jin yang]	name	npc	Golden sheep
Fossegrimen	福斯格里门 [fu si ge li men]	name	npc	Fossegrimen
Ospak	奥斯帕克 [ao si pa ke]	name	npc	Ospak
Styrmir	斯蒂尔米尔 [si di er mi er]	name	npc	Styrmir
Torbrund	托布伦德 [tuo bu lun de]	name	npc	Torbrund
Fridgeir	冰箱 [bing xiang]	name	npc	Fridgeir
Longhall Bouncer	长厅保镖 [zhang ting bao biao]	name	npc	Longhall Bouncer
Guildmaster	公会长 [gong hui zhang]	name	npc	Guildmaster
Duke Horacio	奥拉西奥公爵 [ao la xi ao gong jue]	name	npc	Duke Horacio
Elvarg	埃尔瓦格 [ai er wa ge]	name	npc	Elvarg
Klarense	克拉伦斯 [ke la lun si]	name	npc	Klarense
Wormbrain	虫脑 [chong nao]	name	npc	Wormbrain
Oracle	甲骨文 [jia gu wen]	name	npc	Oracle
Oziach	奥齐阿赫 [ao qi a he]	name	npc	Oziach
Melzar the Mad	疯狂的梅尔扎 [feng kuang de mei er zha]	name	npc	Melzar the Mad
Captain Ned	内德船长 [nei de chuan zhang]	name	npc	Captain Ned
Cabin boy Jenkins	机舱男孩詹金斯 [ji cang nan hai zhan jin si]	name	npc	Cabin boy Jenkins
Larry	拉里 [la li]	name	npc	Larry
Penguin	企鹅 [qi e]	name	npc	Penguin
KGP Guard	KGP守卫 [KGP shou wei]	name	npc	KGP Guard
Pescaling Pax	缩放 Pax [suo fang  Pax]	name	npc	Pescaling Pax
Ping	平 [ping]	name	npc	Ping
Pong	乒乓球 [ping pang qiu]	name	npc	Pong
KGP Agent	KGP代理 [KGP dai li]	name	npc	KGP Agent
Noodle	面条 [mian tiao]	name	npc	Noodle
Penguin suit	企鹅套装 [qi e tao zhuang]	name	npc	Penguin suit
Agility Instructor	敏捷教练 [min jie jiao lian]	name	npc	Agility Instructor
Army Commander	陆军司令 [lu jun si ling]	name	npc	Army Commander
Icelord	冰领主 [bing ling zhu]	name	npc	Icelord
Crusher	破碎机 [po sui ji]	name	npc	Crusher
Grish	格里什 [ge li shen]	name	npc	Grish
Uglug Nar	乌格鲁格·纳尔 [wu ge lu ge · na er]	name	npc	Uglug Nar
Pilg	皮尔格 [pi er ge]	name	npc	Pilg
Grug	格鲁格 [ge lu ge]	name	npc	Grug
Ogre guard	食人魔守卫 [shi ren mo shou wei]	name	npc	Ogre guard
Zogre	佐格雷 [zuo ge lei]	name	npc	Zogre
Skogre	斯科格雷 [si ke ge lei]	name	npc	Skogre
Zavistic Rarve	扎维斯蒂克·拉维 [zha wei si di ke · la wei]	name	npc	Zavistic Rarve
Slash Bash	猛击 [meng ji]	name	npc	Slash Bash
Sithik Ints	西提克积分 [xi ti ke ji fen]	name	npc	Sithik Ints
Gargh	加尔格 [jia er ge]	name	npc	Gargh
Scarg	斯卡格 [si ka ge]	name	npc	Scarg
Gruh	格鲁赫 [ge lu he]	name	npc	Gruh
Irwin Feaselbaum	欧文·费塞尔鲍姆 [ou wen · fei sai er bao mu]	name	npc	Irwin Feaselbaum
Moss Guardian	苔藓守护者 [tai xian shou hu zhe]	name	npc	Moss Guardian
Golrie	戈尔里 [ge er li]	name	npc	Golrie
Father Reen	雷恩神父 [lei en shen fu]	name	npc	Father Reen
Father Badden	巴登神父 [ba deng shen fu]	name	npc	Father Badden
Denath	德纳斯 [de na si]	name	npc	Denath
Eric	埃里克 [ai li ke]	name	npc	Eric
Evil Dave	邪恶的戴夫 [xie e de dai fu]	name	npc	Evil Dave
Matthew	马修 [ma xiu]	name	npc	Matthew
Tanya	坦尼娅 [tan ni ya]	name	npc	Tanya
Patrick	帕特里克 [pa te li ke]	name	npc	Patrick
Agrith Naar	阿格里斯·纳尔 [a ge li si · na er]	name	npc	Agrith Naar
Sand storm	沙尘暴 [sha chen bao]	name	npc	Sand storm
Clay golem	粘土傀儡 [nian tu kui lei]	name	npc	Clay golem
Donie	多尼 [duo ni]	name	npc	Donie
Restless ghost	不安分的幽灵 [bu an fen de you ling]	name	npc	Restless ghost
Father Urhney	厄尼神父 [e ni shen fu]	name	npc	Father Urhney
Rock	岩石 [yan shi]	name	npc	Rock
Stick	戳 [chuo]	name	npc	Stick
Pee Hat	撒尿帽 [sa niao mao]	name	npc	Pee Hat
Kraka	克拉卡 [ke la ka]	name	npc	Kraka
Dung	粪 [fen]	name	npc	Dung
Ash	灰 [hui]	name	npc	Ash
Thrower Troll	投掷巨魔 [tou zhi ju mo]	name	npc	Thrower Troll
Mountain troll	山地巨魔 [shan di ju mo]	name	npc	Mountain troll
Filliman Tarlock	菲利曼·塔洛克 [fei li man · ta luo ke]	name	npc	Filliman Tarlock
Nature Spirit	自然精神 [zi ran jing shen]	name	npc	Nature Spirit
Ghast	恶魂 [e hun]	name	npc	Ghast
Ulizius	乌利齐乌斯 [wu li qi wu si]	name	npc	Ulizius
Klenter	克伦特 [ke lun te]	name	npc	Klenter
Weird Old Man	奇怪的老人 [qi guai de lao ren]	name	npc	Weird Old Man
Kalphite Worker	卡菲特工人 [ka fei te gong ren]	name	npc	Kalphite Worker
Kalphite Guardian	卡菲特守护者 [ka fei te shou hu zhe]	name	npc	Kalphite Guardian
Hellpuppy	地狱小狗 [di yu xiao gou]	name	npc	Hellpuppy
Kalphite Larva	铁铜矿幼虫 [tie tong kuang you chong]	name	npc	Kalphite Larva
Anna	安娜 [an na]	name	npc	Anna
David	大卫 [da wei]	name	npc	David
Dagannoth mother	达甘诺斯的母亲 [da gan nuo si de mu qin]	name	npc	Dagannoth mother
Veliaf Hurtz	韦利亚夫·赫尔茨 [wei li ya fu · he er ci]	name	npc	Veliaf Hurtz
Sigmund	西格蒙德 [xi ge meng de]	name	npc	Sigmund
Nardok	纳尔多克 [na er duo ke]	name	npc	Nardok
Dartog	达托格 [da tuo ge]	name	npc	Dartog
Gertrude's cat	格特鲁德的猫 [ge te lu de de mao]	name	npc	Gertrude's cat
Gamer	游戏玩家 [you xi wan jia]	name	npc	Gamer
Barman	酒保 [jiu bao]	name	npc	Barman
Rat	鼠 [shu]	name	npc	Rat
Necromancer	死灵法师 [si ling fa shi]	name	npc	Necromancer
Guard Bandit	守卫强盗 [shou wei qiang dao]	name	npc	Guard Bandit
Barbarian guard	野蛮人守卫 [ye man ren shou wei]	name	npc	Barbarian guard
Sleepwalker	梦游者 [meng you zhe]	name	npc	Sleepwalker
Snake	蛇 [she]	name	npc	Snake
Albino bat	白化蝙蝠 [bai hua bian fu]	name	npc	Albino bat
Crab	螃蟹 [pang xie]	name	npc	Crab
Giant mosquito	巨型蚊子 [ju xing wen zi]	name	npc	Giant mosquito
Jungle horror	丛林恐怖 [cong lin kong bu]	name	npc	Jungle horror
Cave horror	洞穴恐怖 [dong xue kong bu]	name	npc	Cave horror
Cavey Davey	凯维·戴维 [kai wei · dai wei]	name	npc	Cavey Davey
Mac	苹果 [ping guo]	name	npc	Mac
Launa	劳纳 [lao na]	name	npc	Launa
Brana	布拉纳 [bu la na]	name	npc	Brana
Tolna	托尔纳 [tuo er na]	name	npc	Tolna
Angry bear	愤怒的熊 [fen nu de xiong]	name	npc	Angry bear
Angry unicorn	愤怒的独角兽 [fen nu de du jiao shou]	name	npc	Angry unicorn
Angry giant rat	愤怒的巨鼠 [fen nu de ju shu]	name	npc	Angry giant rat
Angry goblin	愤怒的妖精 [fen nu de yao jing]	name	npc	Angry goblin
Fear reaper	恐惧收割者 [kong ju shou ge zhe]	name	npc	Fear reaper
Confusion beast	混乱兽 [hun luan shou]	name	npc	Confusion beast
Hopeless creature	无望的生物 [wu wang de sheng wu]	name	npc	Hopeless creature
Runa	鲁纳 [lu na]	name	npc	Runa
Halla	汉拿 [han na]	name	npc	Halla
Finn	芬恩 [fen en]	name	npc	Finn
Osvald	奥斯瓦尔德 [ao si wa er de]	name	npc	Osvald
Runolf	鲁诺夫 [lu nuo fu]	name	npc	Runolf
Tjorvi	乔维 [qiao wei]	name	npc	Tjorvi
Ingrid	英格丽德 [ying ge li de]	name	npc	Ingrid
Thora	索拉 [suo la]	name	npc	Thora
Signy	西尼 [xi ni]	name	npc	Signy
Hild	希尔德 [xi er de]	name	npc	Hild
Armod	阿莫德 [a mo de]	name	npc	Armod
Beigarth	贝加斯 [bei jia si]	name	npc	Beigarth
Reinn	雷因 [lei yin]	name	npc	Reinn
Alviss	阿尔维斯 [a er wei si]	name	npc	Alviss
Fullangr	富兰格 [fu lan ge]	name	npc	Fullangr
Jari	贾里 [jia li]	name	npc	Jari
Thorodin	索罗丁 [suo luo ding]	name	npc	Thorodin
Ferd	费尔德 [fei er de]	name	npc	Ferd
Donal	多纳尔 [duo na er]	name	npc	Donal
Sea Snake Young	海蛇年轻 [hai she nian qing]	name	npc	Sea Snake Young
Sea Snake Hatchling	海蛇幼体 [hai she you ti]	name	npc	Sea Snake Hatchling
Giant Sea Snake	巨型海蛇 [ju xing hai she]	name	npc	Giant Sea Snake
Elena	埃琳娜 [ai lin na]	name	npc	Elena
