english	translation	category	sub_category	source
Crazy Archaeologist Champion	疯狂考古学家冠军 [feng kuang kao gu xue jia guan jun]	interface	combAchvmt	
Mage of the Ruins	废墟法师 [fei xu fa shi]	interface	combAchvmt	
I'd Rather Not Learn	我宁愿不学 [wo ning yuan bu xue]	interface	combAchvmt	
Deranged Archaeologist Champion	疯狂考古学家冠军 [feng kuang kao gu xue jia guan jun]	interface	combAchvmt	
Mage of the Swamp	沼泽法师 [zhao ze fa shi]	interface	combAchvmt	
I'd Rather Be Illiterate	我宁愿当个文盲 [wo ning yuan dang ge wen mang]	interface	combAchvmt	
A Smashing Time	一段精彩的时光 [yi duan jing cai de shi guang]	interface	combAchvmt	
Obor Champion	一带一路冠军 [yi dai yi lu guan jun]	interface	combAchvmt	
Back to the Wall	回到墙边 [hui dao qiang bian]	interface	combAchvmt	
Squashing the Giant	压垮巨人 [ya kua ju ren]	interface	combAchvmt	
King Black Dragon Champion	黑龙王冠军 [hei long wang guan jun]	interface	combAchvmt	
Claw Clipper	利爪剪 [li zhua jian]	interface	combAchvmt	
Hide Penetration	隐藏穿透 [yin cang chuan tou]	interface	combAchvmt	
Antifire Protection	防火保护 [fang huo bao hu]	interface	combAchvmt	
Master of Broad Weaponry	广泛武器大师 [guang fan wu qi da shi]	interface	combAchvmt	
Giant Mole Champion	巨型鼹鼠冠军 [ju xing yan shu guan jun]	interface	combAchvmt	
Avoiding Those Little Arms	避开那些小手臂 [bi kai na xie xiao shou bi]	interface	combAchvmt	
Dagannoth Prime Champion	达甘诺斯 Prime 冠军 [da gan nuo si  Prime  guan jun]	interface	combAchvmt	
Dagannoth Rex Champion	达甘诺斯雷克斯冠军 [da gan nuo si lei ke si guan jun]	interface	combAchvmt	
A Frozen King	冰冻之王 [bing dong zhi wang]	interface	combAchvmt	
Sarachnis Champion	萨拉奇尼斯冠军 [sa la qi ni si guan jun]	interface	combAchvmt	
Newspaper Enthusiast	报纸爱好者 [bao zhi ai hao zhe]	interface	combAchvmt	
A Frozen Foe from the Past	来自过去的冰冻敌人 [lai zi guo qu de bing dong di ren]	interface	combAchvmt	
Dagannoth Supreme Champion	达甘诺斯最高冠军 [da gan nuo si zui gao guan jun]	interface	combAchvmt	
Wintertodt Champion	温特托冠军 [wen te tuo guan jun]	interface	combAchvmt	
Can We Fix It?	我们能修复它吗？ [wo men neng xiu fu ta ma ？]	interface	combAchvmt	
Leaving No One Behind	不让任何人掉队 [bu rang ren he ren diao dui]	interface	combAchvmt	
Skotizo Champion	斯科蒂佐冠军 [si ke di zuo guan jun]	interface	combAchvmt	
Tempoross Champion	临时冠军 [lin shi guan jun]	interface	combAchvmt	
The Lone Angler	孤独的钓鱼者 [gu du de diao yu zhe]	interface	combAchvmt	
Scurrius Champion	斯库里乌斯冠军 [si ku li wu si guan jun]	interface	combAchvmt	
Perfect Scurrius	完美斯库里乌斯 [wan mei si ku li wu si]	interface	combAchvmt	
Efficient Pest Control	有效的害虫防治 [you xiao de hai chong fang zhi]	interface	combAchvmt	
Lunar Triplet	月球三胞胎 [yue qiu san bao tai]	interface	combAchvmt	
Perilous Novice	危险的新手 [wei xian de xin shou]	interface	combAchvmt	
Back to Our Roots	回到我们的根源 [hui dao wo men de gen yuan]	interface	combAchvmt	
Moons of Peril Speed-Trialist	危险之月速度试炼者 [wei xian zhi yue su du shi lian zhe]	interface	combAchvmt	
Hueycoatl Champion	休伊科特尔冠军 [xiu yi ke te er guan jun]	interface	combAchvmt	
You're a wizard	你是一个巫师 [ni shi yi ge wu shi]	interface	combAchvmt	
Amoxliatl Champion	阿莫西利亚冠军 [a mo xi li ya guan jun]	interface	combAchvmt	
Temotli Triumph	特莫特利胜利 [te mo te li sheng li]	interface	combAchvmt	
Royal Titan Champion	皇家泰坦冠军 [huang jia tai tan guan jun]	interface	combAchvmt	
Royal Titan Adept	皇家泰坦专家 [huang jia tai tan zhuan jia]	interface	combAchvmt	
It takes too long	需要太长时间 [xu yao tai zhang shi jian]	interface	combAchvmt	
Abyssal Adept	深渊行者 [shen yuan xing zhe]	interface	combAchvmt	
They Grow Up Too Fast	他们成长得太快 [ta men cheng zhang de tai kuai]	interface	combAchvmt	
Don't Whip Me	别鞭打我 [bie bian da wo]	interface	combAchvmt	
Don't Stop Moving	不要停止移动 [bu yao ting zhi yi dong]	interface	combAchvmt	
Kree'arra Adept	克雷阿拉专家 [ke lei a la zhuan jia]	interface	combAchvmt	
Airborne Showdown	空降对决 [kong jiang dui jue]	interface	combAchvmt	
General Graardor Adept	将军将军专家 [jiang jun jiang jun zhuan jia]	interface	combAchvmt	
Ourg Freezer	我们的冷冻柜 [wo men de leng dong gui]	interface	combAchvmt	
General Showdown	一般对决 [yi ban dui jue]	interface	combAchvmt	
Just Like That	就像那样 [jiu xiang na yang]	interface	combAchvmt	
Faithless Crypt Run	不忠的地穴奔跑 [bu zhong de di xue ben pao]	interface	combAchvmt	
Callisto Adept	木卫四专家 [mu wei si zhuan jia]	interface	combAchvmt	
Skotizo Adept	斯科蒂佐专家 [si ke di zuo zhuan jia]	interface	combAchvmt	
Chaos Elemental Adept	混沌元素专家 [hun dun yuan su zhuan jia]	interface	combAchvmt	
Hoarder	囤积者 [tun ji zhe]	interface	combAchvmt	
The Flincher	胆怯者 [dan qie zhe]	interface	combAchvmt	
Chaos Fanatic Adept	混沌狂热者 [hun dun kuang re zhe]	interface	combAchvmt	
Praying to the Gods	向诸神祈祷 [xiang zhu shen qi dao]	interface	combAchvmt	
Crazy Archaeologist Adept	疯狂考古专家 [feng kuang kao gu zhuan jia]	interface	combAchvmt	
Grotesque Guardians Adept	怪诞守护者专家 [guai dan shou hu zhe zhuan jia]	interface	combAchvmt	
Don't Look at the Eclipse	不要看日食 [bu yao kan ri shi]	interface	combAchvmt	
Prison Break	越狱 [yue yu]	interface	combAchvmt	
Granite Footwork	花岗岩步法 [hua gang yan bu fa]	interface	combAchvmt	
Heal No More	不再治愈 [bu zai zhi yu]	interface	combAchvmt	
Static Awareness	静电意识 [jing dian yi shi]	interface	combAchvmt	
Hespori Adept	赫斯波里专家 [he si bo li zhuan jia]	interface	combAchvmt	
Hesporisn't	赫斯波利斯不是 [he si bo li si bu shi]	interface	combAchvmt	
Weed Whacker	除草机 [chu cao ji]	interface	combAchvmt	
Kalphite Queen Adept	卡菲特女王专家 [ka fei te nv wang zhuan jia]	interface	combAchvmt	
Chitin Penetrator	甲壳质穿透剂 [jia qiao zhi chuan tou ji]	interface	combAchvmt	
Who Is the King Now?	现在谁是国王？ [xian zai shui shi guo wang ？]	interface	combAchvmt	
Kraken Adept	海妖专家 [hai yao zhuan jia]	interface	combAchvmt	
Unnecessary Optimisation	不必要的优化 [bu bi yao de you hua]	interface	combAchvmt	
Krakan't Hurt Me	海妖不会伤害我 [hai yao bu hui shang hai wo]	interface	combAchvmt	
Why Are You Running?	你为什么跑步？ [ni wei shen me pao bu ？]	interface	combAchvmt	
Whack-a-Mole	打地鼠 [da di shu]	interface	combAchvmt	
Nightmare Adept	噩梦专家 [e meng zhuan jia]	interface	combAchvmt	
Dagannoth Prime Adept	达甘诺斯首席专家 [da gan nuo si shou xi zhuan jia]	interface	combAchvmt	
Dagannoth Rex Adept	达甘诺斯雷克斯专家 [da gan nuo si lei ke si zhuan jia]	interface	combAchvmt	
Ready to Pounce	准备突袭 [zhun bei tu xi]	interface	combAchvmt	
Inspect Repellent	检查驱虫剂 [jian cha qu chong ji]	interface	combAchvmt	
Commander Zilyana Adept	指挥官齐利亚娜熟练者 [zhi hui guan qi li ya na shu lian zhe]	interface	combAchvmt	
Commander Showdown	指挥官对决 [zhi hui guan dui jue]	interface	combAchvmt	
Scorpia Adept	天蝎座专家 [tian xie zuo zhuan jia]	interface	combAchvmt	
I Can't Reach That	我达不到那个 [wo da bu dao na ge]	interface	combAchvmt	
Guardians No More	不再有守护者 [bu zai you shou hu zhe]	interface	combAchvmt	
Zulrah Adept	祖拉专家 [zu la zhuan jia]	interface	combAchvmt	
Dagannoth Supreme Adept	达甘诺斯至尊专家 [da gan nuo si zhi zun zhuan jia]	interface	combAchvmt	
Theatre of Blood: SM Adept	热血剧场：SM Adept [re xue ju chang ：SM Adept]	interface	combAchvmt	
Venenatis Adept	维纳提斯专家 [wei na ti si zhuan jia]	interface	combAchvmt	
Vet'ion Adept	兽医专家 [shou yi zhuan jia]	interface	combAchvmt	
Why Fletch?	为什么是弗莱奇？ [wei shen me shi fu lai qi ？]	interface	combAchvmt	
K'ril Tsutsaroth Adept	克瑞尔·楚萨罗斯专家 [ke rui er · chu sa luo si zhuan jia]	interface	combAchvmt	
Yarr No More	不再有亚尔 [bu zai you ya er]	interface	combAchvmt	
Demonic Showdown	恶魔对决 [e mo dui jue]	interface	combAchvmt	
Demonbane Weaponry II	恶魔祸根武器 II [e mo huo gen wu qi  II]	interface	combAchvmt	
Dress Like You Mean It	着装如您所愿 [zhuo zhuang ru nin suo yuan]	interface	combAchvmt	
Why Cook?	为什么要做饭？ [wei shen me yao zuo fan ？]	interface	combAchvmt	
Novice Tomb Explorer	新手古墓探险家 [xin shou gu mu tan xian jia]	interface	combAchvmt	
Novice Tomb Looter	盗墓新手 [dao mu xin shou]	interface	combAchvmt	
Movin' on up	继续前进 [ji xu qian jin]	interface	combAchvmt	
Confident Raider	自信的袭击者 [zi xin de xi ji zhe]	interface	combAchvmt	
Phantom Muspah Adept	幻影穆斯帕专家 [huan ying mu si pa zhuan jia]	interface	combAchvmt	
Perilous Dancer	危险的舞者 [wei xian de wu zhe]	interface	combAchvmt	
Fortified	强化 [qiang hua]	interface	combAchvmt	
Betrayal	背叛 [bei pan]	interface	combAchvmt	
Moons of Peril Speed-Chaser	危险之月 速度追逐者 [wei xian zhi yue   su du zhui zhu zhe]	interface	combAchvmt	
Fat of the Land	土地肥沃 [tu di fei wo]	interface	combAchvmt	
The Clone Zone	克隆人区 [ke long ren qu]	interface	combAchvmt	
Perilous Champion	危险的冠军 [wei xian de guan jun]	interface	combAchvmt	
Hueycoatl Adept	休伊科特尔专家 [xiu yi ke te er zhuan jia]	interface	combAchvmt	
Pillar Lover	柱子情人 [zhu zi qing ren]	interface	combAchvmt	
I'm your son	我是你儿子 [wo shi ni er zi]	interface	combAchvmt	
Amoxliatl Adept	阿莫西汀专家 [a mo xi ting zhuan jia]	interface	combAchvmt	
Amoxliatl Speed-Trialist	Amoxliatl 速度试用者 [Amoxliatl  su du shi yong zhe]	interface	combAchvmt	
Nagua Negation	纳瓜否定 [na gua fou ding]	interface	combAchvmt	
Kemo Makti	凯莫·马克蒂 [kai mo · ma ke di]	interface	combAchvmt	
Totally Shattered	完全破碎 [wan quan po sui]	interface	combAchvmt	
Perfect Royal Titans	完美的皇家泰坦 [wan mei de huang jia tai tan]	interface	combAchvmt	
Royal Titan Speed-Runner	皇家泰坦速跑者 [huang jia tai tan su pao zhe]	interface	combAchvmt	
Titan Killer	泰坦杀手 [tai tan sha shou]	interface	combAchvmt	
I need room	我需要房间 [wo xu yao fang jian]	interface	combAchvmt	
Abyssal Veteran	深渊老兵 [shen yuan lao bing]	interface	combAchvmt	
Respiratory Runner	呼吸跑者 [hu xi pao zhe]	interface	combAchvmt	
Demonic Rebound	恶魔反弹 [e mo fan tan]	interface	combAchvmt	
Perfect Sire	完美的先生 [wan mei de xian sheng]	interface	combAchvmt	
Kree'arra Veteran	克里阿拉老兵 [ke li a la lao bing]	interface	combAchvmt	
General Graardor Veteran	格拉多将军退伍军人 [ge la duo jiang jun tui wu jun ren]	interface	combAchvmt	
Ourg Freezer II	我们的冷冻柜 II [wo men de leng dong gui  II]	interface	combAchvmt	
Reflecting on This Encounter	反思这次相遇 [fan si zhe ci xiang yu]	interface	combAchvmt	
Callisto Veteran	卡利斯托老兵 [ka li si tuo lao bing]	interface	combAchvmt	
Demon Evasion	恶魔回避 [e mo hui bi]	interface	combAchvmt	
Up for the Challenge	迎接挑战 [ying jie tiao zhan]	interface	combAchvmt	
Cerberus Veteran	塞伯鲁斯老兵 [sai bo lu si lao bing]	interface	combAchvmt	
Ghost Buster	幽灵克星 [you ling ke xing]	interface	combAchvmt	
Unrequired Antifire	不需要的防火 [bu xu yao de fang huo]	interface	combAchvmt	
Anti-Bite Mechanics	防咬机制 [fang yao ji zhi]	interface	combAchvmt	
Chaos Elemental Veteran	混沌元素老手 [hun dun yuan su lao shou]	interface	combAchvmt	
Corporeal Beast Veteran	实体兽老手 [shi ti shou lao shou]	interface	combAchvmt	
Hot on Your Feet	热辣辣的脚 [re la la de jiao]	interface	combAchvmt	
Finding the Weak Spot	寻找弱点 [xun zhao ruo dian]	interface	combAchvmt	
Chicken Killer	鸡杀手 [ji sha shou]	interface	combAchvmt	
If Gorillas Could Fly	如果大猩猩会飞 [ru guo da xing xing hui fei]	interface	combAchvmt	
Hitting Them Where It Hurts	击中他们的痛处 [ji zhong ta men de tong chu]	interface	combAchvmt	
Galvek Speed-Trialist	Galvek 速度试炼者 [Galvek  su du shi lian zhe]	interface	combAchvmt	
Grotesque Guardians Veteran	怪诞守护者老兵 [guai dan shou hu zhe lao bing]	interface	combAchvmt	
Done before Dusk	黄昏前完成 [huang hun qian wan cheng]	interface	combAchvmt	
Perfect Grotesque Guardians	完美怪诞守护者 [wan mei guai dan shou hu zhe]	interface	combAchvmt	
Grotesque Guardians Speed-Trialist	怪诞守护者速度试炼者 [guai dan shou hu zhe su du shi lian zhe]	interface	combAchvmt	
From Dusk...	从黄昏... [cong huang hun ...]	interface	combAchvmt	
Corrupted Gauntlet Veteran	腐化手套老兵 [fu hua shou tao lao bing]	interface	combAchvmt	
<Num0>, <Num1>, <Num2> - Mage		interface	combAchvmt	
Gauntlet Veteran	挑战老手 [tiao zhan lao shou]	interface	combAchvmt	
<Num0>, <Num1>, <Num2> - Range		interface	combAchvmt	
Egniol Diet	埃尼奥尔饮食 [ai ni ao er yin shi]	interface	combAchvmt	
Crystalline Warrior	水晶战士 [shui jing zhan shi]	interface	combAchvmt	
Wolf Puncher	狼拳手 [lang quan shou]	interface	combAchvmt	
Glough Speed-Trialist	格洛夫速度试炼者 [ge luo fu su du shi lian zhe]	interface	combAchvmt	
Plant-Based Diet	植物性饮食 [zhi wu xing yin shi]	interface	combAchvmt	
Hespori Speed-Trialist	Hespori 速度选拔赛选手 [Hespori  su du xuan ba sai xuan shou]	interface	combAchvmt	
Alchemical Veteran	炼金老手 [lian jin lao shou]	interface	combAchvmt	
Fight Caves Veteran	战斗洞穴老手 [zhan dou dong xue lao shou]	interface	combAchvmt	
Facing Jad Head-on	正面面对贾德 [zheng mian mian dui jia de]	interface	combAchvmt	
Kalphite Queen Veteran	卡菲特女王退伍军人 [ka fei te nv wang tui wu jun ren]	interface	combAchvmt	
Insect Deflection	昆虫偏转 [kun chong pian zhuan]	interface	combAchvmt	
Prayer Smasher	祈祷粉碎者 [qi dao fen sui zhe]	interface	combAchvmt	
Ten-tacles	十触角 [shi chu jiao]	interface	combAchvmt	
Mimic Veteran	模仿老手 [mo fang lao shou]	interface	combAchvmt	
Hard Hitter	强力击球手 [qiang li ji qiu shou]	interface	combAchvmt	
Nightmare Veteran	噩梦老手 [e meng lao shou]	interface	combAchvmt	
Explosion!	爆炸！ [bao zha ！]	interface	combAchvmt	
Sleep Tight	睡个好觉 [shui ge hao jue]	interface	combAchvmt	
Nightmare (Solo) Speed-Trialist	噩梦（单人）速度试炼者 [e meng （ dan ren ） su du shi lian zhe]	interface	combAchvmt	
Nightmare (<Num0>-Scale) Speed-Trialist		interface	combAchvmt	
Death to the Seer King	先知之王之死 [xian zhi zhi wang zhi si]	interface	combAchvmt	
From One King to Another	从一位国王到另一位国王 [cong yi wei guo wang dao ling yi wei guo wang]	interface	combAchvmt	
Death to the Warrior King	战士之王之死 [zhan shi zhi wang zhi si]	interface	combAchvmt	
Toppling the Diarchy	推翻君主制 [tui fan jun zhu zhi]	interface	combAchvmt	
Commander Zilyana Veteran	指挥官齐利亚娜退伍军人 [zhi hui guan qi li ya na tui wu jun ren]	interface	combAchvmt	
Reminisce	回忆 [hui yi]	interface	combAchvmt	
Scorpia Veteran	天蝎座老手 [tian xie zuo lao shou]	interface	combAchvmt	
Fragment of Seren Speed-Trialist	塞伦速度试炼者的碎片 [sai lun su du shi lian zhe de sui pian]	interface	combAchvmt	
Zulrah Veteran	祖拉老兵 [zu la lao bing]	interface	combAchvmt	
Snake Rebound	蛇反弹 [she fan tan]	interface	combAchvmt	
Snake. Snake!? Snaaaaaake!	蛇。蛇！？呸呸呸！ [she 。 she ！？ pei pei pei ！]	interface	combAchvmt	
Zulrah Speed-Trialist	Zulrah 速度试炼者 [Zulrah  su du shi lian zhe]	interface	combAchvmt	
Death to the Archer King	弓箭手之王之死 [gong jian shou zhi wang zhi si]	interface	combAchvmt	
Rapid Succession	快速继任 [kuai su ji ren]	interface	combAchvmt	
Anticoagulants	抗凝剂 [kang ning ji]	interface	combAchvmt	
Appropriate Tools	合适的工具 [he shi de gong ju]	interface	combAchvmt	
They Won't Expect This	他们不会想到这一点 [ta men bu hui xiang dao zhe yi dian]	interface	combAchvmt	
Chally Time	查利时间 [cha li shi jian]	interface	combAchvmt	
Nylocas, On the Rocks	尼罗卡斯 (Nylocas)，在岩石上 [ni luo ka si  (Nylocas)， zai yan shi shang]	interface	combAchvmt	
Just To Be Safe	只是为了安全 [zhi shi wei le an quan]	interface	combAchvmt	
Don't Look at Me!	别看我！ [bie kan wo ！]	interface	combAchvmt	
No-Pillar	无柱式 [wu zhu shi]	interface	combAchvmt	
Attack, Step, Wait	攻击、脚步、等待 [gong ji 、 jiao bu 、 deng dai]	interface	combAchvmt	
Pass It On	传递下去 [chuan di xia qu]	interface	combAchvmt	
Theatre of Blood Veteran	热血老兵剧场 [re xue lao bing ju chang]	interface	combAchvmt	
Thermonuclear Veteran	热核老兵 [re he lao bing]	interface	combAchvmt	
Hazard Prevention	危险预防 [wei xian yu fang]	interface	combAchvmt	
Spec'd Out	规格已出 [gui ge yi chu]	interface	combAchvmt	
Venenatis Veteran	维内提斯老兵 [wei nei ti si lao bing]	interface	combAchvmt	
Vet'eran	老将 [lao jiang]	interface	combAchvmt	
Vorkath Veteran	沃卡斯老兵 [wo ka si lao bing]	interface	combAchvmt	
Stick 'em With the Pointy End	用尖头粘住它们 [yong jian tou zhan zhu ta men]	interface	combAchvmt	
Zombie Destroyer	僵尸毁灭者 [jiang shi hui mie zhe]	interface	combAchvmt	
Dust Seeker	寻尘器 [xun chen qi]	interface	combAchvmt	
Chambers of Xeric Veteran	埃里克退伍军人商会 [ai li ke tui wu jun ren shang hui]	interface	combAchvmt	
Perfectly Balanced	完美平衡 [wan mei ping heng]	interface	combAchvmt	
Together We'll Fall	我们一起跌倒 [wo men yi qi die dao]	interface	combAchvmt	
Redemption Enthusiast	救赎爱好者 [jiu shu ai hao zhe]	interface	combAchvmt	
Mutta-diet	穆塔饮食 [mu ta yin shi]	interface	combAchvmt	
Dancing with Statues	与雕像共舞 [yu diao xiang gong wu]	interface	combAchvmt	
Undying Raid Team	不朽突袭队 [bu xiu tu xi dui]	interface	combAchvmt	
Shayzien Specialist	沙伊恩专家 [sha yi en zhuan jia]	interface	combAchvmt	
Cryo No More	不再冷冻 [bu zai leng dong]	interface	combAchvmt	
Blizzard Dodger	暴雪道奇 [bao xue dao qi]	interface	combAchvmt	
Kill It with Fire	用火杀死它 [yong huo sha si ta]	interface	combAchvmt	
Zalcano Veteran	萨尔卡诺老将 [sa er ka nuo lao jiang]	interface	combAchvmt	
Perfect Zalcano	完美的扎卡诺 [wan mei de zha ka nuo]	interface	combAchvmt	
Team Player	团队合作者 [tuan dui he zuo zhe]	interface	combAchvmt	
The Spurned Hero	被抛弃的英雄 [bei pao qi de ying xiong]	interface	combAchvmt	
K'ril Tsutsaroth Veteran	克里尔·楚萨罗斯 老兵 [ke li er · chu sa luo si   lao bing]	interface	combAchvmt	
Demonic Defence	恶魔防御 [e mo fang yu]	interface	combAchvmt	
The Bane of Demons	恶魔之祸 [e mo zhi huo]	interface	combAchvmt	
Half-Way There	半路有 [ban lu you]	interface	combAchvmt	
A Near Miss!	近乎小姐！ [jin hu xiao jie ！]	interface	combAchvmt	
The II Jad Challenge	第二届贾德挑战赛 [di er jie jia de tiao zhan sai]	interface	combAchvmt	
TzHaar-Ket-Rak's Speed-Trialist	TzHaar-Ket-Rak 的速度试炼者 [TzHaar-Ket-Rak  de su du shi lian zhe]	interface	combAchvmt	
Facing Jad Head-on III	正面迎战贾德 III [zheng mian ying zhan jia de  III]	interface	combAchvmt	
Phosani's Veteran	福萨尼的老将 [fu sa ni de lao jiang]	interface	combAchvmt	
Nex Veteran	内克斯老兵 [nei ke si lao bing]	interface	combAchvmt	
