english	translation	category	sub_category	source
Paaaarty!	帕阿蒂！ [pa a di ！]	examine	object	Party Balloon
An escape route.	一条逃生路线。 [yi tiao tao sheng lu xian 。]	examine	object	Ladder
Looks spooky down there.	下面看起来很阴森。 [xia mian kan qi lai hen yin sen 。]	examine	object	Ladder
A large double door.	一扇大双门。 [yi shan da shuang men 。]	examine	object	Large door
Smelly.	臭。 [chou 。]	examine	object	Compost heap
An ornate fountain.	华丽的喷泉。 [hua li de pen quan 。]	examine	object	Fountain
It looks possible to scramble up the wall here, with skill.	看来只要有技巧，就可以爬上这里的墙。 [kan lai zhi yao you ji qiao ， jiu ke yi pa shang zhe li de qiang 。]	examine	object	Rocks
Lots of books.	很多书。 [hen duo shu 。]	examine	object	Bookcase
This wall looks odd...	这面墙看起来很奇怪…… [zhe mian qiang kan qi lai hen qi guai ……]	examine	object	Wall
I wonder what this does...	我想知道这是做什么的... [wo xiang zhi dao zhe shi zuo shen me de ...]	examine	object	Lever
I'm not touching that.	我不会碰那个。 [wo bu hui peng na ge 。]	examine	object	Strange machine
A special furnace for destroying contaminated items.	用于销毁受污染物品的特殊熔炉。 [yong yu xiao hui shou wu ran wu pin de te shu rong lu 。]	examine	object	Incinerator
Fly Gnome Air.	飞侏儒空气。 [fei zhu ru kong qi 。]	examine	object	Gnome glider
Probably pilot error.	可能是飞行员失误。 [ke neng shi fei xing yuan shi wu 。]	examine	object	Crashed glider
The Blurberry bar - cocktails extraordinaire!	Blurberry 酒吧 - 鸡尾酒非凡！ [Blurberry  jiu ba  -  ji wei jiu fei fan ！]	examine	object	Blurberry bar
A large gate in the gnome style.	侏儒风格的大门。 [zhu ru feng ge de da men 。]	examine	object	Gate
The entrance to the cave.	洞穴的入口。 [dong xue de ru kou 。]	examine	object	Hollowed rock
A quirky gnome lamp.	一盏古怪的侏儒灯。 [yi zhan gu guai de zhu ru deng 。]	examine	object	Lamp
These insects love this light.	这些昆虫喜欢这种光。 [zhe xie kun chong xi huan zhe zhong guang 。]	examine	object	Lamp
It's amazing what bees produce!	蜜蜂生产的东西真是太神奇了！ [mi feng sheng chan de dong xi zhen shi tai shen qi le ！]	examine	object	Candles
Posh candlesticks.	豪华烛台。 [hao hua zhu tai 。]	examine	object	Candles
Scary lighting apparatus.	可怕的照明装置。 [ke pa de zhao ming zhuang zhi 。]	examine	object	Candles
An ornamental lighting fixture.	一种装饰性照明灯具。 [yi zhong zhuang shi xing zhao ming deng ju 。]	examine	object	Chandelier
A mysterious glowing ice crystal.	神秘发光的冰晶。 [shen mi fa guang de bing jing 。]	examine	object	Ice Light
Useful for making ships move.	对于让船只移动很有用。 [dui yu rang chuan zhi yi dong hen you yong 。]	examine	object	Sail
This figure brings luck to those who sail.	这个数字给航海的人带来了好运。 [zhe ge shu zi gei hang hai de ren dai lai le hao yun 。]	examine	object	Figurehead
Barnacle infested rope.	藤壶出没的绳子。 [teng hu chu mo de sheng zi 。]	examine	object	Pile of rope
Allows access to other parts of the ship.	允许进入船舶的其他部分。 [yun xu jin ru chuan bo de qi ta bu fen 。]	examine	object	Ship's ladder
Without this I'm going around in circles.	没有这个我就会原地踏步。 [mei you zhe ge wo jiu hui yuan di ta bu 。]	examine	object	Ship's wheel
Used for pulling things up.	用于拉东西。 [yong yu la dong xi 。]	examine	object	Winch
Useful if there is any wind.	如果有风的话很有用。 [ru guo you feng de hua hen you yong 。]	examine	object	Sail
How much does this weigh?	这个有多重？ [zhe ge you duo zhong ？]	examine	object	Anchor
I can climb up here.	我可以爬到这里。 [wo ke yi pa dao zhe li 。]	examine	object	Ship's ladder
I can go below decks with this ladder.	我可以用这个梯子到甲板下面去。 [wo ke yi yong zhe ge ti zi dao jia ban xia mian qu 。]	examine	object	Ship's ladder
A conveniently rolled sail.	方便卷起的帆。 [fang bian juan qi de fan 。]	examine	object	Hoisted sail
I'm not allowed to climb this ladder.	我不被允许爬这个梯子。 [wo bu bei yun xu pa zhe ge ti zi 。]	examine	object	Ladder
It's like a land rudder.	就像陆地舵一样。 [jiu xiang lu di duo yi yang 。]	examine	object	Plough
Disturbingly man-like.	令人不安的像个男人。 [ling ren bu an de xiang ge nan ren 。]	examine	object	Scarecrow
I bet there's a needle in it somewhere.	我敢打赌，里面一定有一根针。 [wo gan da du ， li mian yi ding you yi gen zhen 。]	examine	object	Hay bales
A home for baby creatures.	婴儿生物的家。 [ying er sheng wu de jia 。]	examine	object	Eggs
In the city we would call this mouldy rubbish.	在城市里，我们称这种发霉的垃圾为垃圾。 [zai cheng shi li ， wo men cheng zhe zhong fa mei de la ji wei la ji 。]	examine	object	Compost
A used cart seller will probably try and sell it later.	二手车卖家可能会稍后尝试出售它。 [er shou che mai jia ke neng hui shao hou chang shi chu shou ta 。]	examine	object	Broken cart
One horsepower; wooden suspension: a beauty.	一马力；木质悬架：美观。 [yi ma li ； mu zhi xuan jia ： mei guan 。]	examine	object	Cart
Dead tree parts piled neatly together.	死树的碎片整齐地堆在一起。 [si shu de sui pian zheng qi di dui zai yi qi 。]	examine	object	Log pile
A patch of soft, dark brown matter. Probably mud.	一块柔软的深棕色物质。大概是泥土。 [yi kuai rou ruan de shen zong se wu zhi 。 da gai shi ni tu 。]	examine	object	Mud patch
A pile of something that I hope is mud.	一堆我希望是泥土的东西。 [yi dui wo xi wang shi ni tu de dong xi 。]	examine	object	Mudpile
Potato-licious!	土豆味十足！ [tu dou wei shi zu ！]	examine	object	Potato
Baby bread.	婴儿面包。 [ying er mian bao 。]	examine	object	Wheat
The remains of a bad driver.	一个坏司机的遗骸。 [yi ge huai si ji de yi hai 。]	examine	object	Broken cart wheel
The perfect place to store things.	存放物品的完美场所。 [cun fang wu pin de wan mei chang suo 。]	examine	object	Cabinet
These open and close!	这些打开和关闭！ [zhe xie da kai he guan bi ！]	examine	object	Drawers
This may be worth searching.	这可能值得寻找。 [zhe ke neng zhi de xun zhao 。]	examine	object	Drawers
A wooden crate for storage.	一个用于存放的木箱。 [yi ge yong yu cun fang de mu xiang 。]	examine	object	Crate
An old crate for storage.	一个用于存放的旧板条箱。 [yi ge yong yu cun fang de jiu ban tiao xiang 。]	examine	object	Crate
A pile of boxes for storage.	一堆用于存放的盒子。 [yi dui yong yu cun fang de he zi 。]	examine	object	Boxes
A wooden barrel for storage.	用于储存的木桶。 [yong yu chu cun de mu tong 。]	examine	object	Barrel
A wooden barrel containing lots of fish.	一个木桶，里面装着很多鱼。 [yi ge mu tong ， li mian zhuang zhe hen duo yu 。]	examine	object	Barrel
It's got ale in it.	里面有麦芽酒。 [li mian you mai ya jiu 。]	examine	object	Barrel
These may have something in them.	这些可能有一些东西在里面。 [zhe xie ke neng you yi xie dong xi zai li mian 。]	examine	object	Sacks
Useful for transportation of delicate items.	适用于运输精致物品。 [shi yong yu yun shu jing zhi wu pin 。]	examine	object	Crate
This may be worth opening.	这可能值得打开。 [zhe ke neng zhi de da kai 。]	examine	object	Cupboard
The perfect accompaniment to a bedroom.	卧室的完美搭配。 [wo shi de wan mei da pei 。]	examine	object	Dresser
A stand for hats!	帽子架！ [mao zi jia ！]	examine	object	Hat stand
A good source of books!	很好的书籍来源！ [hen hao de shu ji lai yuan ！]	examine	object	Bookcase
A woven storage basket.	编织储物篮。 [bian zhi chu wu lan 。]	examine	object	Basket
A gigantic pottery urn.	一个巨大的陶瓮。 [yi ge ju da de tao weng 。]	examine	object	Large urn
This no doubt contains arcane knowledge.	这无疑包含着神秘的知识。 [zhe wu yi bao han zhe shen mi de zhi shi 。]	examine	object	Bookshelves
I wonder what this spooky item contains.	我想知道这个幽灵般的物品包含什么。 [wo xiang zhi dao zhe ge you ling ban de wu pin bao han shen me 。]	examine	object	Wardrobe
It smells funny in there.	里面有股奇怪的味道。 [li mian you gu qi guai de wei dao 。]	examine	object	Wardrobe
A fishing net full of fish.	一张满是鱼的渔网。 [yi zhang man shi yu de yu wang 。]	examine	object	Full fishing net
Bamboo storage!	竹子收纳！ [zhu zi shou na ！]	examine	object	Bookcase
I hope no-one's home...	希望家里没人…… [xi wang jia li mei ren ……]	examine	object	Coffin
A small simple gravestone.	一个简单的小墓碑。 [yi ge jian dan de xiao mu bei 。]	examine	object	Small gravestone
A simple marker for a forgotten person.	一个简单的标记，用于标记被遗忘的人。 [yi ge jian dan de biao ji ， yong yu biao ji bei yi wang de ren 。]	examine	object	Grave marker
The remains of someone lie inside.	里面躺着一个人的遗骸。 [li mian tang zhe yi ge ren de yi hai 。]	examine	object	Tombstone
A monument to a special person.	一个特殊人物的纪念碑。 [yi ge te shu ren wu de ji nian bei 。]	examine	object	Large grave stone
The inscription is worn away and unreadable.	碑文已磨损，难以辨认。 [bei wen yi mo sun ， nan yi bian ren 。]	examine	object	Gravestone
'Here lies...' is all I can read.	我只能读到“这里躺着……”。 [wo zhi neng du dao “ zhe li tang zhe ……”。]	examine	object	Gravestone
Whoever bought this must have really cared for the inhabitant.	买这个的人一定非常关心居住者。 [mai zhe ge de ren yi ding fei chang guan xin ju zhu zhe 。]	examine	object	Large grave
Looks like a stone doorway to me.	对我来说看起来像一个石头门。 [dui wo lai shuo kan qi lai xiang yi ge shi tou men 。]	examine	object	Henge
Looks like a stone doorway to my untrained eye.	在我未经训练的眼睛看来，这就像一个石头门口。 [zai wo wei jing xun lian de yan jing kan lai ， zhe jiu xiang yi ge shi tou men kou 。]	examine	object	Henge
Shrine to the glory of Saradomin.	萨拉多明荣耀的神殿。 [sa la duo ming rong yao de shen dian 。]	examine	object	Altar
An ancient altar to the glory of Guthix.	一座古蒂克斯荣耀的古老祭坛。 [yi zuo gu di ke si rong yao de gu lao ji tan 。]	examine	object	Altar of Guthix
Shrine to the glory of Zamorak.	萨莫拉克荣耀的神殿。 [sa mo la ke rong yao de shen dian 。]	examine	object	Chaos altar
Looks suspiciously like a big stone table.	看上去很像一张大石桌。 [kan shang qu hen xiang yi zhang da shi zhuo 。]	examine	object	Dolmen
A really posh upright coffin.	一个非常豪华的直立棺材。 [yi ge fei chang hao hua de zhi li guan cai 。]	examine	object	Coffin
Whoever's inside must have been rich.	里面的人一定很有钱。 [li mian de ren yi ding hen you qian 。]	examine	object	Coffin
With skill I can play this.	有了技巧我就能玩这个。 [you le ji qiao wo jiu neng wan zhe ge 。]	examine	object	Church organ
Great for sleeping in.	非常适合睡觉。 [fei chang shi he shui jiao 。]	examine	object	Bed
A stylish-looking bed.	一张看起来时尚的床。 [yi zhang kan qi lai shi shang de chuang 。]	examine	object	Bed
A drab-looking bed.	一张单调的床。 [yi zhang dan diao de chuang 。]	examine	object	Bed
Technically a bed.	从技术上讲是一张床。 [cong ji shu shang jiang shi yi zhang chuang 。]	examine	object	Bed
I guess I could sleep in it if I were really tired.	我想如果我真的很累的话我可以睡在里面。 [wo xiang ru guo wo zhen de hen lei de hua wo ke yi shui zai li mian 。]	examine	object	Bed
Lovely comfy-looking big bed.	可爱舒适的大床。 [ke ai shu shi de da chuang 。]	examine	object	Bed
Posh-looking bed.	看起来很豪华的床。 [kan qi lai hen hao hua de chuang 。]	examine	object	Bed
A bed fit for a king.	一张适合国王的床。 [yi zhang shi he guo wang de chuang 。]	examine	object	Bed
One of the nicest beds I have ever seen.	我见过的最好的床之一。 [wo jian guo de zui hao de chuang zhi yi 。]	examine	object	Bed
Perfect for snoozing in the sun.	非常适合在阳光下打瞌睡。 [fei chang shi he zai yang guang xia da ke shui 。]	examine	object	Hammock
A comfortable seat to recline and recuperate.	一个舒适的座椅，可以倾斜和恢复。 [yi ge shu shi de zuo yi ， ke yi qing xie he hui fu 。]	examine	object	Chaise lounge
I don't think anyone's slept here for a long time.	我想已经很久没有人在这里睡觉了。 [wo xiang yi jing hen jiu mei you ren zai zhe li shui jiao le 。]	examine	object	Bed
Bamboo's a versatile material.	竹子是一种用途广泛的材料。 [zhu zi shi yi zhong yong tu guang fan de cai liao 。]	examine	object	Bed
A door.	一扇门。 [yi shan men 。]	examine	object	Door
Bashed, broken and dumped.	被殴打、破坏和丢弃。 [bei ou da 、 po huai he diu qi 。]	examine	object	Door
A way out!	一条出路！ [yi tiao chu lu ！]	examine	object	Crevice
It's even smokier in there...	那里的烟更浓了…… [na li de yan geng nong le ……]	examine	object	Crevice
What could possibly fit through that?	有什么可能适合这个？ [you shen me ke neng shi he zhe ge ？]	examine	object	Crevice
It's covering a little alcove.	它覆盖了一个小壁龛。 [ta fu gai le yi ge xiao bi kan 。]	examine	object	Curtain
Allows for equal distribution of spice.	允许均匀分配香料。 [yun xu jun yun fen pei xiang liao 。]	examine	object	Red spice (4)
Someone bent defence.	有人弯曲防守。 [you ren wan qu fang shou 。]	examine	object	Broken Fence
A large door.	一扇大门。 [yi shan da men 。]	examine	object	Door
Frozen water has formed an icicle here.	冰冻的水在这里形成了冰柱。 [bing dong de shui zai zhe li xing cheng le bing zhu 。]	examine	object	Icicle
It looks cold in there.	里面看起来很冷。 [li mian kan qi lai hen leng 。]	examine	object	Cave entrance
This person was of great importance.	这个人非常重要。 [zhe ge ren fei chang zhong yao 。]	examine	object	Statue of a warrior
A monarch chiselled in stone.	一位君主凿在石头上。 [yi wei jun zhu zao zai shi tou shang 。]	examine	object	Statue of a king
A sculpture of a monarch.	君主的雕塑。 [jun zhu de diao su 。]	examine	object	Statue of a king
A huge carving of an ancient race.	一个古老种族的巨大雕刻。 [yi ge gu lao zhong zu de ju da diao ke 。]	examine	object	Tribal statue
A depiction of a great dwarven miner.	描绘了一位伟大的矮人矿工。 [miao hui le yi wei wei da de ai ren kuang gong 。]	examine	object	Dwarf statue
A depiction of a famous gnome warrior.	描绘了一位著名的侏儒战士。 [miao hui le yi wei zhu ming de zhu ru zhan shi 。]	examine	object	Gnome statue
The head and shoulders of a famous gnome.	著名侏儒的头和肩膀。 [zhu ming zhu ru de tou he jian bang 。]	examine	object	Gnome statue
A depiction of a famous gnomeballer.	著名侏儒球手的描绘。 [zhu ming zhu ru qiu shou de miao hui 。]	examine	object	Gnome statue
A carving of a figure from the history of Gielinor.	吉林诺历史上的人物雕刻。 [ji lin nuo li shi shang de ren wu diao ke 。]	examine	object	Statue
An expertly chiselled statue.	一座精心雕刻的雕像。 [yi zuo jing xin diao ke de diao xiang 。]	examine	object	Statue
An unusual symbol of ancient times.	古代不寻常的象征。 [gu dai bu xun chang de xiang zheng 。]	examine	object	Statue
An expertly crafted vase.	一个精心制作的花瓶。 [yi ge jing xin zhi zuo de hua ping 。]	examine	object	Vase
An expertly chiselled statue of a bird.	一座精心雕刻的鸟雕像。 [yi zuo jing xin diao ke de niao diao xiang 。]	examine	object	Statue
What a good likeness!	多么像啊！ [duo me xiang a ！]	examine	object	Statue of Saradomin
A depiction of the evil god Zamorak.	邪恶之神萨莫拉克的描绘。 [xie e zhi shen sa mo la ke de miao hui 。]	examine	object	Statue of Zamorak
A base for the statue to sit on.	供雕像坐的底座。 [gong diao xiang zuo de di zuo 。]	examine	object	Statue steps
The scrying glass of a seer.	占卜者的占卜镜。 [zhan bu zhe de zhan bu jing 。]	examine	object	Crystal ball
Banking transactions are processed here.	银行交易在这里处理。 [yin hang jiao yi zai zhe li chu li 。]	examine	object	Bank table
Banking transactions are recorded here.	银行交易记录在这里。 [yin hang jiao yi ji lu zai zhe li 。]	examine	object	Bank table
Contains washing items.	包含洗涤用品。 [bao han xi di yong pin 。]	examine	object	Bathroom table
A nice sturdy looking table.	一张看起来很坚固的桌子。 [yi zhang kan qi lai hen jian gu de zhuo zi 。]	examine	object	Table
A banquet could be eaten from this.	一顿宴会可以这样吃。 [yi dun yan hui ke yi zhe yang chi 。]	examine	object	Table
Useful for putting things on.	用来装东西很有用。 [yong lai zhuang dong xi hen you yong 。]	examine	object	Table
At one time it was for putting things on.	曾经一度是为了穿东西。 [ceng jing yi du shi wei le chuan dong xi 。]	examine	object	Table
The napkins are made from real silk.	餐巾由真丝制成。 [can jin you zhen si zhi cheng 。]	examine	object	Table
Items for making clothes are kept on here.	制作衣服的物品都存放在这里。 [zhi zuo yi fu de wu pin dou cun fang zai zhe li 。]	examine	object	Table
The ideal place to study.	理想的学习场所。 [li xiang de xue xi chang suo 。]	examine	object	Study desk
A handy workbench for a handy person.	适合手巧人士的便利工作台。 [shi he shou qiao ren shi de bian li gong zuo tai 。]	examine	object	Workbench
Sit back and enjoy the view.	坐下来欣赏风景。 [zuo xia lai xin shang feng jing 。]	examine	object	Picnic bench
Items are for sale here.	物品在这里出售。 [wu pin zai zhe li chu shou 。]	examine	object	Counter
A creepy looking table.	一张看起来令人毛骨悚然的桌子。 [yi zhang kan qi lai ling ren mao gu song ran de zhuo zi 。]	examine	object	Table
There are some strange chemicals here.	这里有一些奇怪的化学物质。 [zhe li you yi xie qi guai de hua xue wu zhi 。]	examine	object	Chemistry Table
It's a banquet table.	这是一张宴会桌。 [zhe shi yi zhang yan hui zhuo 。]	examine	object	Table
Finely wrought wares of silver.	精雕细琢的银器。 [jing diao xi zuo de yin qi 。]	examine	object	Silver stall
Garments for the discerning.	专为挑剔人士打造的服装。 [zhuan wei tiao ti ren shi da zao de fu zhuang 。]	examine	object	Silk stall
Bread cakes and pastries.	面包蛋糕和糕点。 [mian bao dan gao he gao dian 。]	examine	object	Bakery stall
Finest precious stones.	最优质的宝石。 [zui you zhi di bao shi 。]	examine	object	Gem stall
These will keep you warm.	这些会让你保持温暖。 [zhe xie hui rang ni bao chi wen nuan 。]	examine	object	Fur stall
The spice is right.	香料是对的。 [xiang liao shi dui de 。]	examine	object	Spice stall
Always a source of good bargains.	始终是讨价还价的来源。 [shi zhong shi tao jia huan jia de lai yuan 。]	examine	object	Market stall
Fine brews from exotic regions.	来自异域地区的优质啤酒。 [lai zi yi yu di qu de you zhi pi jiu 。]	examine	object	Tea stall
Keeps mine carts from rolling away.	防止矿车滚走。 [fang zhi kuang che gun zou 。]	examine	object	Buffers
You can 'cart' things around in this.	你可以在这里“搬运”东西。 [ni ke yi zai zhe li “ ban yun ” dong xi 。]	examine	object	Mine cart
Makes you taller.	让你更高。 [rang ni geng gao 。]	examine	object	Rack
A bit large for a bracelet!	对于手链来说有点大！ [dui yu shou lian lai shuo you dian da ！]	examine	object	Stocks
A macabre variation on the neck tie.	领带的可怕变化。 [ling dai de ke pa bian hua 。]	examine	object	Gallows
Dead and half buried.	死了，半埋了。 [si le ， ban mai le 。]	examine	object	Buried skeleton
Disturbing but tidy.	令人不安但整洁。 [ling ren bu an dan zheng jie 。]	examine	object	Pile of skulls
I don't even want to think about what did that...	我什至不想去想那是做什么的...... [wo shen zhi bu xiang qu xiang na shi zuo shen me de ......]	examine	object	Charred bones
Now that's what I call slimline!	这就是我所说的苗条！ [zhe jiu shi wo suo shuo de miao tiao ！]	examine	object	Corpse
He looks very relaxed.	他看起来很放松。 [ta kan qi lai hen fang song 。]	examine	object	Corpse
Now he's just too thin.	现在他只是太瘦了。 [xian zai ta zhi shi tai shou le 。]	examine	object	Corpse
He hasn't eaten in a long time.	他已经很久没有吃饭了。 [ta yi jing hen jiu mei you chi fan le 。]	examine	object	Corpse
No cats were harmed in the making of this device.	在制造该装置的过程中，没有猫受到伤害。 [zai zhi zao gai zhuang zhi de guo cheng zhong ， mei you mao shou dao shang hai 。]	examine	object	Catapult
Shattered.	破碎了。 [po sui le 。]	examine	object	Broken barrel
Useful for catching small fish.	对于捕捉小鱼很有用。 [dui yu bu zhuo xiao yu hen you yong 。]	examine	object	Small fishing net
A passage leading into the next chamber of the cave.	通往洞穴下一个房间的通道。 [tong wang dong xue xia yi ge fang jian de tong dao 。]	examine	object	Passage
Screams can be heard within.	里面可以听到尖叫声。 [li mian ke yi ting dao jian jiao sheng 。]	examine	object	Cave
Careful out there!	外面要小心！ [wai mian yao xiao xin ！]	examine	object	Cave exit
I was always forced to play this as a child.	我小时候总是被迫玩这个。 [wo xiao shi hou zong shi bei po wan zhe ge 。]	examine	object	Piano
I never learnt to play.	我从来没有学过玩。 [wo cong lai mei you xue guo wan 。]	examine	object	Piano
Time for a recital?	是时候举办一场演奏会了吗？ [shi shi hou ju ban yi chang yan zou hui le ma ？]	examine	object	Piano stool
Tick-tock, it's a clock.	滴答滴答，这是一个时钟。 [di da di da ， zhe shi yi ge shi zhong 。]	examine	object	Grandfather Clock
The noxious liquid bubbles horribly.	有毒的液体冒着可怕的气泡。 [you du de ye ti mao zhe ke pa de qi pao 。]	examine	object	Swamp bubbles
Shows which way the wind blows.	显示风向。 [xian shi feng xiang 。]	examine	object	Weather vane
Looking good!	看起来不错！ [kan qi lai bu cuo ！]	examine	object	Mirror
A privacy aid!	隐私援助！ [yin si yuan zhu ！]	examine	object	Bath screen
Use this to get changed behind and retain modesty.	用它来改变背后并保持谦虚。 [yong ta lai gai bian bei hou bing bao chi qian xu 。]	examine	object	Screen
I don't even want to think about what's cooking in that.	我什至不想去想里面煮的是什么。 [wo shen zhi bu xiang qu xiang li mian zhu de shi shen me 。]	examine	object	Cauldron
Good for sweeping.	适合扫地。 [shi he sao di 。]	examine	object	Broom
I'm guessing it's for making women's clothes.	我猜这是用来做女装的。 [wo cai zhe shi yong lai zuo nv zhuang de 。]	examine	object	Clothes model
Helps make human clothing.	帮助制作人类服装。 [bang zhu zhi zuo ren lei fu zhuang 。]	examine	object	Clothes model
A hole.	一个洞。 [yi ge dong 。]	examine	object	Hole
Dead animal head. Lovely.	死动物头。迷人的。 [si dong wu tou 。 mi ren de 。]	examine	object	Animal skull
Must have been laid by a huge bird.	一定是一只巨大的鸟所产下的。 [yi ding shi yi zhi ju da de niao suo chan xia de 。]	examine	object	Big egg
