english	translation	category	sub_category	source
Blue dragon		name	npc	Blue dragon
Bronze dragon		name	npc	Bronze dragon
Iron dragon		name	npc	Iron dragon
Town Crier		name	npc	Town Crier
Gull		name	npc	Gull
Cormorant		name	npc	Cormorant
Pelican		name	npc	Pelican
Ghoul		name	npc	Ghoul
Dwarf		name	npc	Dwarf
Chaos dwarf		name	npc	Chaos dwarf
Adventurer Jon		name	npc	Adventurer Jon
Thordur		name	npc	Thordur
Gunthor the brave		name	npc	Gunthor the brave
Jailer		name	npc	Jailer
Black Heather		name	npc	Black Heather
Donny the lad		name	npc	Donny the lad
Speedy Keith		name	npc	Speedy Keith
Salarin the twisted		name	npc	Salarin the twisted
Jennifer		name	npc	Jennifer
Lumbridge Guide		name	npc	Lumbridge Guide
Dr Jekyll		name	npc	Dr Jekyll
Emblem Trader		name	npc	Emblem Trader
Reacher		name	npc	Reacher
Ayesha		name	npc	Ayesha
Ironman tutor		name	npc	Ironman tutor
Frog		name	npc	Frog
Leagues Tutor		name	npc	Leagues Tutor
Dark core		name	npc	Dark core
Corporeal Beast		name	npc	Corporeal Beast
Dark energy core		name	npc	Dark energy core
Mime		name	npc	Mime
Drunken Dwarf		name	npc	Drunken Dwarf
Strange plant		name	npc	Strange plant
Genie		name	npc	Genie
Swarm		name	npc	Swarm
Strange watcher		name	npc	Strange watcher
Sergeant Damien		name	npc	Sergeant Damien
Suspect		name	npc	Suspect
Molly		name	npc	Molly
Prison Pete		name	npc	Prison Pete
Balloon Animal		name	npc	Balloon Animal
Freaky Forester		name	npc	Freaky Forester
Pheasant		name	npc	Pheasant
Rick Turpentine		name	npc	Rick Turpentine
Phosani's Nightmare		name	npc	Phosani's Nightmare
The Nightmare		name	npc	The Nightmare
Quiz Master		name	npc	Quiz Master
Pillory Guard		name	npc	Pillory Guard
Tramp		name	npc	Tramp
Man		name	npc	Man
Avan		name	npc	Avan
Dark Core		name	npc	Dark Core
Evil Bob		name	npc	Evil Bob
Trotters		name	npc	Trotters
Servant		name	npc	Servant
Rod Fishing spot		name	npc	Rod Fishing spot
Cat		name	npc	Cat
Jon		name	npc	Jon
Guard		name	npc	Guard
Vannaka		name	npc	Vannaka
Chaeldar		name	npc	Chaeldar
Cave crawler		name	npc	Cave crawler
Kurask		name	npc	Kurask
Gargoyle		name	npc	Gargoyle
Banshee		name	npc	Banshee
Abyssal demon		name	npc	Abyssal demon
Basilisk		name	npc	Basilisk
Cockatrice		name	npc	Cockatrice
Rockslug		name	npc	Rockslug
Dust devil		name	npc	Dust devil
Skotos		name	npc	Skotos
Turoth		name	npc	Turoth
Pyrefiend		name	npc	Pyrefiend
Jelly		name	npc	Jelly
Infernal Mage		name	npc	Infernal Mage
Crawling Hand		name	npc	Crawling Hand
Lizard		name	npc	Lizard
Desert Lizard		name	npc	Desert Lizard
Small Lizard		name	npc	Small Lizard
Harpie Bug Swarm		name	npc	Harpie Bug Swarm
Skeletal Wyvern		name	npc	Skeletal Wyvern
Killerwatt		name	npc	Killerwatt
Hole in the wall		name	npc	Hole in the wall
Wall beast		name	npc	Wall beast
Giant frog		name	npc	Giant frog
Big frog		name	npc	Big frog
Cave slime		name	npc	Cave slime
Cave bug		name	npc	Cave bug
Cave bug larva		name	npc	Cave bug larva
Bloodveld		name	npc	Bloodveld
Storm Cloud		name	npc	Storm Cloud
Entomologist		name	npc	Entomologist
Cave kraken		name	npc	Cave kraken
Whirlpool		name	npc	Whirlpool
Kraken		name	npc	Kraken
Venenatis spiderling		name	npc	Venenatis spiderling
Callisto cub		name	npc	Callisto cub
Smoke devil		name	npc	Smoke devil
Thermonuclear smoke devil		name	npc	Thermonuclear smoke devil
Olivia		name	npc	Olivia
Sarah		name	npc	Sarah
Vanessa		name	npc	Vanessa
Richard		name	npc	Richard
Alice		name	npc	Alice
Soulless		name	npc	Soulless
Death wing		name	npc	Death wing
Dark wizard		name	npc	Dark wizard
Invrigar the Necromancer		name	npc	Invrigar the Necromancer
Mugger		name	npc	Mugger
Witch		name	npc	Witch
Black Knight		name	npc	Black Knight
Highwayman		name	npc	Highwayman
Chaos druid		name	npc	Chaos druid
Pirate		name	npc	Pirate
Thug		name	npc	Thug
Rogue		name	npc	Rogue
Monk of Zamorak		name	npc	Monk of Zamorak
Tribesman		name	npc	Tribesman
Dark warrior		name	npc	Dark warrior
Chaos druid warrior		name	npc	Chaos druid warrior
Fungi		name	npc	Fungi
Zygomite		name	npc	Zygomite
Elfinlocks		name	npc	Elfinlocks
Clockwork cat		name	npc	Clockwork cat
Monk		name	npc	Monk
Rufus		name	npc	Rufus
Mi-Gor		name	npc	Mi-Gor
Puffin		name	npc	Puffin
Brother Tranquility		name	npc	Brother Tranquility
Zombie monk		name	npc	Zombie monk
Sorebones		name	npc	Sorebones
Zombie pirate		name	npc	Zombie pirate
Barrelchest		name	npc	Barrelchest
Pirate Pete		name	npc	Pirate Pete
Captain Braindeath		name	npc	Captain Braindeath
50% Luke		name	npc	50% Luke
Davey		name	npc	Davey
Captain Donnie		name	npc	Captain Donnie
Zombie protester		name	npc	Zombie protester
Zombie swab		name	npc	Zombie swab
Evil spirit		name	npc	Evil spirit
Fever spider		name	npc	Fever spider
Brewer		name	npc	Brewer
Fishing spot		name	npc	Fishing spot
Karamthulhu		name	npc	Karamthulhu
Tyras guard		name	npc	Tyras guard
Ug		name	npc	Ug
Aga		name	npc	Aga
Arrg		name	npc	Arrg
Ice wolf		name	npc	Ice wolf
Ice Troll		name	npc	Ice Troll
Goblin		name	npc	Goblin
General Bentnoze		name	npc	General Bentnoze
General Wartface		name	npc	General Wartface
Grubfoot		name	npc	Grubfoot
Rasolo		name	npc	Rasolo
Giant skeleton		name	npc	Giant skeleton
Damis		name	npc	Damis
Stranger		name	npc	Stranger
Malak		name	npc	Malak
Bartender		name	npc	Bartender
Eblis		name	npc	Eblis
Bandit		name	npc	Bandit
Troll child		name	npc	Troll child
Ice troll		name	npc	Ice troll
Ice block		name	npc	Ice block
Troll father		name	npc	Troll father
Troll mother		name	npc	Troll mother
Mummy		name	npc	Mummy
Mummy ashes		name	npc	Mummy ashes
Scarabs		name	npc	Scarabs
Azzanadra		name	npc	Azzanadra
Sheep		name	npc	Sheep
Fred the Farmer		name	npc	Fred the Farmer
Bandit Leader		name	npc	Bandit Leader
Bandit champion		name	npc	Bandit champion
Cowardly Bandit		name	npc	Cowardly Bandit
My Arm		name	npc	My Arm
Adventurer		name	npc	Adventurer
Captain Barnaby		name	npc	Captain Barnaby
Murcaily		name	npc	Murcaily
Jagbakoba		name	npc	Jagbakoba
Flies		name	npc	Flies
Unnamed troll child		name	npc	Unnamed troll child
Drunken Dwarf's Leg		name	npc	Drunken Dwarf's Leg
Baby Roc		name	npc	Baby Roc
Giant Roc		name	npc	Giant Roc
Shadow		name	npc	Shadow
Queen Sigrid		name	npc	Queen Sigrid
Banker		name	npc	Banker
Arnor		name	npc	Arnor
Haming		name	npc	Haming
Moldof		name	npc	Moldof
Helga		name	npc	Helga
Matilda		name	npc	Matilda
Ashild		name	npc	Ashild
Skraeling		name	npc	Skraeling
Fishmonger		name	npc	Fishmonger
Greengrocer		name	npc	Greengrocer
Ethereal Being		name	npc	Ethereal Being
Ethereal Numerator		name	npc	Ethereal Numerator
Ethereal Expert		name	npc	Ethereal Expert
Ethereal Perceptive		name	npc	Ethereal Perceptive
Ethereal Guide		name	npc	Ethereal Guide
Ethereal Fluke		name	npc	Ethereal Fluke
Ethereal Mimic		name	npc	Ethereal Mimic
Me		name	npc	Me
Suqah		name	npc	Suqah
Scarab Mage		name	npc	Scarab Mage
Locust rider		name	npc	Locust rider
Giant Scarab		name	npc	Giant Scarab
Olaf the Bard		name	npc	Olaf the Bard
Lalli		name	npc	Lalli
Golden sheep		name	npc	Golden sheep
Fossegrimen		name	npc	Fossegrimen
Ospak		name	npc	Ospak
Styrmir		name	npc	Styrmir
Torbrund		name	npc	Torbrund
Fridgeir		name	npc	Fridgeir
Longhall Bouncer		name	npc	Longhall Bouncer
Guildmaster		name	npc	Guildmaster
Duke Horacio		name	npc	Duke Horacio
Elvarg		name	npc	Elvarg
Klarense		name	npc	Klarense
Wormbrain		name	npc	Wormbrain
Oracle		name	npc	Oracle
Oziach		name	npc	Oziach
Melzar the Mad		name	npc	Melzar the Mad
Captain Ned		name	npc	Captain Ned
Cabin boy Jenkins		name	npc	Cabin boy Jenkins
Larry		name	npc	Larry
Penguin		name	npc	Penguin
KGP Guard		name	npc	KGP Guard
Pescaling Pax		name	npc	Pescaling Pax
Ping		name	npc	Ping
Pong		name	npc	Pong
KGP Agent		name	npc	KGP Agent
Noodle		name	npc	Noodle
Penguin suit		name	npc	Penguin suit
Agility Instructor		name	npc	Agility Instructor
Army Commander		name	npc	Army Commander
Icelord		name	npc	Icelord
Crusher		name	npc	Crusher
Grish		name	npc	Grish
Uglug Nar		name	npc	Uglug Nar
Pilg		name	npc	Pilg
Grug		name	npc	Grug
Ogre guard		name	npc	Ogre guard
Zogre		name	npc	Zogre
Skogre		name	npc	Skogre
Zavistic Rarve		name	npc	Zavistic Rarve
Slash Bash		name	npc	Slash Bash
Sithik Ints		name	npc	Sithik Ints
Gargh		name	npc	Gargh
Scarg		name	npc	Scarg
Gruh		name	npc	Gruh
Irwin Feaselbaum		name	npc	Irwin Feaselbaum
Moss Guardian		name	npc	Moss Guardian
Golrie		name	npc	Golrie
Father Reen		name	npc	Father Reen
Father Badden		name	npc	Father Badden
Denath		name	npc	Denath
Eric		name	npc	Eric
Evil Dave		name	npc	Evil Dave
Matthew		name	npc	Matthew
Tanya		name	npc	Tanya
Patrick		name	npc	Patrick
Agrith Naar		name	npc	Agrith Naar
Sand storm		name	npc	Sand storm
Clay golem		name	npc	Clay golem
Donie		name	npc	Donie
Restless ghost		name	npc	Restless ghost
Father Urhney		name	npc	Father Urhney
Rock		name	npc	Rock
Stick		name	npc	Stick
Pee Hat		name	npc	Pee Hat
Kraka		name	npc	Kraka
Dung		name	npc	Dung
Ash		name	npc	Ash
Thrower Troll		name	npc	Thrower Troll
Mountain troll		name	npc	Mountain troll
Filliman Tarlock		name	npc	Filliman Tarlock
Nature Spirit		name	npc	Nature Spirit
Ghast		name	npc	Ghast
Ulizius		name	npc	Ulizius
Klenter		name	npc	Klenter
Weird Old Man		name	npc	Weird Old Man
Kalphite Worker		name	npc	Kalphite Worker
Kalphite Guardian		name	npc	Kalphite Guardian
Hellpuppy		name	npc	Hellpuppy
Kalphite Larva		name	npc	Kalphite Larva
Anna		name	npc	Anna
David		name	npc	David
Dagannoth mother		name	npc	Dagannoth mother
Veliaf Hurtz		name	npc	Veliaf Hurtz
Sigmund		name	npc	Sigmund
Nardok		name	npc	Nardok
Dartog		name	npc	Dartog
Gertrude's cat		name	npc	Gertrude's cat
Gamer		name	npc	Gamer
Barman		name	npc	Barman
Rat		name	npc	Rat
Necromancer		name	npc	Necromancer
Guard Bandit		name	npc	Guard Bandit
Barbarian guard		name	npc	Barbarian guard
Sleepwalker		name	npc	Sleepwalker
Snake		name	npc	Snake
Albino bat		name	npc	Albino bat
Crab		name	npc	Crab
Giant mosquito		name	npc	Giant mosquito
Jungle horror		name	npc	Jungle horror
Cave horror		name	npc	Cave horror
Cavey Davey		name	npc	Cavey Davey
Mac		name	npc	Mac
Launa		name	npc	Launa
Brana		name	npc	Brana
Tolna		name	npc	Tolna
Angry bear		name	npc	Angry bear
Angry unicorn		name	npc	Angry unicorn
Angry giant rat		name	npc	Angry giant rat
Angry goblin		name	npc	Angry goblin
Fear reaper		name	npc	Fear reaper
Confusion beast		name	npc	Confusion beast
Hopeless creature		name	npc	Hopeless creature
Runa		name	npc	Runa
Halla		name	npc	Halla
Finn		name	npc	Finn
Osvald		name	npc	Osvald
Runolf		name	npc	Runolf
Tjorvi		name	npc	Tjorvi
Ingrid		name	npc	Ingrid
Thora		name	npc	Thora
Signy		name	npc	Signy
Hild		name	npc	Hild
Armod		name	npc	Armod
Beigarth		name	npc	Beigarth
Reinn		name	npc	Reinn
Alviss		name	npc	Alviss
Fullangr		name	npc	Fullangr
Jari		name	npc	Jari
Thorodin		name	npc	Thorodin
Ferd		name	npc	Ferd
Donal		name	npc	Donal
Sea Snake Young		name	npc	Sea Snake Young
Sea Snake Hatchling		name	npc	Sea Snake Hatchling
Giant Sea Snake		name	npc	Giant Sea Snake
Elena		name	npc	Elena
Da Vinci		name	npc	Da Vinci
Chancy		name	npc	Chancy
Hops		name	npc	Hops
Julie		name	npc	Julie
Guidor		name	npc	Guidor
Woman		name	npc	Woman
Dominic Onion		name	npc	Dominic Onion
Barrelchest (hard)		name	npc	Barrelchest (hard)
Giant Scarab (hard)		name	npc	Giant Scarab (hard)
Dessous (hard)		name	npc	Dessous (hard)
Kamil (hard)		name	npc	Kamil (hard)
Child		name	npc	Child
Damis (hard)		name	npc	Damis (hard)
Priest		name	npc	Priest
Paladin		name	npc	Paladin
Jerico		name	npc	Jerico
Chemist		name	npc	Chemist
Nurse Sarah		name	npc	Nurse Sarah
Shark		name	npc	Shark
Archer		name	npc	Archer
Warrior		name	npc	Warrior
Wizard		name	npc	Wizard
Fairy Queen		name	npc	Fairy Queen
Shamus		name	npc	Shamus
Tree spirit		name	npc	Tree spirit
Cave monk		name	npc	Cave monk
Monk of Entrana		name	npc	Monk of Entrana
Chicken		name	npc	Chicken
Rooster		name	npc	Rooster
Li'l lamb		name	npc	Li'l lamb
Lamb		name	npc	Lamb
? ? ? ?		name	npc	? ? ? ?
Claus the Chef		name	npc	Claus the Chef
Philipe Carnillean		name	npc	Philipe Carnillean
Henryeta Carnillean		name	npc	Henryeta Carnillean
Hazeel		name	npc	Hazeel
Hazeel Cultist		name	npc	Hazeel Cultist
Khazard Guard		name	npc	Khazard Guard
Head Guard		name	npc	Head Guard
Khazard Barman		name	npc	Khazard Barman
Kelvin		name	npc	Kelvin
Joe		name	npc	Joe
Slave		name	npc	Slave
Hengrad		name	npc	Hengrad
Spectator		name	npc	Spectator
Bouncer		name	npc	Bouncer
Khazard Ogre		name	npc	Khazard Ogre
Khazard Scorpion		name	npc	Khazard Scorpion
Arzinian Avatar of Strength		name	npc	Arzinian Avatar of Strength
Arzinian Avatar of Ranging		name	npc	Arzinian Avatar of Ranging
Arzinian Avatar of Magic		name	npc	Arzinian Avatar of Magic
Arzinian Being of Bordanzan		name	npc	Arzinian Being of Bordanzan
Saboteur		name	npc	Saboteur
Gnome shop keeper		name	npc	Gnome shop keeper
Cute Creature		name	npc	Cute Creature
Evil Creature		name	npc	Evil Creature
fluffie		name	npc	fluffie
Odd Old Man		name	npc	Odd Old Man
Fortunato		name	npc	Fortunato
Ram		name	npc	Ram
Bones		name	npc	Bones
Vulture		name	npc	Vulture
Dr Fenkenstrain		name	npc	Dr Fenkenstrain
Fenkenstrain's Monster		name	npc	Fenkenstrain's Monster
Lord Rologarth		name	npc	Lord Rologarth
Gardener Ghost		name	npc	Gardener Ghost
Experiment		name	npc	Experiment
Loar Shadow		name	npc	Loar Shadow
Loar Shade		name	npc	Loar Shade
Shade Spirit		name	npc	Shade Spirit
Phrin Shadow		name	npc	Phrin Shadow
Phrin Shade		name	npc	Phrin Shade
Riyl Shadow		name	npc	Riyl Shadow
Riyl Shade		name	npc	Riyl Shade
Asyn Shadow		name	npc	Asyn Shadow
Asyn Shade		name	npc	Asyn Shade
Fiyr Shadow		name	npc	Fiyr Shadow
Fiyr Shade		name	npc	Fiyr Shade
Afflicted(Ulsquire)		name	npc	Afflicted(Ulsquire)
Ulsquire Shauncy		name	npc	Ulsquire Shauncy
Afflicted(Razmire)		name	npc	Afflicted(Razmire)
Razmire Keelgan		name	npc	Razmire Keelgan
Mort'ton Local		name	npc	Mort'ton Local
Afflicted		name	npc	Afflicted
Mort'ton local		name	npc	Mort'ton local
Hairdresser		name	npc	Hairdresser
Makeover Mage		name	npc	Makeover Mage
Emily		name	npc	Emily
Kaylee		name	npc	Kaylee
Tina		name	npc	Tina
Tarquin		name	npc	Tarquin
Sigurd		name	npc	Sigurd
Hari		name	npc	Hari
Barfy Bill		name	npc	Barfy Bill
Jack Seagull		name	npc	Jack Seagull
Longbow Ben		name	npc	Longbow Ben
Ahab		name	npc	Ahab
Seagull		name	npc	Seagull
Matthias		name	npc	Matthias
Gyr Falcon		name	npc	Gyr Falcon
Prickly kebbit		name	npc	Prickly kebbit
Sabre-toothed kebbit		name	npc	Sabre-toothed kebbit
Barb-tailed kebbit		name	npc	Barb-tailed kebbit
Wild kebbit		name	npc	Wild kebbit
Artimeus		name	npc	Artimeus
Seth Groats		name	npc	Seth Groats
Tassie Slipcast		name	npc	Tassie Slipcast
Hammerspike Stoutbeard		name	npc	Hammerspike Stoutbeard
Dwarf gang member		name	npc	Dwarf gang member
Phantuwti Fanstuwi Farsight		name	npc	Phantuwti Fanstuwi Farsight
Tindel Marchant		name	npc	Tindel Marchant
Petra Fiyed		name	npc	Petra Fiyed
Jimmy the Chisel		name	npc	Jimmy the Chisel
Slagilith		name	npc	Slagilith
Rock pile		name	npc	Rock pile
Fire elemental		name	npc	Fire elemental
Earth elemental		name	npc	Earth elemental
Elemental rock		name	npc	Elemental rock
Air elemental		name	npc	Air elemental
Water elemental		name	npc	Water elemental
Hamal the Chieftain		name	npc	Hamal the Chieftain
Ragnar		name	npc	Ragnar
Svidi		name	npc	Svidi
Jokul		name	npc	Jokul
The Kendal		name	npc	The Kendal
Camp dweller		name	npc	Camp dweller
Mountain Goat		name	npc	Mountain Goat
Bald Headed Eagle		name	npc	Bald Headed Eagle
Bernald		name	npc	Bernald
Queen Ellamaria		name	npc	Queen Ellamaria
Trolley		name	npc	Trolley
Billy, a guard of Falador		name	npc	Billy, a guard of Falador
Bob, another guard of Falador		name	npc	Bob, another guard of Falador
Brother Althric		name	npc	Brother Althric
PKMaster0036		name	npc	PKMaster0036
King Roald		name	npc	King Roald
Nulodion		name	npc	Nulodion
Black Guard		name	npc	Black Guard
Engineering assistant		name	npc	Engineering assistant
Engineer		name	npc	Engineer
Squirrel		name	npc	Squirrel
Raccoon		name	npc	Raccoon
Hazelmere		name	npc	Hazelmere
Glough		name	npc	Glough
Charlie		name	npc	Charlie
Foreman		name	npc	Foreman
Shipyard worker		name	npc	Shipyard worker
Femi		name	npc	Femi
Gnome guard		name	npc	Gnome guard
Garkor		name	npc	Garkor
Lumo		name	npc	Lumo
Bunkdo		name	npc	Bunkdo
Carado		name	npc	Carado
Lumdo		name	npc	Lumdo
Karam		name	npc	Karam
Bunkwicket		name	npc	Bunkwicket
Waymottin		name	npc	Waymottin
Zooknock		name	npc	Zooknock
Jungle Demon		name	npc	Jungle Demon
Daero		name	npc	Daero
Waydar		name	npc	Waydar
Thief		name	npc	Thief
G.L.O. Caranock		name	npc	G.L.O. Caranock
Small ninja monkey		name	npc	Small ninja monkey
Medium ninja monkey		name	npc	Medium ninja monkey
Gorilla		name	npc	Gorilla
Bearded gorilla		name	npc	Bearded gorilla
Ancient monkey		name	npc	Ancient monkey
Small zombie monkey		name	npc	Small zombie monkey
Large zombie monkey		name	npc	Large zombie monkey
Rantz		name	npc	Rantz
Fycie		name	npc	Fycie
Bugs		name	npc	Bugs
Swamp toad		name	npc	Swamp toad
Bloated Toad		name	npc	Bloated Toad
Chompy bird		name	npc	Chompy bird
Eudav		name	npc	Eudav
Oronwen		name	npc	Oronwen
Dalldav		name	npc	Dalldav
Gethin		name	npc	Gethin
Nickolaus		name	npc	Nickolaus
Desert eagle		name	npc	Desert eagle
Jungle eagle		name	npc	Jungle eagle
Polar eagle		name	npc	Polar eagle
Eagle		name	npc	Eagle
Kebbit		name	npc	Kebbit
Boulder		name	npc	Boulder
Aleck		name	npc	Aleck
Leon		name	npc	Leon
Hunting expert		name	npc	Hunting expert
Ferret		name	npc	Ferret
Skeleton hero		name	npc	Skeleton hero
Skeleton brute		name	npc	Skeleton brute
Skeleton warlord		name	npc	Skeleton warlord
Skeleton heavy		name	npc	Skeleton heavy
Skeleton thug		name	npc	Skeleton thug
Black knight		name	npc	Black knight
Fire wizard		name	npc	Fire wizard
Water wizard		name	npc	Water wizard
Earth wizard		name	npc	Earth wizard
Air wizard		name	npc	Air wizard
Ordan		name	npc	Ordan
Jorzik		name	npc	Jorzik
Smiddi Ryak (hard)		name	npc	Smiddi Ryak (hard)
Rolayne Twickit (hard)		name	npc	Rolayne Twickit (hard)
Jayene Kliyn (medium)		name	npc	Jayene Kliyn (medium)
Valantay Eppel (medium)		name	npc	Valantay Eppel (medium)
Dalcian Fang (easy)		name	npc	Dalcian Fang (easy)
Fyiona Fray (easy)		name	npc	Fyiona Fray (easy)
Abidor Crank		name	npc	Abidor Crank
Benjamin		name	npc	Benjamin
Liam		name	npc	Liam
Miala		name	npc	Miala
Verak		name	npc	Verak
Forester (hard)		name	npc	Forester (hard)
Woman-at-arms (hard)		name	npc	Woman-at-arms (hard)
Apprentice (medium)		name	npc	Apprentice (medium)
Ranger (medium)		name	npc	Ranger (medium)
Adventurer (easy)		name	npc	Adventurer (easy)
Mage (easy)		name	npc	Mage (easy)
Hiylik Myna		name	npc	Hiylik Myna
Dummy		name	npc	Dummy
Gundai		name	npc	Gundai
Lundail		name	npc	Lundail
Chamber guardian		name	npc	Chamber guardian
Kolodion		name	npc	Kolodion
Battle mage		name	npc	Battle mage
Phials		name	npc	Phials
Banknote Exchange Merchant		name	npc	Banknote Exchange Merchant
High Priestess Zul-Harcinqa		name	npc	High Priestess Zul-Harcinqa
Priestess Zul-Gwenwynig		name	npc	Priestess Zul-Gwenwynig
Hellcat		name	npc	Hellcat
Lazy cat		name	npc	Lazy cat
Lazy hellcat		name	npc	Lazy hellcat
Baby impling		name	npc	Baby impling
Young impling		name	npc	Young impling
Gourmet impling		name	npc	Gourmet impling
Earth impling		name	npc	Earth impling
Essence impling		name	npc	Essence impling
Eclectic impling		name	npc	Eclectic impling
Nature impling		name	npc	Nature impling
Magpie impling		name	npc	Magpie impling
Ninja impling		name	npc	Ninja impling
Dragon impling		name	npc	Dragon impling
Egg launcher		name	npc	Egg launcher
Commander Connad		name	npc	Commander Connad
Captain Cain		name	npc	Captain Cain
Private Paldo		name	npc	Private Paldo
Private Pendron		name	npc	Private Pendron
Private Pierreb		name	npc	Private Pierreb
Private Paldon		name	npc	Private Paldon
Major Attack		name	npc	Major Attack
Major Collect		name	npc	Major Collect
Major Defend		name	npc	Major Defend
Major Heal		name	npc	Major Heal
Sergeant Sambur		name	npc	Sergeant Sambur
Penance Fighter		name	npc	Penance Fighter
Penance Ranger		name	npc	Penance Ranger
Penance Runner		name	npc	Penance Runner
Penance Healer		name	npc	Penance Healer
Strange Old Man		name	npc	Strange Old Man
Ahrim the Blighted		name	npc	Ahrim the Blighted
Dharok the Wretched		name	npc	Dharok the Wretched
Guthan the Infested		name	npc	Guthan the Infested
Karil the Tainted		name	npc	Karil the Tainted
Torag the Corrupted		name	npc	Torag the Corrupted
Verac the Defiled		name	npc	Verac the Defiled
Bloodworm		name	npc	Bloodworm
Crypt rat		name	npc	Crypt rat
Giant crypt rat		name	npc	Giant crypt rat
Crypt spider		name	npc	Crypt spider
Giant crypt spider		name	npc	Giant crypt spider
Splatter		name	npc	Splatter
Shifter		name	npc	Shifter
Ravager		name	npc	Ravager
Spinner		name	npc	Spinner
Torcher		name	npc	Torcher
Defiler		name	npc	Defiler
Brawler		name	npc	Brawler
Portal		name	npc	Portal
Void Knight		name	npc	Void Knight
Squire		name	npc	Squire
Squire (Novice)		name	npc	Squire (Novice)
Squire (Intermediate)		name	npc	Squire (Intermediate)
Squire (Veteran)		name	npc	Squire (Veteran)
Uri		name	npc	Uri
Double agent		name	npc	Double agent
Guardian mummy		name	npc	Guardian mummy
Annoyed guardian mummy		name	npc	Annoyed guardian mummy
Tarik		name	npc	Tarik
Scarab Swarm		name	npc	Scarab Swarm
Malignius Mortifer		name	npc	Malignius Mortifer
Skeleton mage		name	npc	Skeleton mage
Betty		name	npc	Betty
Grum		name	npc	Grum
Gerrant		name	npc	Gerrant
Wydin		name	npc	Wydin
Goat		name	npc	Goat
Billy Goat		name	npc	Billy Goat
White Knight		name	npc	White Knight
Summer Elemental		name	npc	Summer Elemental
Sorceress		name	npc	Sorceress
Apprentice		name	npc	Apprentice
Osman		name	npc	Osman
Del-Monty		name	npc	Del-Monty
San Fan		name	npc	San Fan
Fancy Dan		name	npc	Fancy Dan
Honest Jimmy		name	npc	Honest Jimmy
Blue Monkey		name	npc	Blue Monkey
Red Monkey		name	npc	Red Monkey
Parrot		name	npc	Parrot
Swan		name	npc	Swan
Black swan		name	npc	Black swan
Bandit shopkeeper		name	npc	Bandit shopkeeper
Gorak		name	npc	Gorak
Cosmic Being		name	npc	Cosmic Being
Duck		name	npc	Duck
Fairy Godfather		name	npc	Fairy Godfather
Fairy Nuff		name	npc	Fairy Nuff
Centaur		name	npc	Centaur
Stag		name	npc	Stag
Wood Dryad		name	npc	Wood Dryad
Fairy Very Wise		name	npc	Fairy Very Wise
Fairy		name	npc	Fairy
Rabbit		name	npc	Rabbit
Starflower		name	npc	Starflower
Sir Amik Varze		name	npc	Sir Amik Varze
Evil Chicken		name	npc	Evil Chicken
Baby black dragon		name	npc	Baby black dragon
K'klik		name	npc	K'klik
Ice troll runt		name	npc	Ice troll runt
Ice troll male		name	npc	Ice troll male
Ice troll female		name	npc	Ice troll female
Ice troll grunt		name	npc	Ice troll grunt
Mawnis Burowgar		name	npc	Mawnis Burowgar
Fridleif Shieldson		name	npc	Fridleif Shieldson
