english	translation	category	sub_category	source
These look much better in the wild.		examine	npc	Butterfly
I love butterflies.		examine	npc	Butterfly
It's a Blue Morpho Butterfly.		examine	npc	Butterfly
It's a Tiger Swallowtail Butterfly.		examine	npc	Butterfly
It's a Viceroy Butterfly.		examine	npc	Butterfly
One of the biggest, meanest dragons around.		examine	npc	King Black Dragon
A big, scary, jet-black demon.		examine	npc	Black demon
Young but still dangerous.		examine	npc	Baby blue dragon
A big powerful dragon.		examine	npc	Red dragon
A fierce dragon with black scales!		examine	npc	Black dragon
Must be related to Elvarg.		examine	npc	Green dragon
A mother dragon.		examine	npc	Blue dragon
Its scales seem to be made of bronze.		examine	npc	Bronze dragon
Its scales seem to be made of iron.		examine	npc	Iron dragon
Get useful information from this guy.		examine	npc	Town Crier
A sea bird.		examine	npc	Gull
It's totally savage.		examine	npc	Ghoul
A short angry guy.		examine	npc	Dwarf
A dwarf gone bad.		examine	npc	Chaos dwarf
A mountain dwelling short angry guy.		examine	npc	Dwarf
A seasoned adventurer taking a short break on his journey.		examine	npc	Adventurer Jon
Loves mining.		examine	npc	Dwarf
A retired dwarf.		examine	npc	Thordur
A mighty warrior!		examine	npc	Gunthor the brave
Guards prisoners for the black knights.		examine	npc	Jailer
Has a fearsome scowl.		examine	npc	Black Heather
Has a fearsome posture.		examine	npc	Donny the lad
Nice hair.		examine	npc	Speedy Keith
Twisted by name, twisted by nature.		examine	npc	Salarin the twisted
The local shopkeeper.		examine	npc	Jennifer
He provides new players with useful information.		examine	npc	Lumbridge Guide
He looks relieved.		examine	npc	Dr Jekyll
A shady and mysterious figure.		examine	npc	Emblem Trader
For Mod Reach.		examine	npc	Reacher
This gardener might look after your cactus for you.		examine	npc	Ayesha
He can tell you about being an Ironman.		examine	npc	Ironman tutor
A frog.		examine	npc	Frog
He can tell you all about Leagues.		examine	npc	Leagues Tutor
Isn't so annoying when in pet form.		examine	npc	Dark core
A vision of supernatural horror.		examine	npc	Corporeal Beast
A small being of dark energy.		examine	npc	Dark energy core
A mute performer.		examine	npc	Mime
He's had a fair bit to drink...		examine	npc	Drunken Dwarf
A very strange plant.		examine	npc	Strange plant
Maybe he'll grant me a wish...		examine	npc	Genie
A swarm of insects.		examine	npc	Swarm
A member of the audience.		examine	npc	Strange watcher
Drill Sergeant from heck!		examine	npc	Sergeant Damien
Is she the one?		examine	npc	Suspect
AKA Goody Two Shoes.		examine	npc	Molly
He wants to escape!		examine	npc	Prison Pete
It looks like an animal.		examine	npc	Balloon Animal
He's at home in the forests.		examine	npc	Freaky Forester
A brightly coloured game bird.		examine	npc	Pheasant
A Masked Highwayman.		examine	npc	Rick Turpentine
Sweet dreams are most definitely not made of this.		examine	npc	Phosani's Nightmare
Apparently a master of quizzes!		examine	npc	Quiz Master
A law enforcer.		examine	npc	Pillory Guard
A man down on his luck.		examine	npc	Tramp
A well dressed nobleman.		examine	npc	Man
Hey, it's Bob the cat! Or... is it?		examine	npc	Evil Bob
Surprisingly normal.		examine	npc	Trotters
Servant of Evil Bob.		examine	npc	Servant
I can see fish swimming in the water.		examine	npc	Rod Fishing spot
Meow meow boo.		examine	npc	Cat
You want a piece of his mind? That's fine.		examine	npc	Jon
He tries to keep order around here.		examine	npc	Guard
He looks dangerous!		examine	npc	Vannaka
She looks dangerous!		examine	npc	Chaeldar
A spiky crawling critter.		examine	npc	Cave crawler
Large, heavy, with sharp things attached to its head.		examine	npc	Kurask
Larger, heavier, with sharper things attached to its head.		examine	npc	Kurask
Flies like a rock.		examine	npc	Gargoyle
A tortured screaming soul.		examine	npc	Banshee
A denizen of the Abyss!		examine	npc	Abyssal demon
The eyes of evil.		examine	npc	Basilisk
The winged reptile.		examine	npc	Cockatrice
The slime of evil.		examine	npc	Rockslug
The vacuumed face of evil.		examine	npc	Dust devil
Spawn of Darkness.		examine	npc	Skotos
He's one leg short!		examine	npc	Turoth
He's one big leg short!		examine	npc	Turoth
She's one leg short!		examine	npc	Turoth
It's one leg short!		examine	npc	Turoth
It's one small leg short!		examine	npc	Turoth
A small fire demon.		examine	npc	Pyrefiend
Looks scared to see me.		examine	npc	Jelly
Doesn't look so tough...		examine	npc	Jelly
Wibbly.		examine	npc	Jelly
There's always room for jelly.		examine	npc	Jelly
Needs cream.....		examine	npc	Jelly
Wobbly...		examine	npc	Jelly
An evil magic user.		examine	npc	Infernal Mage
Gimmie five.  Actually, don't.		examine	npc	Crawling Hand
Now THAT's handy.		examine	npc	Crawling Hand
I'm glad its just the hand I can see...		examine	npc	Crawling Hand
A big severed hand.		examine	npc	Crawling Hand
Give the guy a big hand.....		examine	npc	Crawling Hand
Run away, it's massive!		examine	npc	Lizard
A cold-blooded creature, partial to warmth.		examine	npc	Desert Lizard
A small cold-blooded creature, partial to warmth.		examine	npc	Small Lizard
A swarm of bugs.		examine	npc	Harpie Bug Swarm
A very dangerous pile of animated wyvern bones.		examine	npc	Skeletal Wyvern
An angry electrical shock!		examine	npc	Killerwatt
A ball of electrical energy.		examine	npc	Killerwatt
What could be hiding in that crack in the wall?		examine	npc	Hole in the wall
A big, scary hand!		examine	npc	Wall beast
It didn't get that big eating flies.		examine	npc	Giant frog
It eats flies.		examine	npc	Frog
A foul-smelling blob of protoplasm.		examine	npc	Cave slime
A nasty crawling critter.		examine	npc	Cave bug
A little, slimy beetle-thing.		examine	npc	Cave bug larva
A big, smelly cave dweller.		examine	npc	Cave bug
The tongue of evil.		examine	npc	Bloodveld
A very small storm!		examine	npc	Storm Cloud
Looks like a zoo keeper who got overwhelmed by his work.		examine	npc	Entomologist
Kraken' good time!		examine	npc	Cave kraken
Something's lurking beneath the water.		examine	npc	Whirlpool
We'll fight, until world's end.		examine	npc	Kraken
Vacuum proof.		examine	npc	Venenatis spiderling
Something big lurking beneath the water.		examine	npc	Whirlpool
Bear-ly smaller than his father.		examine	npc	Callisto cub
Stay away from smoke, kids.		examine	npc	Smoke devil
Woah.		examine	npc	Thermonuclear smoke devil
She's a seed merchant.		examine	npc	Olivia
She sells farming equipment.		examine	npc	Sarah
He sells farming equipment.		examine	npc	Richard
A servant to Iban.		examine	npc	Soulless
A shadowy, barely visible flying entity from some evil place.		examine	npc	Death wing
A practicer of dark arts.		examine	npc	Dark wizard
An evil user of Magic powers		examine	npc	Invrigar the Necromancer
He works evil magic.		examine	npc	Dark wizard
He jumps out and attacks people.		examine	npc	Mugger
The hat's a dead give away.		examine	npc	Witch
A dark-hearted knight.		examine	npc	Black Knight
He holds up passers by.		examine	npc	Highwayman
A crazy, evil druid.		examine	npc	Chaos druid
Yar! Shiver me timbers!		examine	npc	Pirate
Avast ye scurvy land lubbers!		examine	npc	Pirate
This one's had too much to drink!		examine	npc	Pirate
A fine example of piracy's equal opportunities program.		examine	npc	Pirate
Low on brains, high on aggression.		examine	npc	Thug
Rogueish.		examine	npc	Rogue
An evil human cleric.		examine	npc	Monk of Zamorak
A vicious warrior.		examine	npc	Tribesman
A warrior touched by chaos.		examine	npc	Dark warrior
A crazy evil druid.		examine	npc	Chaos druid warrior
A fun guy. No wait, that's awful. Plus it doesn't even make sense.		examine	npc	Fungi
A bouncy fungus.		examine	npc	Zygomite
A player.		examine	npc	Elfinlocks
An amazing piece of Crafting.		examine	npc	Clockwork cat
Holier than thou.		examine	npc	Monk
There's something strange about him...		examine	npc	Rufus
Little. Evil. Different.		examine	npc	Mi-Gor
I'd prefer it if it were a muffin...		examine	npc	Puffin
It's rocking out.		examine	npc	Puffin
He's looked healthier.		examine	npc	Brother Tranquility
Much holier than thou.		examine	npc	Brother Tranquility
Looked better.		examine	npc	Zombie monk
Bedside manner is a little lacking, I think.		examine	npc	Sorebones
I hope his hands don't shake.		examine	npc	Sorebones
Aaaarg, me hearty!		examine	npc	Zombie pirate
It's trying to mash you flat! Less examine, more fight!		examine	npc	Barrelchest
A shifty-looking character.		examine	npc	Pirate Pete
A shabby-looking leader.		examine	npc	Captain Braindeath
Most of an angry, undead sea scoundrel.		examine	npc	50% Luke
Looks like he's taking a break.		examine	npc	Davey
I wonder if it was all the 'rum' that pickled him.		examine	npc	Captain Donnie
Sticking it to 'The Man'.		examine	npc	Zombie protester
An undead sea scoundrel.		examine	npc	Zombie pirate
He talks a good fight.		examine	npc	Zombie swab
The pun was intended.		examine	npc	Evil spirit
A bunch of legs, eyes and teeth.		examine	npc	Fever spider
A worker in the brewery.		examine	npc	Brewer
It's a sinister-looking squid-type thing.		examine	npc	Karamthulhu
One of King Tyras's men.		examine	npc	Tyras guard
A frail little troll.		examine	npc	Ug
A beautiful troll.		examine	npc	Aga
A massive, scary-looking troll.		examine	npc	Arrg
Brrrrr...he must be cold!		examine	npc	Ice Troll
An ugly goblin... bleurgh!		examine	npc	Goblin
An ugly green creature.		examine	npc	General Bentnoze
Smaller than the average goblin.		examine	npc	Grubfoot
A travelling merchant.		examine	npc	Rasolo
A giant skeleton.		examine	npc	Giant skeleton
The warrior of darkness.		examine	npc	Damis
Very mysterious looking...		examine	npc	Stranger
One of Morytania's vampyric nobility.		examine	npc	Malak
Looks like a rough-and-ready type.		examine	npc	Bartender
A very distinguished looking man.		examine	npc	Eblis
A tough-looking criminal.		examine	npc	Bandit
A little ice troll.		examine	npc	Troll child
An ice troll.		examine	npc	Ice troll
A troll frozen in a block of ice.		examine	npc	Ice block
Highly flammable!		examine	npc	Mummy
A tightly-wrapped monster.		examine	npc	Mummy ashes
A tightly wrapped monster.		examine	npc	Mummy ashes
Spooky, bandaged dead dude.		examine	npc	Mummy
A victim of poor first aid.		examine	npc	Mummy
But who's the daddy?		examine	npc	Mummy
I think they're some kind of beetle...		examine	npc	Scarabs
A mysterious ghostly figure.		examine	npc	Azzanadra
A Sheep?		examine	npc	Sheep
A well fed looking farmer.		examine	npc	Fred the Farmer
Leads the Bandits.		examine	npc	Bandit Leader
A vicious thief.		examine	npc	Bandit
Tough-looking.		examine	npc	Bandit
A very tough-looking bandit.		examine	npc	Bandit champion
Probably the weakest bandit in the world... poor thing.		examine	npc	Cowardly Bandit
Trollish.		examine	npc	My Arm
He's poking his farming patch with my dibber.		examine	npc	My Arm
He has a bucket and he's not afraid to use it.		examine	npc	My Arm
My rake is in the hand of My Arm.		examine	npc	My Arm
He's in a pretty nasty spot, in a pretty nasty pot. With some cabbage.		examine	npc	Adventurer
An old sailor.		examine	npc	Captain Barnaby
A native of Tai Bwo Wannai.		examine	npc	Murcaily
It's a leprechaun sunbathing on a mountain.		examine	npc	Tool Leprechaun
They like to hover around bad smells.		examine	npc	Flies
A little troll who has no name.		examine	npc	Unnamed troll child
Named after the first thing he tried to eat.		examine	npc	Drunken Dwarf's Leg
A mountain-dwelling bird. Cute, but vicious.		examine	npc	Baby Roc
A very, very large mountain-dwelling bird.		examine	npc	Giant Roc
Something nasty this way comes...		examine	npc	Shadow
The Queen of Etceteria.		examine	npc	Queen Sigrid
He seems happy to see you.		examine	npc	Banker
A subject of Etceteria.		examine	npc	Arnor
A warrior of Etceteria.		examine	npc	Skraeling
Hmm, he smells.		examine	npc	Fishmonger
At least he eats his greens.		examine	npc	Greengrocer
Are they real or is it just my imagination?		examine	npc	Ethereal Being
Do they really exist?		examine	npc	Ethereal Being
He reminds me of my old mathematics teacher.		examine	npc	Ethereal Numerator
The master of accomplishment.		examine	npc	Ethereal Expert
He knows what is possible.		examine	npc	Ethereal Perceptive
He knows the past, present and future. But what of my shoe size?		examine	npc	Ethereal Guide
Luck is probably on his side.		examine	npc	Ethereal Fluke
I wanna be like you-ooo-ooo!		examine	npc	Ethereal Mimic
It's like looking in the mirror.		examine	npc	Me
A strange creature unique to Lunar Isle.		examine	npc	Suqah
Part scarab, part human.		examine	npc	Scarab Mage
A mounted lancer.		examine	npc	Locust rider
A mounted archer.		examine	npc	Locust rider
A huge scarab.		examine	npc	Giant Scarab
A Fremennik bard.		examine	npc	Olaf the Bard
Distinctly troll-shaped.		examine	npc	Lalli
Freshly shorn.		examine	npc	Golden sheep
Lovely thick wool.		examine	npc	Golden sheep
A powerful spirit that lives in this lake.		examine	npc	Fossegrimen
Looks like he's had a few drinks already.		examine	npc	Ospak
Doesn't look like the musical type.		examine	npc	Styrmir
Waiting for the show.		examine	npc	Torbrund
A music lover?		examine	npc	Fridgeir
He's fat, he's round, he bounces on the ground. That's how he got the job.		examine	npc	Longhall Bouncer
Master of the Champions' Guild.		examine	npc	Guildmaster
Duke Horacio of Lumbridge.		examine	npc	Duke Horacio
Roar! A dragon!		examine	npc	Elvarg
A young sailor.		examine	npc	Klarense
A badly-behaved goblin.		examine	npc	Wormbrain
A mystical fount of knowledge.		examine	npc	Oracle
A strange little man.		examine	npc	Oziach
He looks totally insane!		examine	npc	Melzar the Mad
His job is to keep the ship in tip-top condition.		examine	npc	Cabin boy Jenkins
A naturalist.		examine	npc	Larry
A Gentoo penguin.		examine	npc	Penguin
It's all black and white to them.		examine	npc	Penguin
It's not easy, not being king.		examine	npc	Pescaling Pax
'Berg bard.		examine	npc	Ping
Killer Gentoo Penguin.		examine	npc	KGP Agent
A Macaroni penguin.		examine	npc	Noodle
An inhabitant of icy regions.		examine	npc	Penguin
A clockwork penguin.		examine	npc	Penguin suit
Instructs agility.		examine	npc	Agility Instructor
An army commander.		examine	npc	Army Commander
A Gentoo penguin, training.		examine	npc	Penguin
Sturdy cold being.		examine	npc	Icelord
I will crush you.		examine	npc	Crusher
An ogre shaman.		examine	npc	Grish
They're done for!		examine	npc	Pilg
An ogre that guards.		examine	npc	Ogre guard
A partially decomposing zombie ogre.		examine	npc	Zogre
It's falling apart!		examine	npc	Skogre
A skeletal ogre.		examine	npc	Skogre
A human zombie.		examine	npc	Zombie
The Grand Secretary of the Wizards' Guild in Yanille.		examine	npc	Zavistic Rarve
A powerful looking Zogre.		examine	npc	Slash Bash
A sick, frail old man.		examine	npc	Sithik Ints
Is it a man or is it a monster?		examine	npc	Sithik Ints
An ogre hunting chompies.		examine	npc	Gargh
A young assistant necromancer.		examine	npc	Irwin Feaselbaum
Bigger than your average moss giant.		examine	npc	Moss Guardian
No longer locked in his own cage.		examine	npc	Golrie
Looks a bit lost.		examine	npc	Father Reen
He looks very pious.		examine	npc	Father Badden
He looks nervous.		examine	npc	Eric
He seems to like wearing black.		examine	npc	Evil Dave
He looks confused.		examine	npc	Matthew
She looks enigmatic.		examine	npc	Jennifer
She looks scary.		examine	npc	Tanya
He looks enthusiastic.		examine	npc	Patrick
A summoned demon.		examine	npc	Agrith Naar
A nasty sand storm.		examine	npc	Sand storm
An animated clay statue.		examine	npc	Clay golem
A local farmer. She may be able to provide some useful information.		examine	npc	Donie
Eek! A ghost!		examine	npc	Restless ghost
Looks very holy.		examine	npc	Father Urhney
It rattles when it walks.		examine	npc	Skeleton
The biggest and baddest troll.		examine	npc	Rock
A big, bad troll.		examine	npc	Stick
A nasty looking troll.		examine	npc	Pee Hat
Human is his speciality.		examine	npc	Dung
Small for a troll but mean, ugly and throws rocks.		examine	npc	Thrower Troll
Small for a troll but mean and ugly.		examine	npc	Mountain troll
The animated spirit of a soul not at rest.		examine	npc	Filliman Tarlock
A spirit of Nature.		examine	npc	Nature Spirit
Arrghhh... A Ghast.		examine	npc	Ghast
A slightly nervous guard.		examine	npc	Ulizius
A rather transparent character.		examine	npc	Klenter
This mummy looks like it means business!		examine	npc	Mummy
An irate warrior-mummy.		examine	npc	Mummy
An irate mummy.		examine	npc	Mummy
A wizened old warrior.		examine	npc	Mummy
What's he mumbling about?		examine	npc	Weird Old Man
A fiery little pup!		examine	npc	Hellpuppy
She's dressed in a red top and green trousers.		examine	npc	Anna
He's dressed all in green.		examine	npc	David
A horror from the ocean depths...		examine	npc	Dagannoth
A senior member of the Myreque.		examine	npc	Veliaf Hurtz
Former adviser to the Duke of Lumbridge.		examine	npc	Sigmund
A guard for the 'Humans Against Monsters' group.		examine	npc	Guard
What has he got under his coat?		examine	npc	Nardok
He's standing guard.		examine	npc	Dartog
A friendly feline?		examine	npc	Gertrude's cat
Very well to do. I wonder what he's doing here.		examine	npc	Gamer
He has a tortured look in his eye.		examine	npc	Gamer
Definitely overworked.		examine	npc	Barman
Rich.		examine	npc	Gamer
Poor.		examine	npc	Gamer
A popular dwarven delicacy.		examine	npc	Rat
A fun guy. No wait, that's awful..		examine	npc	Zygomite
A crazy evil necromancer.		examine	npc	Necromancer
A wilderness outlaw.		examine	npc	Bandit
Bandit Camp guard.		examine	npc	Guard Bandit
Not very civilised looking.		examine	npc	Barbarian guard
Looks like they're sleepwalking.		examine	npc	Sleepwalker
Snake! Snaaaaake!		examine	npc	Snake
It's all white by me.		examine	npc	Albino bat
Clearly not a hermit.		examine	npc	Crab
A flying blood sucker.		examine	npc	Giant mosquito
A horrible, emaciated ape like creature with beady red eyes.		examine	npc	Jungle horror
A horrible, emaciated ape like creature with beady yellow eyes.		examine	npc	Jungle horror
A horrible, emaciated ape like creature with beady green eyes.		examine	npc	Jungle horror
A horrible, emaciated ape like creature with beady blue eyes.		examine	npc	Jungle horror
A horrible, emaciated ape like creature with beady pink eyes.		examine	npc	Jungle horror
A pirate of Mos Le'Harmless.		examine	npc	Cavey Davey
A dodgy guy with a sack. Doesn't say much.		examine	npc	Mac
She looks tired of waiting.		examine	npc	Launa
She looks tired of arguing.		examine	npc	Launa
An old man.		examine	npc	Brana
Where did his boot go?		examine	npc	Tolna
A kid.		examine	npc	Tolna
He looks a little on the cross side!		examine	npc	Angry bear
AHHHHH!		examine	npc	Fear reaper
What on Gielinor is that?!?		examine	npc	Confusion beast
A hopeless poor creature.		examine	npc	Hopeless creature
Is that really Tolna?		examine	npc	Tolna
The barmaid of the Esoterican Arms.		examine	npc	Runa
She owns the clothes shop.		examine	npc	Halla
Runs the general store.		examine	npc	Finn
If it's edible, he'll sell it.		examine	npc	Osvald
A subject of Miscellania.		examine	npc	Runolf
A Fremennik teenager.		examine	npc	Signy
A dwarf who's currently living in Miscellania.		examine	npc	Alviss
A dwarf miner. He's digging holes in the walls.		examine	npc	Thorodin
A dwarf miner. He's shoring up the walls.		examine	npc	Ferd
A rather scared-looking dwarf. He doesn't seem all that drunk.		examine	npc	Donal
Snake, snake, oh, it's a young snake...		examine	npc	Sea Snake Young
A baby sea snake. Snaaaaaaake!		examine	npc	Sea Snake Hatchling
He's guarding the entrance to the dungeons.		examine	npc	Guard
A big snake that lives in the sea. How did it get in here?		examine	npc	Giant Sea Snake
A healer from Ardougne.		examine	npc	Elena
He has a colourful personality.		examine	npc	Da Vinci
He's ready for a bet.		examine	npc	Chancy
He's drunk.		examine	npc	Hops
She looks rather concerned.		examine	npc	Julie
He's not that ill.		examine	npc	Guidor
One of Gielinor's many citizens.		examine	npc	Man
A master of dream-manipulation.		examine	npc	Dominic Onion
A vampyre warrior of Zamorak.		examine	npc	Dessous (hard)
Ice warrior.		examine	npc	Kamil (hard)
A holy man.		examine	npc	Priest
A military man.		examine	npc	Paladin
He looks friendly enough.		examine	npc	Jerico
Smells very chemically...		examine	npc	Chemist
She's quite a looker!		examine	npc	Nurse Sarah
Big, ugly, and smelly.		examine	npc	Ogre
Time to run away...		examine	npc	Shark
She looks quite experienced.		examine	npc	Archer
He looks big and dumb.		examine	npc	Warrior
He looks holy.		examine	npc	Monk
He looks kind of puny...		examine	npc	Wizard
Looks otherworldy...		examine	npc	Fairy Queen
A funny little man who lives in a tree.		examine	npc	Shamus
Guardian of the dramen tree.		examine	npc	Tree spirit
Unsurprisingly monk like.		examine	npc	Cave monk
Holy looking.		examine	npc	Monk of Entrana
An unusually aggressive cleric.		examine	npc	Monk
Yep. Definitely a chicken.		examine	npc	Chicken
He rules the, er, roost.		examine	npc	Rooster
How cute!		examine	npc	Li'l lamb
The black sheep of the family.		examine	npc	Lamb
Freshly sheared.		examine	npc	Sheep
Who could this be?		examine	npc	? ? ? ?
The Carnillean family chef.		examine	npc	Claus the Chef
The newest member of the Carnillean family.		examine	npc	Philipe Carnillean
A woman of nobility.		examine	npc	Henryeta Carnillean
A being brought back from the edge of death.		examine	npc	Hazeel
A member of the Hazeel Cult.		examine	npc	Hazeel Cultist
One of General Khazard's guards.		examine	npc	Khazard Guard
He's in charge of General Khazard's guards.		examine	npc	Head Guard
Looks like he's off-duty.		examine	npc	Khazard Guard
A tough-looking barman.		examine	npc	Khazard Barman
He looks mistreated and weak.		examine	npc	Kelvin
A scruffy looking chap.		examine	npc	Spectator
Postie Pete's worst nightmare.		examine	npc	Bouncer
Khazard's strongest ogre warrior.		examine	npc	Khazard Ogre
A large angry scorpion.		examine	npc	Khazard Scorpion
It is the avatar of the Arzinian Being of Bordanzan, representing strength.		examine	npc	Arzinian Avatar of Strength
It is the avatar of the Arzinian Being of Bordanzan, representing ranging.		examine	npc	Arzinian Avatar of Ranging
It is the avatar of the Arzinian Being of Bordanzan, representing magic.		examine	npc	Arzinian Avatar of Magic
It's the Arzinian Being, whatever that is, that comes from Bordanzan, wherever that is.		examine	npc	Arzinian Being of Bordanzan
All you see is a glimmer of light and the suggestion of shadow.		examine	npc	Saboteur
Sells gnomish things.		examine	npc	Gnome shop keeper
Ahhh. Isn't it cute?		examine	npc	Cute Creature
What is that thing!		examine	npc	Evil Creature
A small fluffy inhabitant of the Grand Tree.		examine	npc	fluffie
A spy of Glouphrie.		examine	npc	fluffie
That's a lot of bones on his back...		examine	npc	Odd Old Man
Looks like he could do with a sip of amontillado.		examine	npc	Fortunato
White and fluffy.		examine	npc	Ram
White and shaggy.		examine	npc	Ram
Bony.		examine	npc	Bones
If you see them circling: run.		examine	npc	Vulture
Dr Fenkenstrain I presume.		examine	npc	Dr Fenkenstrain
A hideous mix of human flesh.		examine	npc	Fenkenstrain's Monster
It looks like he has got his castle back at last.		examine	npc	Lord Rologarth
He must find gardening difficult since the accident.		examine	npc	Gardener Ghost
It has a key hanging from its collar.		examine	npc	Experiment
One of Fenkenstrain's failed experiments.		examine	npc	Experiment
A shadowy sort of entity, kind of creepy looking.		examine	npc	Loar Shadow
The shadowy remains of a long departed soul.		examine	npc	Loar Shade
A spirit rising towards eternal peace.		examine	npc	Shade Spirit
A local villager of Mort'ton.		examine	npc	Afflicted(Ulsquire)
Anyone fancy a trim?		examine	npc	Hairdresser
Master of the mystical makeover.		examine	npc	Makeover Mage
I could get a beer from him.		examine	npc	Bartender
Works in the Rising Sun.		examine	npc	Emily
A dandy canoe man.		examine	npc	Tarquin
His furs look very damp.		examine	npc	Sigurd
Strange looking fella.		examine	npc	Hari
Looks a little green around the gills.		examine	npc	Barfy Bill
A salty seafarer. Needs a wash.		examine	npc	Jack Seagull
A strange man with a strange name. Probably a strange past, too.		examine	npc	Longbow Ben
So what can one do with a drunken sailor?		examine	npc	Ahab
A messy bird.		examine	npc	Seagull
Smells of rotten fish.		examine	npc	Seagull
He's wearing a single glove; how strange.		examine	npc	Matthias
It looks like it has caught something.		examine	npc	Gyr Falcon
A trained hunting bird.		examine	npc	Gyr Falcon
Curls up into a ball to protect itself from attack.		examine	npc	Prickly kebbit
Now that's a big overbite.		examine	npc	Sabre-toothed kebbit
It uses its tail to hunt and skewer fish.		examine	npc	Barb-tailed kebbit
That's a mean looking set of claws.		examine	npc	Wild kebbit
He looks like he knows what he's doing.		examine	npc	Artimeus
A large, well built farmer.		examine	npc	Seth Groats
A hard-working potter.		examine	npc	Tassie Slipcast
He looks quite independent in an aggressive and business like way.		examine	npc	Hammerspike Stoutbeard
A short stout menacing fellow.		examine	npc	Dwarf gang member
A slightly more eccentric seer.		examine	npc	Phantuwti Fanstuwi Farsight
He seems quietly enthusiastic about his profession.		examine	npc	Tindel Marchant
An energetic female adventuress.		examine	npc	Petra Fiyed
A young man with a dark and mysterious past.		examine	npc	Jimmy the Chisel
This monster totally rocks!		examine	npc	Slagilith
A pile of boulders.		examine	npc	Rock pile
A fire elemental.		examine	npc	Fire elemental
An earth elemental.		examine	npc	Earth elemental
An elemental rock.		examine	npc	Elemental rock
An air elemental.		examine	npc	Air elemental
A water elemental.		examine	npc	Water elemental
He seems to be guarding a pile of rocks. Interesting job.		examine	npc	Guard
He seems to be guarding a single rock. Interesting job.		examine	npc	Guard
The Chieftain of the mountain camp.		examine	npc	Hamal the Chieftain
He looks a little lost, himself.		examine	npc	Ragnar
Is he walking around in circles?		examine	npc	Svidi
He seems to be minding the goats.		examine	npc	Jokul
Is that a bear... or a man?		examine	npc	The Kendal
One of the inhabitants of the camp.		examine	npc	Camp dweller
Looks a little underfed.		examine	npc	Mountain Goat
This goat belongs to the mountain camp people.		examine	npc	Mountain Goat
A big birdy.		examine	npc	Bald Headed Eagle
Looks after the Burthorpe vinery.		examine	npc	Bernald
Queen Ellamaria of Varrock.		examine	npc	Queen Ellamaria
