english	translation	category	sub_category	source
A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).		examine	item	Bone key
A stone plaque with carved letters in it.		examine	item	Stone-plaque
An ancient tattered scroll.		examine	item	Tattered scroll
An ancient crumpled scroll.		examine	item	Crumpled scroll
The remains of the Zombie Queen.		examine	item	Rashiliyia corpse
The remains of Zadimus.		examine	item	Zadimus corpse
A magical crystal sphere.		examine	item	Locating crystal
A curious looking neck ornament.		examine	item	Beads of the dead
Lovely money!		examine	item	Coins
Beads carved out of a bone.		examine	item	Bone beads
Allows you to rest in the luxurious Paramayer Inn.		examine	item	Paramaya ticket
Allows you passage on the 'Lady of the waves' ship.		examine	item	Ship ticket
An ivory sword pommel.		examine	item	Sword pommel
Notes taken from the tomb of Bervirius.		examine	item	Bervirius notes
A decorated belt used to trade information between distant villages.		examine	item	Wampum belt
They're soft, silky and pink.		examine	item	Pink boots
They're soft, silky and green.		examine	item	Green boots
They're soft, silky and blue.		examine	item	Blue boots
They're soft, silky and cream.		examine	item	Cream boots
They're soft, silky and turquoise.		examine	item	Turquoise boots
The ultimate in gnome design, now in pink!		examine	item	Pink robe top
The ultimate in gnome design, now in green!		examine	item	Green robe top
The ultimate in gnome design, now in blue!		examine	item	Blue robe top
The ultimate in gnome design, now in cream!		examine	item	Cream robe top
The ultimate in gnome design, now in turquoise!		examine	item	Turquoise robe top
Made by Tree Gnomes with a thing for pink.		examine	item	Pink robe bottoms
Made by Tree Gnomes with a thing for green.		examine	item	Green robe bottoms
Made by Tree Gnomes with a thing for blue.		examine	item	Blue robe bottoms
Made by Tree Gnomes with a thing for cream.		examine	item	Cream robe bottoms
Made by Tree Gnomes with a thing for turquoise.		examine	item	Turquoise robe bottoms
A silly pink pointed hat.		examine	item	Pink hat
A silly green pointed hat.		examine	item	Green hat
A silly blue pointed hat.		examine	item	Blue hat
A silly cream pointed hat.		examine	item	Cream hat
A silly turquoise pointed hat.		examine	item	Turquoise hat
Picture of a posing Paladin.		examine	item	Portrait
A Faladian Knight's sword.		examine	item	Blurite sword
Definitely blue.		examine	item	Blurite ore
A receptacle for specimens!		examine	item	Specimen jar
A small brush used to clean rock samples.		examine	item	Specimen brush
A carefully-kept-safe skull sample.		examine	item	Animal skull
A special cup.		examine	item	Special cup
A lucky mascot.		examine	item	Teddy
A roughly shaped piece of rock.		examine	item	Cracked sample
A small pick for digging.		examine	item	Rock pick
Used for digging!		examine	item	Trowel
An empty tray for panning.		examine	item	Panning tray
This tray contains gold.		examine	item	Panning tray
This tray contains mud.		examine	item	Panning tray
Pure, lovely gold!		examine	item	Nuggets
An unusual symbol as yet unidentified by the archaeological expert.		examine	item	Ancient talisman
A letter waiting to be stamped.		examine	item	Unstamped letter
A sealed letter of recommendation.		examine	item	Sealed letter
Used to hold up trousers!		examine	item	Belt buckle
Phew!		examine	item	Old boot
A decent-enough weapon gone rusty.		examine	item	Rusty sword
This must have been shot at high speed.		examine	item	Broken arrow
Not Dick Whittington's helper at all!		examine	item	Buttons
I pity the poor person beaten with this!		examine	item	Broken staff
Watch those feet!		examine	item	Broken glass
The owner has passed the Earth Sciences level 1 exam.		examine	item	Level 1 certificate
The owner has passed Earth Sciences level 2 exam.		examine	item	Level 2 certificate
The owner has passed Earth Sciences level 3 exam.		examine	item	Level 3 certificate
Smashing!		examine	item	Ceramic remains
Now, if I can just find a tooth fairy to sell this to...		examine	item	Old tooth
A letter inviting me to use the private dig shafts.		examine	item	Invitation letter
It would be hard to repair this!		examine	item	Damaged armour
No use to me in this state...		examine	item	Broken armour
An old stone slab with writing on it.		examine	item	Stone tablet
An acrid chemical.		examine	item	Chemical powder
A strong chemical.		examine	item	Unidentified liquid
Charcoal - crushed to small pieces!		examine	item	Ground charcoal
A mixture of strong chemicals.		examine	item	Mixed chemicals
The root of an arcenia plant.		examine	item	Arcenia root
This fits a chest (Used in The Digsite quest).		examine	item	Chest key
A vessel for holding plants.		examine	item	Vase
It's about chemicals, judging from its cover.		examine	item	Book on chemicals
A refreshing cuppa.		examine	item	Cup of tea
It's a clue scroll.		examine	item	Clue scroll
Notes given to you by Radimus Erkle, including a partially-completed map of the Kharazi jungle.		examine	item	Radimus notes
It makes a loud but interesting sound when swung in the air.		examine	item	Bullroarer
A scrawled note with spidery writing on it.		examine	item	Scrawled note
A rough sketch of a bowl-shaped vessel, given to you by Gujuo.		examine	item	Sketch
A specially-made bowl constructed out of pure gold.		examine	item	Gold bowl
A specially-made bowl constructed out of pure gold and blessed by Gujuo.		examine	item	Blessed gold bowl
A specially-made golden bowl filled with water.		examine	item	Golden bowl
A specially-made golden bowl filled with pure, sacred water.		examine	item	Golden bowl
A blessed golden bowl. It has water in it.		examine	item	Golden bowl
A blessed golden bowl. It has pure, sacred water in it.		examine	item	Golden bowl
One of nature's pipes.		examine	item	Hollow reed
It looks like the Shaman's personal notes...		examine	item	Shaman's tome
An ancient tome on Demonology.		examine	item	Binding book
An enchanted empty glass vial.		examine	item	Enchanted vial
A vial of holy water, good against certain demons.		examine	item	Holy water
Fragments of a broken container.		examine	item	Smashed glass
These need to be germinated before they can be used.		examine	item	Yommi tree seeds
These seeds are germinated and ready to be planted in fertile soil.		examine	item	Yommi tree seeds
It's a mixture of Snakeweed and water. Needs another ingredient.		examine	item	Snakeweed mixture
It's a mixture of Ardrigal and water. Needs another ingredient.		examine	item	Ardrigal mixture
A Bravery Potion made from Gujuo's recipe. Let's hope it works.		examine	item	Bravery potion
A strange blue wizard's hat.		examine	item	Blue hat
It looks like it's been snapped off of something.		examine	item	Chunk of crystal
A heart-shaped crystal.		examine	item	Heart crystal
A black obsidian dagger. It has a strange aura about it.		examine	item	Dark dagger
A black obsidian dagger. It has a strange aura about it - and it seems to be glowing!		examine	item	Glowing dagger
A powerful spell for good.		examine	item	Holy force
A well-carved totem pole made from the trunk of a Yommi tree.		examine	item	Yommi totem
A gilded totem pole, given to you as a gift from the Kharazi tribe.		examine	item	Gilded totem
A ball used in Gnomeball.		examine	item	Gnomeball
Poisonous berries.		examine	item	Cadava berries
A message from Juliet to Romeo.		examine	item	Message
I'm meant to give this to Juliet.		examine	item	Cadava potion
The Shield of Arrav by A R Wright.		examine	item	Book
The key to get into the Phoenix Gang HQ (Used in the Shield of Arrav quest).		examine	item	Phoenix hq key
The key to the Phoenix Gang's weapons store (Used in the Shield of Arrav quest).		examine	item	Weapon store key
An intelligence report.		examine	item	Intel report
A shield from Falador.		examine	item	Falador shield
Half of the Shield of Arrav.		examine	item	Broken shield
You can carry coal in here.		examine	item	Coal bag
You can carry uncut gems in here.		examine	item	Gem bag
Former property of the Phoenix Gang.		examine	item	Phoenix crossbow
I can use this to claim a reward from King Roald.		examine	item	Certificate
A shadowy Ardougne cloak.		examine	item	Ardougne cloak
A limb of the fabled Dramen tree.		examine	item	Dramen branch
Crafted from a Dramen tree branch.		examine	item	Dramen staff
A perfect ruby ring.		examine	item	'perfect' ring
A perfect ruby necklace.		examine	item	'perfect' necklace
These gauntlets empower with a greater ability to cook fish.		examine	item	Cooking gauntlets
These gauntlets empower the bearer whilst making gold.		examine	item	Goldsmith gauntlets
These gauntlets empower spell casters.		examine	item	Chaos gauntlets
My reward for assisting the Fitzharmon family.		examine	item	Steel gauntlets
A fragment of the Fitzharmon family crest.		examine	item	Crest part
The Fitzharmon family crest.		examine	item	Family crest
A sample of the bark from the Grand Tree.		examine	item	Bark sample
A book to translate the ancient gnome language.		examine	item	Translation book
Perhaps I should read it and see what Glough is up to!		examine	item	Glough's journal
Hazelmere wrote something down on this scroll.		examine	item	Hazelmere's scroll
An order from the Karamja shipyard.		examine	item	Lumber order
The key to Glough's chest (Used in The Grand Tree quest).		examine	item	Glough's key
Twigs bound together in the shape of a T.		examine	item	Twigs
Twigs bound together in the shape of a U.		examine	item	Twigs
Twigs bound together in the shape of a Z.		examine	item	Twigs
Twigs bound together in the shape of a O.		examine	item	Twigs
An ancient rock with strange magical properties.		examine	item	Daconia rock
These are plans for an invasion!		examine	item	Invasion plans
A model of a Karamja warship.		examine	item	War ship
A finely balanced throwing axe.		examine	item	Bronze thrownaxe
A deadly throwing dart with a bronze tip.		examine	item	Bronze dart
A deadly throwing dart with an iron tip.		examine	item	Iron dart
A deadly throwing dart with a steel tip.		examine	item	Steel dart
A deadly throwing dart with a mithril tip.		examine	item	Mithril dart
A deadly throwing dart with an adamant tip.		examine	item	Adamant dart
A deadly throwing dart with a rune tip.		examine	item	Rune dart
A deadly poisoned dart with a bronze tip.		examine	item	Bronze dart(p)
A deadly poisoned dart with an iron tip.		examine	item	Iron dart (p)
A deadly poisoned dart with a steel tip.		examine	item	Steel dart(p)
A deadly poisoned dart with a mithril tip.		examine	item	Mithril dart(p)
A deadly poisoned dart with an adamant tip.		examine	item	Adamant dart(p)
A deadly poisoned dart with a rune tip.		examine	item	Rune dart(p)
A deadly throwing dart with a poisoned tip.		examine	item	Poisoned dart(p)
A deadly looking dart tip made of bronze - needs feathers for flight.		examine	item	Bronze dart tip
A deadly looking dart tip made of iron - needs feathers for flight.		examine	item	Iron dart tip
A deadly-looking dart tip made of steel - needs feathers for flight.		examine	item	Steel dart tip
A deadly looking dart tip made of mithril - needs feathers for flight.		examine	item	Mithril dart tip
A deadly-looking dart tip made of adamant - needs feathers for flight.		examine	item	Adamant dart tip
A deadly-looking dart tip made of runite - needs feathers for flight.		examine	item	Rune dart tip
A bronze tipped javelin.		examine	item	Bronze javelin
An iron tipped javelin.		examine	item	Iron javelin
A steel tipped javelin.		examine	item	Steel javelin
A mithril tipped javelin.		examine	item	Mithril javelin
An adamant tipped javelin.		examine	item	Adamant javelin
A rune tipped javelin.		examine	item	Rune javelin
This fires crossbow bolts.		examine	item	Crossbow
A nice sturdy bow.		examine	item	Longbow
Short but effective.		examine	item	Shortbow
A shortbow made out of oak, still effective.		examine	item	Oak shortbow
A nice sturdy bow made out of oak.		examine	item	Oak longbow
A nice sturdy bow made out of willow.		examine	item	Willow longbow
A shortbow made out of willow, still effective.		examine	item	Willow shortbow
A nice sturdy bow made out of Maple.		examine	item	Maple longbow
A shortbow made out of Maple, still effective.		examine	item	Maple shortbow
A nice sturdy bow made out of yew.		examine	item	Yew longbow
A shortbow made out of yew, still effective.		examine	item	Yew shortbow
A nice sturdy magical bow.		examine	item	Magic longbow
Short and magical, but still effective.		examine	item	Magic shortbow
A finely balanced throwing knife.		examine	item	Iron knife
Bronze crossbow bolts.		examine	item	Bronze bolts
Some poisoned bronze bolts.		examine	item	Bronze bolts (p)
Opal tipped Bronze crossbow bolts.		examine	item	Opal bolts
Pearl tipped Iron crossbow bolts.		examine	item	Pearl bolts
Great if you have a crossbow!		examine	item	Barbed bolts
Arrows with bronze heads.		examine	item	Bronze arrow
Venomous-looking arrows.		examine	item	Bronze arrow(p)
Arrows with iron heads.		examine	item	Iron arrow
Arrows with steel heads.		examine	item	Steel arrow
Arrows with mithril heads.		examine	item	Mithril arrow
Arrows with adamant heads.		examine	item	Adamant arrow
Arrows with rune heads.		examine	item	Rune arrow
These bronze-headed arrows are ablaze with fire.		examine	item	Bronze fire arrow (lit)
Ugh! It's wriggling!		examine	item	Worm
A rope.		examine	item	Throwing rope
A dangerous looking knife.		examine	item	Knife
This would make warm clothing.		examine	item	Bear fur
It's a sheet of silk.		examine	item	Silk
A slightly muddy spade.		examine	item	Spade
A coil of rope.		examine	item	Rope
Get your axes from Bob's Axes.		examine	item	Flyer
A plank of wood!		examine	item	Plank
I need to pull this.		examine	item	Christmas cracker
A fraction of a roof.		examine	item	Tile
A rock		examine	item	Rock
Used for making notes.		examine	item	Papyrus
Used papyrus, it has squiggles all over it.		examine	item	Papyrus
A lump of charcoal.		examine	item	Charcoal
A jungle-specific slashing device.		examine	item	Machete
A cooking pot.		examine	item	Cooking pot
Used to get out of Thordur's blackhole.		examine	item	Disk of returning
Opens a door that leads into a dungeon (Edgeville Dungeon entrance).		examine	item	Brass key
The tooth end of the mysterious Crystal Key. Can you find the other half?		examine	item	Tooth half of key
The loop end of the mysterious Crystal Key. Can you find the other half?		examine	item	Loop half of key
A mysterious key for a mysterious chest.		examine	item	Crystal key
It looks like the key to a chest (Used to open the muddy chest in the lava maze).		examine	item	Muddy key
You get a sense of dread from this key (Used to open the sinister chest in Yanille dungeon).		examine	item	Sinister key
A mostly clean apron.		examine	item	White apron
A bright red cape.		examine	item	Red cape
I'd prefer a gold one.		examine	item	Brass necklace
Leg covering favoured by women and wizards.		examine	item	Blue skirt
A ladies skirt.		examine	item	Pink skirt
Clothing favoured by women and dark wizards.		examine	item	Black skirt
A warm black cape.		examine	item	Black cape
A thick blue cape.		examine	item	Blue cape
A thick yellow cape.		examine	item	Yellow cape
A black piece of cloth on a string.		examine	item	Right eye patch
A thick green cape.		examine	item	Green cape
A thick purple cape.		examine	item	Purple cape
A thick orange cape.		examine	item	Orange cape
A robe worn by worshippers of Zamorak.		examine	item	Zamorak monk bottom
A rabbit-like adornment.		examine	item	Bunny ears
A nice hat from a cracker.		examine	item	Red partyhat
It's a Santa hat.		examine	item	Santa hat
The cape worn by members of the Legends Guild.		examine	item	Cape of legends
Aaaarrrghhh ... I'm a monster.		examine	item	Green halloween mask
These will keep my hands warm!		examine	item	Leather gloves
Comfortable leather boots.		examine	item	Leather boots
Better than no armour!		examine	item	Leather vambraces
Vambraces made from 100% real dragonhide.		examine	item	Green d'hide vambraces
These look pretty heavy.		examine	item	Iron platelegs
Big, black and heavy looking.		examine	item	Black platelegs
Designer leg protection.		examine	item	Iron plateskirt
Those studs should provide a bit more protection.		examine	item	Studded chaps
Made from 100% real dragonhide.		examine	item	Green d'hide chaps
A series of connected metal rings.		examine	item	Iron chainbody
Provides excellent protection.		examine	item	Iron platebody
Harder than normal leather.		examine	item	Hardleather body
A medium sized helmet.		examine	item	Iron med helm
Makes the wearer pretty intimidating.		examine	item	Dragon med helm
A full face helmet.		examine	item	Iron full helm
Light weight head protection.		examine	item	Coif
A solid wooden shield.		examine	item	Wooden shield
A medium square shield.		examine	item	Bronze sq shield
An ancient and powerful looking Dragon Square shield.		examine	item	Dragon sq shield
A large metal shield.		examine	item	Bronze kiteshield
Short but pointy.		examine	item	Iron dagger
A dangerous dagger.		examine	item	Mithril dagger
Short and deadly.		examine	item	Adamant dagger
A powerful dagger.		examine	item	Rune dagger
