english	translation	category	sub_category	source
The Blurberry bar - cocktails extraordinaire!		examine	object	Blurberry bar
A large gate in the gnome style.		examine	object	Gate
The entrance to the cave.		examine	object	Hollowed rock
A quirky gnome lamp.		examine	object	Lamp
These insects love this light.		examine	object	Lamp
It's amazing what bees produce!		examine	object	Candles
Posh candlesticks.		examine	object	Candles
Scary lighting apparatus.		examine	object	Candles
An ornamental lighting fixture.		examine	object	Chandelier
A mysterious glowing ice crystal.		examine	object	Ice Light
Useful for making ships move.		examine	object	Sail
This figure brings luck to those who sail.		examine	object	Figurehead
Barnacle infested rope.		examine	object	Pile of rope
Allows access to other parts of the ship.		examine	object	Ship's ladder
Without this I'm going around in circles.		examine	object	Ship's wheel
Used for pulling things up.		examine	object	Winch
Useful if there is any wind.		examine	object	Sail
How much does this weigh?		examine	object	Anchor
I can climb up here.		examine	object	Ship's ladder
I can go below decks with this ladder.		examine	object	Ship's ladder
A conveniently rolled sail.		examine	object	Hoisted sail
I'm not allowed to climb this ladder.		examine	object	Ladder
It's like a land rudder.		examine	object	Plough
Disturbingly man-like.		examine	object	Scarecrow
I bet there's a needle in it somewhere.		examine	object	Hay bales
A home for baby creatures.		examine	object	Eggs
In the city we would call this mouldy rubbish.		examine	object	Compost
A used cart seller will probably try and sell it later.		examine	object	Broken cart
One horsepower; wooden suspension: a beauty.		examine	object	Cart
Dead tree parts piled neatly together.		examine	object	Log pile
A patch of soft, dark brown matter. Probably mud.		examine	object	Mud patch
A pile of something that I hope is mud.		examine	object	Mudpile
Potato-licious!		examine	object	Potato
Baby bread.		examine	object	Wheat
The remains of a bad driver.		examine	object	Broken cart wheel
The perfect place to store things.		examine	object	Cabinet
These open and close!		examine	object	Drawers
This may be worth searching.		examine	object	Drawers
A wooden crate for storage.		examine	object	Crate
An old crate for storage.		examine	object	Crate
A pile of boxes for storage.		examine	object	Boxes
A wooden barrel for storage.		examine	object	Barrel
A wooden barrel containing lots of fish.		examine	object	Barrel
It's got ale in it.		examine	object	Barrel
These may have something in them.		examine	object	Sacks
Useful for transportation of delicate items.		examine	object	Crate
This may be worth opening.		examine	object	Cupboard
The perfect accompaniment to a bedroom.		examine	object	Dresser
A stand for hats!		examine	object	Hat stand
A good source of books!		examine	object	Bookcase
A woven storage basket.		examine	object	Basket
A gigantic pottery urn.		examine	object	Large urn
This no doubt contains arcane knowledge.		examine	object	Bookshelves
I wonder what this spooky item contains.		examine	object	Wardrobe
It smells funny in there.		examine	object	Wardrobe
A fishing net full of fish.		examine	object	Full fishing net
Bamboo storage!		examine	object	Bookcase
I hope no-one's home...		examine	object	Coffin
A small simple gravestone.		examine	object	Small gravestone
A simple marker for a forgotten person.		examine	object	Grave marker
The remains of someone lie inside.		examine	object	Tombstone
A monument to a special person.		examine	object	Large grave stone
The inscription is worn away and unreadable.		examine	object	Gravestone
'Here lies...' is all I can read.		examine	object	Gravestone
Whoever bought this must have really cared for the inhabitant.		examine	object	Large grave
Looks like a stone doorway to me.		examine	object	Henge
Looks like a stone doorway to my untrained eye.		examine	object	Henge
Shrine to the glory of Saradomin.		examine	object	Altar
An ancient altar to the glory of Guthix.		examine	object	Altar of Guthix
Shrine to the glory of Zamorak.		examine	object	Chaos altar
Looks suspiciously like a big stone table.		examine	object	Dolmen
A really posh upright coffin.		examine	object	Coffin
Whoever's inside must have been rich.		examine	object	Coffin
With skill I can play this.		examine	object	Church organ
Great for sleeping in.		examine	object	Bed
A stylish-looking bed.		examine	object	Bed
A drab-looking bed.		examine	object	Bed
Technically a bed.		examine	object	Bed
I guess I could sleep in it if I were really tired.		examine	object	Bed
Lovely comfy-looking big bed.		examine	object	Bed
Posh-looking bed.		examine	object	Bed
A bed fit for a king.		examine	object	Bed
One of the nicest beds I have ever seen.		examine	object	Bed
Perfect for snoozing in the sun.		examine	object	Hammock
A comfortable seat to recline and recuperate.		examine	object	Chaise lounge
I don't think anyone's slept here for a long time.		examine	object	Bed
Bamboo's a versatile material.		examine	object	Bed
A door.		examine	object	Door
Bashed, broken and dumped.		examine	object	Door
A way out!		examine	object	Crevice
It's even smokier in there...		examine	object	Crevice
What could possibly fit through that?		examine	object	Crevice
It's covering a little alcove.		examine	object	Curtain
Allows for equal distribution of spice.		examine	object	Red spice (4)
Someone bent defence.		examine	object	Broken Fence
A large door.		examine	object	Door
Frozen water has formed an icicle here.		examine	object	Icicle
It looks cold in there.		examine	object	Cave entrance
This person was of great importance.		examine	object	Statue of a warrior
A monarch chiselled in stone.		examine	object	Statue of a king
A sculpture of a monarch.		examine	object	Statue of a king
A huge carving of an ancient race.		examine	object	Tribal statue
A depiction of a great dwarven miner.		examine	object	Dwarf statue
A depiction of a famous gnome warrior.		examine	object	Gnome statue
The head and shoulders of a famous gnome.		examine	object	Gnome statue
A depiction of a famous gnomeballer.		examine	object	Gnome statue
A carving of a figure from the history of Gielinor.		examine	object	Statue
An expertly chiselled statue.		examine	object	Statue
An unusual symbol of ancient times.		examine	object	Statue
An expertly crafted vase.		examine	object	Vase
An expertly chiselled statue of a bird.		examine	object	Statue
What a good likeness!		examine	object	Statue of Saradomin
A depiction of the evil god Zamorak.		examine	object	Statue of Zamorak
A base for the statue to sit on.		examine	object	Statue steps
The scrying glass of a seer.		examine	object	Crystal ball
Banking transactions are processed here.		examine	object	Bank table
Banking transactions are recorded here.		examine	object	Bank table
Contains washing items.		examine	object	Bathroom table
A nice sturdy looking table.		examine	object	Table
A banquet could be eaten from this.		examine	object	Table
Useful for putting things on.		examine	object	Table
At one time it was for putting things on.		examine	object	Table
The napkins are made from real silk.		examine	object	Table
Items for making clothes are kept on here.		examine	object	Table
The ideal place to study.		examine	object	Study desk
A handy workbench for a handy person.		examine	object	Workbench
Sit back and enjoy the view.		examine	object	Picnic bench
Items are for sale here.		examine	object	Counter
A creepy looking table.		examine	object	Table
There are some strange chemicals here.		examine	object	Chemistry Table
It's a banquet table.		examine	object	Table
Finely wrought wares of silver.		examine	object	Silver stall
Garments for the discerning.		examine	object	Silk stall
Bread cakes and pastries.		examine	object	Bakery stall
Finest precious stones.		examine	object	Gem stall
These will keep you warm.		examine	object	Fur stall
The spice is right.		examine	object	Spice stall
Always a source of good bargains.		examine	object	Market stall
Fine brews from exotic regions.		examine	object	Tea stall
Keeps mine carts from rolling away.		examine	object	Buffers
You can 'cart' things around in this.		examine	object	Mine cart
Makes you taller.		examine	object	Rack
A bit large for a bracelet!		examine	object	Stocks
A macabre variation on the neck tie.		examine	object	Gallows
Dead and half buried.		examine	object	Buried skeleton
Disturbing but tidy.		examine	object	Pile of skulls
I don't even want to think about what did that...		examine	object	Charred bones
Now that's what I call slimline!		examine	object	Corpse
He looks very relaxed.		examine	object	Corpse
Now he's just too thin.		examine	object	Corpse
He hasn't eaten in a long time.		examine	object	Corpse
No cats were harmed in the making of this device.		examine	object	Catapult
Shattered.		examine	object	Broken barrel
Useful for catching small fish.		examine	object	Small fishing net
A passage leading into the next chamber of the cave.		examine	object	Passage
Screams can be heard within.		examine	object	Cave
Careful out there!		examine	object	Cave exit
I was always forced to play this as a child.		examine	object	Piano
I never learnt to play.		examine	object	Piano
Time for a recital?		examine	object	Piano stool
Tick-tock, it's a clock.		examine	object	Grandfather Clock
The noxious liquid bubbles horribly.		examine	object	Swamp bubbles
Shows which way the wind blows.		examine	object	Weather vane
Looking good!		examine	object	Mirror
A privacy aid!		examine	object	Bath screen
Use this to get changed behind and retain modesty.		examine	object	Screen
I don't even want to think about what's cooking in that.		examine	object	Cauldron
Good for sweeping.		examine	object	Broom
I'm guessing it's for making women's clothes.		examine	object	Clothes model
Helps make human clothing.		examine	object	Clothes model
A hole.		examine	object	Hole
Dead animal head. Lovely.		examine	object	Animal skull
Must have been laid by a huge bird.		examine	object	Big egg
Whatever it was I'm glad it's not alive.		examine	object	Carcass
Spooky!		examine	object	Curved bone
A dog's idea of heaven.		examine	object	Large bone
Ding-Dong!		examine	object	Bell
Some kind of pulley system.		examine	object	Bell mechanism
Surprisingly rope-shaped.		examine	object	Bell rope
Suspiciously hole-shaped.		examine	object	Hole in wall
A huge chunk of shining natural crystal.		examine	object	Crystal cluster
A recently extinguished fire.		examine	object	Fire remains
A barrel full of swords...		examine	object	Barrel
It looks like there is something caught inside this trap.		examine	object	Shaking box
I'm glad this isn't around anymore!		examine	object	Buried skeleton
A crude torch stuck in the ground.		examine	object	Standing torch
A fissure in the cave wall.		examine	object	Cave web
This huge web blocks your path.		examine	object	Web
A huge web, cruelly slashed in half.		examine	object	Slashed web
Looks a little too broken to climb.		examine	object	Broken ladder
An old-looking ladder.		examine	object	Ladder
An old-looking bit of scaffolding.		examine	object	Scaffold
It's a door made from bamboo.		examine	object	Bamboo Door
A loom.		examine	object	Loom
You'd need a big siege engine to force that.		examine	object	City Gate
I always wonder if someone's hiding inside when I see these.		examine	object	Suit of armour
Looks kind of like a man made of metal.		examine	object	Suit of armour
Not suitable for children. Aim away from face.		examine	object	Cannon
Big heavy metal balls.		examine	object	Cannonballs
The easiest opponent I'll ever fight.		examine	object	Dummy
A wooden defensive structure.		examine	object	Wooden defence
For private use only!		examine	object	Target
Break glass in case of emergency.		examine	object	Sword cabinet
An attractively laid out collection of ranging weapons.		examine	object	Bow cabinet
A row of sharp pointy spears.		examine	object	Spear wall
Rows of sharp pointy spears.		examine	object	Spear wall
A tatty old standard.		examine	object	Standard
A standard.		examine	object	Standard
A blue standard.		examine	object	Standard
A standard of the gnome race.		examine	object	Standard
The standard of the ogre race.		examine	object	Standard
The flag of Asgarnia.		examine	object	Flagpole
The flag of Kandarin.		examine	object	Flagpole
The flag of Ardougne.		examine	object	Flagpole
A standard of Asgarnia.		examine	object	Standard
A standard of Kandarin.		examine	object	Standard
A standard of Misthalin.		examine	object	Standard
A standard of Varrock.		examine	object	Standard
A flag flies here.		examine	object	Flagpole
A sculpted trunk of wood.		examine	object	Totem Pole
Takes my dirty bath water away.		examine	object	Bath pipes
It smells horrible in there.		examine	object	Large sewer pipe
Ideal for washing things in.		examine	object	Sink
Wash here.		examine	object	Bath
No this is not a mirage!		examine	object	Well
Everyone needs a water feature.		examine	object	Fountain
A beautiful water feature.		examine	object	Fountain
There's a cover over this manhole.		examine	object	Manhole
How dangerous, someone has left this manhole open.		examine	object	Manhole
Best used with a bucket.		examine	object	Well
If only I had one of those at home...		examine	object	Bar pumps
A painting of the King looking royal.		examine	object	Portrait
A beautiful landscape.		examine	object	Painting
A mysterious figure stands alone in this haunting image.		examine	object	Painting
Hail to the King!		examine	object	Portrait
I don't know much about art, but I like this.		examine	object	Landscape
A painting of some guy standing around somewhere.		examine	object	Painting
A really bad portrait of the King.		examine	object	Painting
Fine brushwork adds to the realism of this serene landscape.		examine	object	Landscape
Pretty good painting.		examine	object	Painting
I can see the stars on this.		examine	object	Star chart
A picture of the stars with funny diagrams and things on.		examine	object	Star chart
Cross shaped.		examine	object	Cross
Mmmm decorative!		examine	object	Hanging banner
Brightens up the room a bit.		examine	object	Hanging banner
Not bad at all.		examine	object	Hanging banner
Alas poor unicorn, I knew him.		examine	object	Unicorn's head
Probably looked better mounted on the dragon's neck.		examine	object	Dragon's head
Not what I would pick as wall decoration.		examine	object	Dragon's head
Looks like the bull lost.		examine	object	Bull's head
Trinkets and stuff.		examine	object	Charms
A magical wall decoration.		examine	object	Magical symbol
Something is written on it. I can't read what.		examine	object	Plaque
Looks like an eye with huge lashes.		examine	object	Eye decoration
A tablet covered in weird looking little squiggles and pictures.		examine	object	Glyphs
A posh water bowl.		examine	object	Font
Disturbingly its eyes look everywhere in the room except at you.		examine	object	Spooky picture
What has a face and hands but is not a man?		examine	object	Clock face
It's a time machine....sort of!		examine	object	Clock face
'Ask about our low, low interest rates!'		examine	object	Bank notice board
Some helpful people have placed notes on here, how nice.		examine	object	Noticeboard
Essentials for a seamstress.		examine	object	Clothes equipment
It really was this big!		examine	object	Stuffed swordfish
He doesn't look too jolly to me!		examine	object	Jolly Roger
Looks like this ship was way off course!		examine	object	Hanging wheel
X marks the spot.		examine	object	Pirate map
Complete with authentic seaweed!		examine	object	Fishing net
This mentions the monk trapped here...		examine	object	Plaque
A useful ranging device.		examine	object	Bow and Arrow
Use these with bows.		examine	object	Arrows
A powerful throwing weapon.		examine	object	Javelin
Improved Leather armour for archers.		examine	object	Studded Leather
Leather made from the skin of a Dragon.		examine	object	Dragonhide Leather
I can climb over the fence with this.		examine	object	Stile
This section of railing has been broken		examine	object	Broken Railing
There is a hole in this section of the railing.		examine	object	Broken Railing
Someone was thirsty...		examine	object	Shelves
Full of lovely drinks!		examine	object	Shelves
Storage for cookery items.		examine	object	Cooking shelves
Storage for all needs.		examine	object	Shelves
What kind of sick person keeps a skull on their wall?		examine	object	Shelf
Esoteric artefacts.		examine	object	Shelf
I don't want to know what's in those little urns.		examine	object	Shelf
Used for storing things on.		examine	object	Shelves
Tailor made for needlework supplies		examine	object	Clothing shelves
Prepared hides hang here drying.		examine	object	Tanning line
This contains dye for leather.		examine	object	Vat
Used to squeeze moisture from the hide.		examine	object	Mangle
Danger!		examine	object	Danger sign
This tells you which way is which.		examine	object	Signpost
Ye olde Shrimp and Parrot.		examine	object	Sign
The Blue Moon Inn - Licensed to sell intoxicating liquor.		examine	object	Sign
The Jolly Boar - Purveyors of fine brews.		examine	object	Sign
The Rusty Anchor - Licensed to sell intoxicating beverages.		examine	object	Sign
The Shrimp and Parrot - Licensed to sell dangerous liquids.		examine	object	Sign
The Dead Man's Chest - Brews to maroon any pirate.		examine	object	Sign
The Rising Sun - Purveyors of fine liquor.		examine	object	Sign
The Forester's Arms - Quality Real Ales.		examine	object	Sign
The Flying Horse - Often seen after 10 pints.		examine	object	Sign
The Dancing Donkey - Licensed to sell intoxicating beverages.		examine	object	Sign
The Dragon Inn - Visit us for a fiery brew!		examine	object	Sign
Karamja Spirits bar - For all your alcohol needs.		examine	object	Sign
North to Varrock :: East to Al Kharid.		examine	object	Signpost
North road to Draynor Village :: East road to Varrock.		examine	object	Signpost
North to Draynor Village.		examine	object	Signpost
North to Draynor Manor :: West to Asgarnia.		examine	object	Signpost
South to the Wizards' Tower :: East to Lumbridge.		examine	object	Signpost
South to Lumbridge :: West to Varrock :: East to the Digsite.		examine	object	Signpost
South to Al Kharid :: West to Lumbridge :: East to the Digsite.		examine	object	Signpost
North to Varrock :: East to the Digsite.		examine	object	Signpost
South to the Wizards' Tower :: North to Draynor Village :: East to Lumbridge.		examine	object	Signpost
The ideal thing to sit on.		examine	object	Chair
Not so good for sitting on.		examine	object	Smashed chair
A comfortable seat.		examine	object	Chair
Good for sitting on.		examine	object	Chair
Good for rocking in!		examine	object	Rocking chair
A kingly seat for a royal behind.		examine	object	Throne
The perfect way to sit at the bar.		examine	object	Barstool
Gnomes sit on these.		examine	object	Stool
Gnomes are found sitting here.		examine	object	Bench
Sit back and relax...		examine	object	Bench
Used for sitting on.		examine	object	Chair
Do I dare sit on this?		examine	object	Chair
Church seating.		examine	object	Pew
Park it here...		examine	object	Stool
Wouldn't like to sit on that for too long...		examine	object	Ice Throne
Keeps the neighbours out!		examine	object	Hedge
Found in wild areas.		examine	object	Bush
These are commonly found.		examine	object	Bush
An unusual bush.		examine	object	Bush
A wild bush.		examine	object	Bush
All the leaves have fallen off.		examine	object	Bush
A commonly found bush.		examine	object	Bush
Bushy!		examine	object	Bush
A rose by any other name would still have prickly bits.		examine	object	Rosebush
The abode of a fairy.		examine	object	Fairy house
Fairies need money too!		examine	object	Fairy bank
A fairy is selling items here.		examine	object	Fairy market stall
A small potted plant.		examine	object	Potted fern
Someone has planted this.		examine	object	Potted fern
A nicely potted fern.		examine	object	Potted fern
Better than weeding.		examine	object	Potted fern
I bet bees like this.		examine	object	Potted flower
A large potted plant.		examine	object	Potted plant
A plant in a bamboo pot.		examine	object	Potted plant
Cabbage... yuck!		examine	object	Cabbage
Found near the water's edge.		examine	object	Bullrushes
Not good for eating.		examine	object	Mushroom
Fungal growth.		examine	object	Mushroom
Poisonous no doubt.		examine	object	Mushrooms
I doubt that's edible.		examine	object	Fungus
A commonly found fern.		examine	object	Small fern
Spiky!		examine	object	Thistle
A home for frogs.		examine	object	Waterlily
Otherwise known as a lilypad.		examine	object	Waterlily
Smells lovely!		examine	object	Heather
Who is this Heather girl?		examine	object	Heather
I wonder why it's purple?		examine	object	Heather
I'd better not get stung.		examine	object	Nettles
The tendrils of a creeping plant.		examine	object	Creeping plant
Nicely planted.		examine	object	Rockery
A large curling plant.		examine	object	Curling plant
That's pretty.		examine	object	Flower
Blooming!		examine	object	Flower
Commonly found in grassy areas.		examine	object	Daisies
Is this the biggest flower around?		examine	object	Sunflower
These are huge!		examine	object	Sunflowers
A rare flower.		examine	object	Flowers
Don't flowers make you feel better?		examine	object	Flowers
Can this talk?		examine	object	Tulips
You don't see that many of these.		examine	object	Flowers
I wonder what these are?		examine	object	Flowers
A rarely found flower.		examine	object	Flower
Very rare flowers.		examine	object	Flowers
These smell nice.		examine	object	Flowerbed
A bed of red flowers.		examine	object	Flowerbed
These are pretty.		examine	object	Flowerbed
Found only in jungle areas.		examine	object	Jungle flower
A very rare exotic flower.		examine	object	Orchid
A small fernlike plant.		examine	object	Jungle plant
The leaves of a nasty creeping plant.		examine	object	Vine
The flower of a nasty creeping plant.		examine	object	Vine
Nasty curling tendrils of a creeping plant.		examine	object	Vine
One of the most common trees in Gielinor.		examine	object	Tree
A healthy young tree.		examine	object	Tree
A commonly found tree.		examine	object	Tree
This tree has long been dead.		examine	object	Dead tree
An old weather beaten tree.		examine	object	Dead tree
It's only useful for firewood now.		examine	object	Dead tree
An ancient magical tree.		examine	object	Dramen tree
This tree has fallen to the ground.		examine	object	Fallen tree
This tree was either the victim of weather or mankind.		examine	object	Fallen tree
Is this a weed?		examine	object	Fern
A fern is growing here.		examine	object	Fern
Home to many unusual creatures.		examine	object	Tree
A leafy tree.		examine	object	Leafy tree
A tree found in tropical areas.		examine	object	Tree
The door appears to have been torn from its frame.		examine	object	Cage door
This would be good to sleep under.		examine	object	Palm
An essential for tropical islands.		examine	object	Palm
An unusual tree grows here.		examine	object	Plant
This would make good firewood.		examine	object	Evergreen tree
The branch is infested with moss.		examine	object	Mossy branch
The trunk of this tree is hollow.		examine	object	Hollow tree
A gnarly old tree root.		examine	object	Roots
The roots of a tree are exposed.		examine	object	Roots
I hope I don't trip over any of these.		examine	object	Roots
A terribly tall tropical tree.		examine	object	Tropical tree
Leaves of a bamboo tree.		examine	object	Tropical leaves
It's thick with snow.		examine	object	Tree
This old tree has been taken over by parasitic plants.		examine	object	Dead tree
This old tree is rotting away.		examine	object	Hollow log
They're just waiting to trip someone up.		examine	object	Roots
This tree has been cut down.		examine	object	Tree stump
This tree contains dangerous insects no doubt.		examine	object	Tropical tree
The roots of this tree are exposed.		examine	object	Roots
Commonly found in these parts.		examine	object	Jungle plant
A leafy plant.		examine	object	Plant
A leafy fern.		examine	object	Plant
A small bushy plant.		examine	object	Plant
A leafy shrub.		examine	object	Plant
No flies on me.		examine	object	Fly trap
How do these things manage to grow?		examine	object	Cactus
This cactus has recently had a chunk taken off.		examine	object	Cactus
This has broad leaves.		examine	object	Jungle plant
A large waxy jungle plant.		examine	object	Jungle plant
A type of jungle fern.		examine	object	Jungle plant
Leaves a nasty mark.		examine	object	Whipping Plant
Looks spiky.		examine	object	Pineapple Plant
The door is open.		examine	object	Door
A sturdy wooden door.		examine	object	Large door
The curtain is closed.		examine	object	Curtain
The curtain is open.		examine	object	Curtain
A nicely fitted door.		examine	object	Door
An ornately-fashioned door.		examine	object	Door
An elf-fashioned door.		examine	object	Door
Solid bars of iron.		examine	object	Door
I wonder what's under it?		examine	object	Trapdoor
I wonder what's down there?		examine	object	Trapdoor
This door has been boarded up.		examine	object	Boarded-up door
A door to a grand place.		examine	object	Doors
The top of the archway.		examine	object	Doorway
The base of the archway.		examine	object	Doorway
There is something strange about this wall...		examine	object	Wall
A wooden structure used in the process of building.		examine	object	Scaffold
This timber is broken		examine	object	Timber
A pile of bricks.		examine	object	Bricks
Something is strange about this panel.		examine	object	Odd looking wall
An entranceway into the dungeon.		examine	object	Dungeon door
The way in.		examine	object	Door
The doors to the Magic Guild.		examine	object	Magic guild door
The doors to the Magic guild.		examine	object	Magic guild door
A strange crack cuts into the wall.		examine	object	Odd looking wall
What could be down here?		examine	object	Trapdoor
Looks a bit tatty...		examine	object	Door
A climbing wall made from skulls.		examine	object	Skull slope
A fully grown grapevine - It must belong to Lord Hosidius.		examine	object	Grapevine
A strange and very large vine.		examine	object	Grapevine
Everything looks greener on the other side.		examine	object	Glass door
A kitchen sink.		examine	object	Sink
I can train on this.		examine	object	Dummy
'Pay back all your debts by borrowing more money from us!' Clever.		examine	object	Leaflets
Contains quite a lot of someone else's property.		examine	object	Chest
These huge stone discs grind grain to make flour.		examine	object	Millstones
These sails use the wind to drive the windmill.		examine	object	Sails
I'll need an empty pot so I can collect my flour.		examine	object	Flour bin
There looks to be something carved into it.		examine	object	Wall
Some very hard rocks, I wouldn't want to fall on those.		examine	object	Waterfall rocks
This door requires a key.		examine	object	Door
The door to the Champions' Guild.		examine	object	Door
Here be spiders!		examine	object	Web
I can walk through this tattered web.		examine	object	Sliced web
I wonder what's inside?		examine	object	Crate
There are some bandages on this table.		examine	object	Bandage table
This lets in more light.		examine	object	Bay window
These obviously mean keep out!		examine	object	Timber defence
I shudder to think what has taken place here.		examine	object	Altar slab
This hasn't seen a duster for a while.		examine	object	Throne
Not as nice as some.		examine	object	Candlestick holder
This needs dusting before I'll sit on it.		examine	object	Chair
This could do with a bit of a spit and polish.		examine	object	Suit of armour
This clearly isn't used for dining very often.		examine	object	Table
A tower.		examine	object	Tower
It looks like I might be able to climb over this piece of the wall...		examine	object	Crumbling wall
A grand door for a grand tree.		examine	object	Tree Door
A large root.		examine	object	Root
A primitive looking boat.		examine	object	Log raft
Oops!		examine	object	Broken log raft
There is an indent the size of a pebble in the stone's centre.		examine	object	Glarial's Tombstone
A stone tomb surrounded by flowers.		examine	object	Glarial's Tomb
I should be safe if I can reach this.		examine	object	Rock
Wet rope.		examine	object	Rope
A statue of Glarial chiselled in stone.		examine	object	Statue of Glarial
Not something you normally see on a waterfall.		examine	object	Door
A ledge.		examine	object	Ledge
A magically elevated chalice.		examine	object	Chalice
A magically elevated chalice full of ash.		examine	object	Chalice
A whirlpool.		examine	object	Whirlpool
It's too wet for firewood.		examine	object	Dead Tree
A wooden barrel, maybe a way off this rock.		examine	object	Barrel
An interesting tree with long straight branches.		examine	object	Achey Tree
A large bubbling cauldron. Smells... Ugh!		examine	object	Cauldron
If a creature goes inside, the box should then slam shut.		examine	object	Box trap
A hot place for forging things in.		examine	object	Furnace
It says 'Property of Doric the dwarf' on the side.		examine	object	Anvil
This is someone's bedroom door.		examine	object	Bedroom door
It's closed.		examine	object	Door
It's open.		examine	object	Door
I've met less intelligent conversationalists.		examine	object	Dummy
Like an animal dinner table.		examine	object	Trough
It's a door.		examine	object	Door
For storage.		examine	object	Crate
Used for climbing.		examine	object	Rope Ladder
It's a wall.		examine	object	Wall
I can squeeze through it.		examine	object	Fence
A closed door.		examine	object	Door
Grows weird yellow fruit.		examine	object	Banana tree
Ornamental.		examine	object	Rockery
This chest looks strong.		examine	object	Chest
A hardy evergreen tree.		examine	object	Evergreen tree
A handy place for filling in forms and paperwork.		examine	object	Bank table
They say money can't buy happiness.		examine	object	Gold
Used for fashioning metal items.		examine	object	Anvil
Various implements for working with metal.		examine	object	Blacksmith's tools
A tall wooden door.		examine	object	Door
Looks a bit crumbly, but it'll probably stay up for now.		examine	object	Archway
A big wooden door.		examine	object	Door
I can climb these stairs.		examine	object	Staircase
The left hand side of the gate.		examine	object	Gate
The right hand side of the gate.		examine	object	Gate
It's an old wall.		examine	object	Old wall
They go down.		examine	object	Staircase
Wow - it's a guinea pig! No, hang on, it's a cave.		examine	object	Cave Entrance
A gilt sculpture of a monarch.		examine	object	Statue
It's reassuring to see that the bank's spending money usefully.		examine	object	Chandelier
For storing valuables.		examine	object	Safe
A nice selection of staves.		examine	object	Rack
Staves in a Barrel.		examine	object	Barrel
A barrel of unfinished staves and pieces of wood.		examine	object	Barrel
A selection of staves.		examine	object	Rack
This leads back to the cruel world above.		examine	object	Tunnel
An eerie glow permeates the cauldron.		examine	object	Cauldron of Thunder
Ooooh! Spooky!		examine	object	Coffin
Going down?		examine	object	Ladder
Going up?		examine	object	Ladder
An imposing stone structure.		examine	object	Trellis
A column of elemental power.		examine	object	Obelisk of Earth
A magical portal of teleportation, leading to the Wizards' Tower.		examine	object	Wizards' Tower Portal
A magical portal of teleportation, leading to the Dark Wizards' Tower.		examine	object	Dark Wizards' Tower Portal
